portfolio_id,case_id,company_id,borrower_name,sector,project_sector,scenario_type,trend_type,lender_type,portfolio_category,secured_unsecured,retail_corporate,portfolio_outstanding_inr,portfolio_share_pct,gross_npa_pct,net_npa_pct,npa_trend_qoq_ppts,write_off_ratio_pct,company_gross_npa_pct,company_net_npa_pct,restructured_assets_pct,provisioning_coverage_ratio,credit_cost_pct,top_10_borrower_concentration_pct,top_5_sector_concentration_pct,return_on_assets_pct,net_interest_margin_pct,capital_adequacy_ratio_pct,vintage_2020_npa_pct,vintage_2021_npa_pct,vintage_2022_npa_pct,vintage_2023_npa_pct,vintage_2024_npa_pct,feeds_capacity,feeds_capital,feeds_conditions,feeds_character,data_as_of_date,reporting_period,source_document_id,extraction_confidence,risk_flags
PORT_CAM_00559_03,CAM_00559,COMP_00559,Edelweiss Financial Services Limited,Financial Services,NBFC,extreme_anomaly,declining,nbfc_retail,msme,unsecured,corporate,1613219955.52,17.1,10.93,6.6,0.71,2.8,9.95,6.01,11.41,39.6,6.8,13.7,39.6,0.2,7.75,10.1,40.0,40.0,24.59,16.39,5.46,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_00559,high,high_gnpa_segment|low_provisioning_coverage|high_restructured_assets|capital_adequacy_stress
PORT_CAM_00559_04,CAM_00559,COMP_00559,Edelweiss Financial Services Limited,Financial Services,NBFC,extreme_anomaly,declining,nbfc_retail,vehicle_finance,secured,corporate,1428548944.02,15.2,9.49,5.73,2.11,0.73,9.95,6.01,11.41,39.6,6.8,13.7,39.6,0.2,7.75,10.1,36.54,36.54,21.35,14.23,4.75,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_00559,high,high_gnpa_segment|low_provisioning_coverage|high_restructured_assets|capital_adequacy_stress|npa_deteriorating_rapidly
PORT_CAM_00559_05,CAM_00559,COMP_00559,Edelweiss Financial Services Limited,Financial Services,NBFC,extreme_anomaly,declining,nbfc_retail,gold_loan,secured,retail,1388918937.37,14.7,7.82,4.72,1.21,2.79,9.95,6.01,11.41,39.6,6.8,13.7,39.6,0.2,7.75,10.1,30.11,30.11,17.59,11.73,3.91,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_00559,medium,low_provisioning_coverage|high_restructured_assets|capital_adequacy_stress|npa_deteriorating_rapidly
PORT_CAM_00559_06,CAM_00559,COMP_00559,Edelweiss Financial Services Limited,Financial Services,NBFC,extreme_anomaly,declining,nbfc_retail,personal_loan,unsecured,retail,897532307.02,9.5,11.29,6.82,2.0,1.46,9.95,6.01,11.41,39.6,6.8,13.7,39.6,0.2,7.75,10.1,40.0,40.0,25.4,16.93,5.64,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_00559,medium,high_gnpa_segment|low_provisioning_coverage|high_restructured_assets|capital_adequacy_stress|npa_deteriorating_rapidly
PORT_CAM_00559_07,CAM_00559,COMP_00559,Edelweiss Financial Services Limited,Financial Services,NBFC,extreme_anomaly,declining,nbfc_retail,microfinance,unsecured,retail,539632167.67,5.7,12.59,7.6,1.41,2.9,9.95,6.01,11.41,39.6,6.8,13.7,39.6,0.2,7.75,10.1,40.0,40.0,28.33,18.88,6.3,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_00559,high,high_gnpa_segment|low_provisioning_coverage|high_restructured_assets|capital_adequacy_stress|npa_deteriorating_rapidly
PORT_CAM_00583_01,CAM_00583,COMP_00583,Emkay Global Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,secured_retail,secured,retail,3849533032.35,22.4,4.38,1.16,0.02,0.66,4.06,1.08,1.94,73.5,1.28,16.7,65.5,2.24,6.8,21.0,6.75,6.75,3.94,2.63,0.88,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00583,medium,none
PORT_CAM_00583_02,CAM_00583,COMP_00583,Emkay Global Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,unsecured_retail,unsecured,retail,3533591186.52,20.6,5.64,1.49,-0.28,1.71,4.06,1.08,1.94,73.5,1.28,16.7,65.5,2.24,6.8,21.0,8.69,8.69,5.08,3.38,1.13,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00583,medium,none
PORT_CAM_00583_03,CAM_00583,COMP_00583,Emkay Global Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,msme,unsecured,corporate,2612739608.85,15.2,5.07,1.34,-0.36,1.34,4.06,1.08,1.94,73.5,1.28,16.7,65.5,2.24,6.8,21.0,7.81,7.81,4.56,3.04,1.01,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00583,high,none
PORT_CAM_00583_04,CAM_00583,COMP_00583,Emkay Global Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,vehicle_finance,secured,corporate,2298002048.25,13.4,4.36,1.16,0.14,0.4,4.06,1.08,1.94,73.5,1.28,16.7,65.5,2.24,6.8,21.0,6.71,6.71,3.92,2.62,0.87,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00583,medium,none
PORT_CAM_00583_05,CAM_00583,COMP_00583,Emkay Global Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,gold_loan,secured,retail,1917113796.69,11.2,2.8,0.74,0.17,0.66,4.06,1.08,1.94,73.5,1.28,16.7,65.5,2.24,6.8,21.0,4.31,4.31,2.52,1.68,0.56,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00583,medium,none
PORT_CAM_00583_06,CAM_00583,COMP_00583,Emkay Global Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,personal_loan,unsecured,retail,1908161670.23,11.1,5.48,1.45,-0.0,1.72,4.06,1.08,1.94,73.5,1.28,16.7,65.5,2.24,6.8,21.0,8.44,8.44,4.93,3.29,1.1,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00583,medium,none
PORT_CAM_00583_07,CAM_00583,COMP_00583,Emkay Global Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,microfinance,unsecured,retail,1071738620.17,6.2,6.53,1.73,-0.1,1.81,4.06,1.08,1.94,73.5,1.28,16.7,65.5,2.24,6.8,21.0,10.06,10.06,5.88,3.92,1.31,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00583,high,none
PORT_CAM_00599_01,CAM_00599,COMP_00599,Equitas Small Finance Bank Limited,Financial Services,NBFC,normal,stable,nbfc_retail,secured_retail,secured,retail,11430176987.98,23.2,5.1,1.26,-0.23,1.14,4.86,1.21,1.07,75.2,1.26,6.1,56.6,2.75,9.37,18.7,7.85,7.85,4.59,3.06,1.02,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00599,medium,none
PORT_CAM_00599_02,CAM_00599,COMP_00599,Equitas Small Finance Bank Limited,Financial Services,NBFC,normal,stable,nbfc_retail,unsecured_retail,unsecured,retail,9517954429.81,19.3,6.02,1.49,-0.03,2.25,4.86,1.21,1.07,75.2,1.26,6.1,56.6,2.75,9.37,18.7,9.27,9.27,5.42,3.61,1.2,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00599,high,none
PORT_CAM_00599_03,CAM_00599,COMP_00599,Equitas Small Finance Bank Limited,Financial Services,NBFC,normal,stable,nbfc_retail,msme,unsecured,corporate,9506608668.15,19.3,5.53,1.37,0.05,1.58,4.86,1.21,1.07,75.2,1.26,6.1,56.6,2.75,9.37,18.7,8.52,8.52,4.98,3.32,1.11,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00599,medium,none
PORT_CAM_00599_04,CAM_00599,COMP_00599,Equitas Small Finance Bank Limited,Financial Services,NBFC,normal,stable,nbfc_retail,vehicle_finance,secured,corporate,8531501005.39,17.3,4.15,1.03,0.02,0.5,4.86,1.21,1.07,75.2,1.26,6.1,56.6,2.75,9.37,18.7,6.39,6.39,3.74,2.49,0.83,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00599,high,none
PORT_CAM_00599_05,CAM_00599,COMP_00599,Equitas Small Finance Bank Limited,Financial Services,NBFC,normal,stable,nbfc_retail,gold_loan,secured,retail,4509926638.3,9.1,3.89,0.96,0.14,1.16,4.86,1.21,1.07,75.2,1.26,6.1,56.6,2.75,9.37,18.7,5.99,5.99,3.5,2.33,0.78,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00599,medium,none
PORT_CAM_00599_06,CAM_00599,COMP_00599,Equitas Small Finance Bank Limited,Financial Services,NBFC,normal,stable,nbfc_retail,personal_loan,unsecured,retail,3345694494.13,6.8,5.85,1.45,-0.09,1.78,4.86,1.21,1.07,75.2,1.26,6.1,56.6,2.75,9.37,18.7,9.01,9.01,5.26,3.51,1.17,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00599,high,none
PORT_CAM_00599_07,CAM_00599,COMP_00599,Equitas Small Finance Bank Limited,Financial Services,NBFC,normal,stable,nbfc_retail,microfinance,unsecured,retail,2530629132.27,5.1,7.8,1.93,0.18,1.02,4.86,1.21,1.07,75.2,1.26,6.1,56.6,2.75,9.37,18.7,12.01,12.01,7.02,4.68,1.56,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00599,high,none
PORT_CAM_00602_01,CAM_00602,COMP_00602,ESAF Small Finance Bank Limited,Financial Services,NBFC,normal,volatile,nbfc_retail,secured_retail,secured,retail,4428608361.88,22.1,7.17,1.86,0.27,2.3,6.44,1.67,1.64,74.0,1.71,12.4,68.7,1.37,10.25,22.3,11.04,11.04,6.45,4.3,1.43,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00602,high,none
PORT_CAM_00602_02,CAM_00602,COMP_00602,ESAF Small Finance Bank Limited,Financial Services,NBFC,normal,volatile,nbfc_retail,unsecured_retail,unsecured,retail,4394089529.16,21.9,7.81,2.03,0.29,0.46,6.44,1.67,1.64,74.0,1.71,12.4,68.7,1.37,10.25,22.3,12.03,12.03,7.03,4.69,1.56,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00602,high,none
PORT_CAM_00602_03,CAM_00602,COMP_00602,ESAF Small Finance Bank Limited,Financial Services,NBFC,normal,volatile,nbfc_retail,msme,unsecured,corporate,3790755218.54,18.9,7.85,2.04,0.43,1.13,6.44,1.67,1.64,74.0,1.71,12.4,68.7,1.37,10.25,22.3,12.09,12.09,7.06,4.71,1.57,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00602,high,none
PORT_CAM_00602_04,CAM_00602,COMP_00602,ESAF Small Finance Bank Limited,Financial Services,NBFC,normal,volatile,nbfc_retail,vehicle_finance,secured,corporate,3102495049.81,15.5,5.99,1.56,0.53,1.36,6.44,1.67,1.64,74.0,1.71,12.4,68.7,1.37,10.25,22.3,9.22,9.22,5.39,3.59,1.2,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00602,medium,none
PORT_CAM_00602_05,CAM_00602,COMP_00602,ESAF Small Finance Bank Limited,Financial Services,NBFC,normal,volatile,nbfc_retail,gold_loan,secured,retail,2594228512.46,12.9,5.46,1.42,0.78,0.22,6.44,1.67,1.64,74.0,1.71,12.4,68.7,1.37,10.25,22.3,8.41,8.41,4.91,3.28,1.09,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00602,medium,none
PORT_CAM_00602_06,CAM_00602,COMP_00602,ESAF Small Finance Bank Limited,Financial Services,NBFC,normal,volatile,nbfc_retail,personal_loan,unsecured,retail,934160953.3,4.7,7.39,1.92,-0.04,1.97,6.44,1.67,1.64,74.0,1.71,12.4,68.7,1.37,10.25,22.3,11.38,11.38,6.65,4.43,1.48,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00602,medium,none
PORT_CAM_00602_07,CAM_00602,COMP_00602,ESAF Small Finance Bank Limited,Financial Services,NBFC,normal,volatile,nbfc_retail,microfinance,unsecured,retail,800638428.23,4.0,8.53,2.22,-0.26,2.68,6.44,1.67,1.64,74.0,1.71,12.4,68.7,1.37,10.25,22.3,13.14,13.14,7.68,5.12,1.71,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_00602,high,high_gnpa_segment
PORT_CAM_00629_01,CAM_00629,COMP_00629,The Federal Bank  Limited,Financial Services,NBFC,normal,growing,nbfc_retail,secured_retail,secured,retail,3458808018.84,22.6,5.47,1.68,-0.01,2.14,5.41,1.66,1.44,69.3,1.84,11.1,35.3,3.19,8.55,17.2,8.42,8.42,4.92,3.28,1.09,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00629,high,none
PORT_CAM_00629_02,CAM_00629,COMP_00629,The Federal Bank  Limited,Financial Services,NBFC,normal,growing,nbfc_retail,unsecured_retail,unsecured,retail,3434684746.51,22.4,7.14,2.19,0.16,2.18,5.41,1.66,1.44,69.3,1.84,11.1,35.3,3.19,8.55,17.2,11.0,11.0,6.43,4.28,1.43,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00629,high,none
PORT_CAM_00629_03,CAM_00629,COMP_00629,The Federal Bank  Limited,Financial Services,NBFC,normal,growing,nbfc_retail,msme,unsecured,corporate,3285326822.92,21.4,5.45,1.67,0.0,0.28,5.41,1.66,1.44,69.3,1.84,11.1,35.3,3.19,8.55,17.2,8.39,8.39,4.91,3.27,1.09,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00629,high,none
PORT_CAM_00629_04,CAM_00629,COMP_00629,The Federal Bank  Limited,Financial Services,NBFC,normal,growing,nbfc_retail,vehicle_finance,secured,corporate,2135497296.91,13.9,4.7,1.44,0.06,1.14,5.41,1.66,1.44,69.3,1.84,11.1,35.3,3.19,8.55,17.2,7.24,7.24,4.23,2.82,0.94,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00629,medium,none
PORT_CAM_00629_05,CAM_00629,COMP_00629,The Federal Bank  Limited,Financial Services,NBFC,normal,growing,nbfc_retail,gold_loan,secured,retail,1174135545.88,7.7,4.42,1.36,0.14,0.84,5.41,1.66,1.44,69.3,1.84,11.1,35.3,3.19,8.55,17.2,6.81,6.81,3.98,2.65,0.88,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00629,high,none
PORT_CAM_00629_06,CAM_00629,COMP_00629,The Federal Bank  Limited,Financial Services,NBFC,normal,growing,nbfc_retail,personal_loan,unsecured,retail,1099000485.41,7.2,6.82,2.09,-0.2,0.24,5.41,1.66,1.44,69.3,1.84,11.1,35.3,3.19,8.55,17.2,10.5,10.5,6.14,4.09,1.36,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00629,medium,none
PORT_CAM_00629_07,CAM_00629,COMP_00629,The Federal Bank  Limited,Financial Services,NBFC,normal,growing,nbfc_retail,microfinance,unsecured,retail,729441698.66,4.8,7.3,2.24,-0.5,2.16,5.41,1.66,1.44,69.3,1.84,11.1,35.3,3.19,8.55,17.2,11.24,11.24,6.57,4.38,1.46,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00629,high,none
PORT_CAM_00630_01,CAM_00630,COMP_00630,Fedbank Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,secured_retail,secured,retail,12443230511.72,19.4,4.65,0.6,0.16,1.12,4.85,0.62,0.54,87.2,0.66,15.0,56.8,3.3,10.77,24.8,7.16,7.16,4.19,2.79,0.93,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00630,medium,none
PORT_CAM_00630_02,CAM_00630,COMP_00630,Fedbank Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,unsecured_retail,unsecured,retail,10603535294.64,16.6,5.78,0.74,-0.47,1.41,4.85,0.62,0.54,87.2,0.66,15.0,56.8,3.3,10.77,24.8,8.9,8.9,5.2,3.47,1.16,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00630,high,none
PORT_CAM_00630_03,CAM_00630,COMP_00630,Fedbank Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,msme,unsecured,corporate,9743648566.09,15.2,5.71,0.73,0.16,0.83,4.85,0.62,0.54,87.2,0.66,15.0,56.8,3.3,10.77,24.8,8.79,8.79,5.14,3.43,1.14,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00630,medium,none
PORT_CAM_00630_04,CAM_00630,COMP_00630,Fedbank Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,vehicle_finance,secured,corporate,9218703112.88,14.4,5.24,0.67,0.01,0.6,4.85,0.62,0.54,87.2,0.66,15.0,56.8,3.3,10.77,24.8,8.07,8.07,4.72,3.14,1.05,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00630,medium,none
PORT_CAM_00630_05,CAM_00630,COMP_00630,Fedbank Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,gold_loan,secured,retail,8603383474.08,13.4,3.91,0.5,-0.4,0.45,4.85,0.62,0.54,87.2,0.66,15.0,56.8,3.3,10.77,24.8,6.02,6.02,3.52,2.35,0.78,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00630,medium,none
PORT_CAM_00630_06,CAM_00630,COMP_00630,Fedbank Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,personal_loan,unsecured,retail,8543811787.77,13.3,6.59,0.84,-0.36,0.64,4.85,0.62,0.54,87.2,0.66,15.0,56.8,3.3,10.77,24.8,10.15,10.15,5.93,3.95,1.32,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00630,medium,none
PORT_CAM_00630_07,CAM_00630,COMP_00630,Fedbank Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,microfinance,unsecured,retail,4862971302.97,7.6,7.91,1.01,0.1,2.81,4.85,0.62,0.54,87.2,0.66,15.0,56.8,3.3,10.77,24.8,12.18,12.18,7.12,4.75,1.58,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00630,medium,none
PORT_CAM_00639_01,CAM_00639,COMP_00639,Finkurve Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,secured_retail,secured,retail,4284075945.56,23.4,4.19,1.03,-0.19,1.44,3.81,0.94,0.84,75.3,0.91,11.8,57.6,1.21,7.48,18.7,6.45,6.45,3.77,2.51,0.84,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00639,high,none
PORT_CAM_00639_02,CAM_00639,COMP_00639,Finkurve Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,unsecured_retail,unsecured,retail,3191353965.96,17.4,5.6,1.38,-0.27,1.18,3.81,0.94,0.84,75.3,0.91,11.8,57.6,1.21,7.48,18.7,8.62,8.62,5.04,3.36,1.12,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00639,high,none
PORT_CAM_00639_03,CAM_00639,COMP_00639,Finkurve Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,msme,unsecured,corporate,3178996335.42,17.3,4.38,1.08,-0.29,1.06,3.81,0.94,0.84,75.3,0.91,11.8,57.6,1.21,7.48,18.7,6.75,6.75,3.94,2.63,0.88,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00639,high,none
PORT_CAM_00639_04,CAM_00639,COMP_00639,Finkurve Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,vehicle_finance,secured,corporate,2533742096.12,13.8,4.04,1.0,-0.44,0.6,3.81,0.94,0.84,75.3,0.91,11.8,57.6,1.21,7.48,18.7,6.22,6.22,3.64,2.42,0.81,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00639,high,none
PORT_CAM_00639_05,CAM_00639,COMP_00639,Finkurve Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,gold_loan,secured,retail,2016359233.55,11.0,2.94,0.73,-0.36,0.92,3.81,0.94,0.84,75.3,0.91,11.8,57.6,1.21,7.48,18.7,4.53,4.53,2.65,1.76,0.59,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00639,medium,none
PORT_CAM_00639_06,CAM_00639,COMP_00639,Finkurve Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,personal_loan,unsecured,retail,1969198792.25,10.7,4.33,1.07,-0.45,0.23,3.81,0.94,0.84,75.3,0.91,11.8,57.6,1.21,7.48,18.7,6.67,6.67,3.9,2.6,0.87,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00639,medium,none
PORT_CAM_00639_07,CAM_00639,COMP_00639,Finkurve Financial Services Limited,Financial Services,NBFC,normal,growing,nbfc_retail,microfinance,unsecured,retail,1168433860.82,6.4,6.52,1.61,0.07,1.59,3.81,0.94,0.84,75.3,0.91,11.8,57.6,1.21,7.48,18.7,10.04,10.04,5.87,3.91,1.3,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00639,medium,none
PORT_CAM_00640_01,CAM_00640,COMP_00640,Fino Payments Bank Limited,Financial Services,NBFC,normal,stable,nbfc_retail,secured_retail,secured,retail,5238427445.93,29.4,3.84,0.7,-0.4,1.18,3.24,0.59,1.59,81.7,0.51,17.5,74.3,1.57,9.4,22.8,5.91,5.91,3.46,2.3,0.77,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00640,high,none
PORT_CAM_00640_02,CAM_00640,COMP_00640,Fino Payments Bank Limited,Financial Services,NBFC,normal,stable,nbfc_retail,unsecured_retail,unsecured,retail,3474184070.23,19.5,4.0,0.73,0.03,0.52,3.24,0.59,1.59,81.7,0.51,17.5,74.3,1.57,9.4,22.8,6.16,6.16,3.6,2.4,0.8,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00640,high,none
PORT_CAM_00640_03,CAM_00640,COMP_00640,Fino Payments Bank Limited,Financial Services,NBFC,normal,stable,nbfc_retail,msme,unsecured,corporate,2794049347.66,15.7,3.83,0.7,-0.47,0.48,3.24,0.59,1.59,81.7,0.51,17.5,74.3,1.57,9.4,22.8,5.9,5.9,3.45,2.3,0.77,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00640,high,none
PORT_CAM_00640_04,CAM_00640,COMP_00640,Fino Payments Bank Limited,Financial Services,NBFC,normal,stable,nbfc_retail,vehicle_finance,secured,corporate,2174728724.0,12.2,3.06,0.56,0.14,1.1,3.24,0.59,1.59,81.7,0.51,17.5,74.3,1.57,9.4,22.8,4.71,4.71,2.75,1.84,0.61,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00640,high,none
PORT_CAM_00640_05,CAM_00640,COMP_00640,Fino Payments Bank Limited,Financial Services,NBFC,normal,stable,nbfc_retail,gold_loan,secured,retail,1654438193.28,9.3,2.51,0.46,-0.27,0.77,3.24,0.59,1.59,81.7,0.51,17.5,74.3,1.57,9.4,22.8,3.87,3.87,2.26,1.51,0.5,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00640,medium,none
PORT_CAM_00640_06,CAM_00640,COMP_00640,Fino Payments Bank Limited,Financial Services,NBFC,normal,stable,nbfc_retail,personal_loan,unsecured,retail,1439744404.15,8.1,4.65,0.85,-0.31,1.43,3.24,0.59,1.59,81.7,0.51,17.5,74.3,1.57,9.4,22.8,7.16,7.16,4.19,2.79,0.93,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00640,medium,none
PORT_CAM_00640_07,CAM_00640,COMP_00640,Fino Payments Bank Limited,Financial Services,NBFC,normal,stable,nbfc_retail,microfinance,unsecured,retail,1043517460.51,5.9,5.81,1.06,-0.38,1.59,3.24,0.59,1.59,81.7,0.51,17.5,74.3,1.57,9.4,22.8,8.95,8.95,5.23,3.49,1.16,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00640,high,none
PORT_CAM_00644_01,CAM_00644,COMP_00644,Five-Star Business Finance Limited,Financial Services,NBFC,normal,declining,nbfc_retail,secured_retail,secured,retail,25186872580.67,23.4,5.73,1.76,1.6,1.55,5.76,1.77,1.42,69.3,1.71,5.3,41.3,1.96,6.68,24.1,8.82,8.82,5.16,3.44,1.15,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00644,high,npa_deteriorating_rapidly
PORT_CAM_00644_02,CAM_00644,COMP_00644,Five-Star Business Finance Limited,Financial Services,NBFC,normal,declining,nbfc_retail,unsecured_retail,unsecured,retail,25067845775.11,23.3,6.5,2.0,0.39,1.58,5.76,1.77,1.42,69.3,1.71,5.3,41.3,1.96,6.68,24.1,10.01,10.01,5.85,3.9,1.3,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00644,high,none
PORT_CAM_00644_03,CAM_00644,COMP_00644,Five-Star Business Finance Limited,Financial Services,NBFC,normal,declining,nbfc_retail,msme,unsecured,corporate,16554014392.66,15.4,5.98,1.84,1.43,2.15,5.76,1.77,1.42,69.3,1.71,5.3,41.3,1.96,6.68,24.1,9.21,9.21,5.38,3.59,1.2,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00644,high,npa_deteriorating_rapidly
PORT_CAM_00644_04,CAM_00644,COMP_00644,Five-Star Business Finance Limited,Financial Services,NBFC,normal,declining,nbfc_retail,vehicle_finance,secured,corporate,14824745190.11,13.8,5.05,1.55,0.87,0.53,5.76,1.77,1.42,69.3,1.71,5.3,41.3,1.96,6.68,24.1,7.78,7.78,4.54,3.03,1.01,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00644,high,none
PORT_CAM_00644_05,CAM_00644,COMP_00644,Five-Star Business Finance Limited,Financial Services,NBFC,normal,declining,nbfc_retail,gold_loan,secured,retail,11139073165.56,10.4,4.42,1.36,1.54,0.23,5.76,1.77,1.42,69.3,1.71,5.3,41.3,1.96,6.68,24.1,6.81,6.81,3.98,2.65,0.88,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00644,medium,npa_deteriorating_rapidly
PORT_CAM_00644_06,CAM_00644,COMP_00644,Five-Star Business Finance Limited,Financial Services,NBFC,normal,declining,nbfc_retail,personal_loan,unsecured,retail,9961738526.61,9.3,7.32,2.25,2.11,2.78,5.76,1.77,1.42,69.3,1.71,5.3,41.3,1.96,6.68,24.1,11.27,11.27,6.59,4.39,1.46,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00644,high,npa_deteriorating_rapidly
PORT_CAM_00644_07,CAM_00644,COMP_00644,Five-Star Business Finance Limited,Financial Services,NBFC,normal,declining,nbfc_retail,microfinance,unsecured,retail,4786317047.82,4.5,8.18,2.51,2.48,2.63,5.76,1.77,1.42,69.3,1.71,5.3,41.3,1.96,6.68,24.1,12.6,12.6,7.36,4.91,1.64,True,True,True,True,2025-02-28,FY2024,PORT_DOC_CAM_00644,high,high_gnpa_segment|npa_deteriorating_rapidly
PORT_CAM_00658_01,CAM_00658,COMP_00658,Fusion Finance Limited,Financial Services,NBFC,normal,growing,nbfc_retail,secured_retail,secured,retail,17509431310.2,27.6,3.37,0.67,-0.43,0.96,2.97,0.59,0.6,80.1,0.69,13.3,68.1,2.58,11.27,22.4,5.19,5.19,3.03,2.02,0.67,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00658,medium,none
PORT_CAM_00658_02,CAM_00658,COMP_00658,Fusion Finance Limited,Financial Services,NBFC,normal,growing,nbfc_retail,unsecured_retail,unsecured,retail,12572210471.46,19.8,4.53,0.9,-0.5,1.71,2.97,0.59,0.6,80.1,0.69,13.3,68.1,2.58,11.27,22.4,6.98,6.98,4.08,2.72,0.91,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00658,medium,none
PORT_CAM_00658_03,CAM_00658,COMP_00658,Fusion Finance Limited,Financial Services,NBFC,normal,growing,nbfc_retail,msme,unsecured,corporate,11407028936.03,18.0,4.01,0.8,-0.13,0.72,2.97,0.59,0.6,80.1,0.69,13.3,68.1,2.58,11.27,22.4,6.18,6.18,3.61,2.41,0.8,True,True,True,False,2025-02-28,FY2024,PORT_DOC_CAM_00658,high,none
