case_id,total_signals,critical_count,high_count,medium_count,total_score_impact,velocity_signals,triangulation_signals,sentiment_signals,contagion_signals,primary_c_affected,company_id,sector
CAM_00313,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00313,Financial Services
CAM_00314,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00314,Financial Services
CAM_00315,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00315,Healthcare
CAM_00316,4,1,2,0,0.0,1,2,0,1,Character,COMP_00316,Industrials
CAM_00317,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00317,Industrials
CAM_00318,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00318,Industrials
CAM_00319,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00319,Consumer Cyclical
CAM_00320,4,1,2,0,0.0,1,2,0,1,Character,COMP_00320,Industrials
CAM_00321,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00321,Healthcare
CAM_00322,4,1,2,0,0.0,1,2,0,1,Character,COMP_00322,Industrials
CAM_00323,4,1,2,0,0.0,1,2,0,1,Character,COMP_00323,Consumer Cyclical
CAM_00324,4,1,2,0,0.0,1,2,0,1,Character,COMP_00324,Industrials
CAM_00325,4,1,2,0,0.0,1,2,0,1,Character,COMP_00325,Basic Materials
CAM_00326,4,1,2,0,0.0,1,2,0,1,Character,COMP_00326,Basic Materials
CAM_00327,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00327,Basic Materials
CAM_00328,4,1,2,0,0.0,1,2,0,1,Character,COMP_00328,Consumer Cyclical
CAM_00329,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00329,Basic Materials
CAM_00330,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00330,Consumer Cyclical
CAM_00331,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00331,Consumer Cyclical
CAM_00332,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00332,Technology
CAM_00333,4,1,2,0,0.0,1,2,0,1,Character,COMP_00333,Consumer Cyclical
CAM_00334,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00334,Consumer Cyclical
CAM_00335,4,1,2,0,0.0,1,2,0,1,Character,COMP_00335,Consumer Cyclical
CAM_00336,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00336,Energy
CAM_00337,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00337,Technology
CAM_00338,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00338,Real Estate
CAM_00339,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00339,Consumer Cyclical
CAM_00340,4,1,2,0,0.0,1,2,0,1,Character,COMP_00340,Consumer Defensive
CAM_00341,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00341,Industrials
CAM_00342,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00342,Healthcare
CAM_00343,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00343,Financial Services
CAM_00344,4,1,2,0,0.0,1,2,0,1,Character,COMP_00344,Basic Materials
CAM_00345,4,1,2,0,0.0,1,2,0,1,Character,COMP_00345,Consumer Cyclical
CAM_00346,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00346,Technology
CAM_00347,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00347,Communication Services
CAM_00348,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00348,Consumer Cyclical
CAM_00349,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00349,Consumer Cyclical
CAM_00350,3,1,1,1,-0.10000000000000009,0,2,0,1,Character,COMP_00350,Basic Materials
CAM_00351,4,1,2,0,0.0,1,2,0,1,Character,COMP_00351,Consumer Cyclical
CAM_00352,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00352,Technology
CAM_00353,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00353,Basic Materials
CAM_00354,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00354,Consumer Cyclical
CAM_00355,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00355,Technology
CAM_00356,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00356,Financial Services
CAM_00357,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00357,Financial Services
CAM_00358,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00358,Financial Services
CAM_00359,4,1,2,0,0.0,1,2,0,1,Character,COMP_00359,Consumer Cyclical
CAM_00360,4,1,2,0,0.0,1,2,0,1,Character,COMP_00360,Industrials
CAM_00361,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00361,Technology
CAM_00362,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00362,Financial Services
CAM_00363,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00363,Healthcare
CAM_00364,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00364,Financial Services
CAM_00365,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00365,Industrials
CAM_00366,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00366,Financial Services
CAM_00367,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00367,Consumer Cyclical
CAM_00368,4,1,2,0,0.0,1,2,0,1,Character,COMP_00368,Consumer Cyclical
CAM_00369,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00369,Consumer Cyclical
CAM_00370,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00370,Energy
CAM_00371,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00371,Technology
CAM_00372,4,1,2,0,0.0,1,2,0,1,Character,COMP_00372,Industrials
CAM_00373,4,1,2,0,0.0,1,2,0,1,Character,COMP_00373,Consumer Cyclical
CAM_00374,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00374,Consumer Defensive
CAM_00375,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00375,Financial Services
CAM_00376,4,1,2,0,0.0,1,2,0,1,Character,COMP_00376,Consumer Cyclical
CAM_00377,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00377,Industrials
CAM_00378,4,1,2,0,0.0,1,2,0,1,Character,COMP_00378,Industrials
CAM_00379,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00379,Consumer Cyclical
CAM_00380,4,1,2,0,0.0,1,2,0,1,Character,COMP_00380,Consumer Cyclical
CAM_00381,4,1,2,0,0.0,1,2,0,1,Character,COMP_00381,Industrials
CAM_00382,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00382,Consumer Cyclical
CAM_00383,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00383,Basic Materials
CAM_00384,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00384,Financial Services
CAM_00385,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00385,Financial Services
CAM_00386,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00386,Technology
CAM_00387,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00387,Basic Materials
CAM_00388,4,1,2,0,0.0,1,2,0,1,Character,COMP_00388,Industrials
CAM_00389,4,1,2,0,0.0,1,2,0,1,Character,COMP_00389,Industrials
CAM_00390,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00390,Utilities
CAM_00391,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00391,Utilities
CAM_00392,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00392,Financial Services
CAM_00393,4,1,2,0,0.0,1,2,0,1,Character,COMP_00393,Industrials
CAM_00394,4,1,2,0,0.0,1,2,0,1,Character,COMP_00394,Consumer Cyclical
CAM_00395,4,1,2,0,0.0,1,2,0,1,Character,COMP_00395,Basic Materials
CAM_00396,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00396,Basic Materials
CAM_00397,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00397,Basic Materials
CAM_00398,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00398,Basic Materials
CAM_00399,4,1,2,0,0.0,1,2,0,1,Character,COMP_00399,Basic Materials
CAM_00400,4,1,2,0,0.0,1,2,0,1,Character,COMP_00400,Basic Materials
CAM_00401,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00401,Energy
CAM_00402,4,1,2,0,0.0,1,2,0,1,Character,COMP_00402,Consumer Cyclical
CAM_00403,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00403,Financial Services
CAM_00404,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00404,Financial Services
CAM_00405,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00405,Financial Services
CAM_00406,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00406,Consumer Cyclical
CAM_00407,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00407,Financial Services
CAM_00408,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00408,Technology
CAM_00409,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00409,Communication Services
CAM_00410,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00410,Communication Services
CAM_00411,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00411,Healthcare
CAM_00412,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00412,Basic Materials
CAM_00413,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00413,Utilities
CAM_00414,4,1,2,0,0.0,1,2,0,1,Character,COMP_00414,Consumer Defensive
CAM_00415,4,1,2,0,0.0,1,2,0,1,Character,COMP_00415,Consumer Defensive
CAM_00416,4,1,2,0,0.0,1,2,0,1,Character,COMP_00416,Industrials
CAM_00417,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00417,Technology
CAM_00418,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00418,Energy
CAM_00419,4,1,2,0,0.0,1,2,0,1,Character,COMP_00419,Consumer Defensive
CAM_00420,4,1,2,0,0.0,1,2,0,1,Character,COMP_00420,Industrials
CAM_00421,4,1,2,0,0.0,1,2,0,1,Character,COMP_00421,Consumer Cyclical
CAM_00422,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00422,Technology
CAM_00423,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00423,Healthcare
CAM_00424,4,1,2,0,0.0,1,2,0,1,Character,COMP_00424,Consumer Defensive
CAM_00425,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00425,Technology
CAM_00426,4,1,2,0,0.0,1,2,0,1,Character,COMP_00426,Consumer Defensive
CAM_00427,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00427,Consumer Cyclical
CAM_00428,4,1,2,0,0.0,1,2,0,1,Character,COMP_00428,Industrials
CAM_00429,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00429,Healthcare
CAM_00430,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00430,Energy
CAM_00431,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00431,Financial Services
CAM_00432,4,1,2,0,0.0,1,2,0,1,Character,COMP_00432,Industrials
CAM_00433,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00433,Real Estate
CAM_00434,4,1,2,0,0.0,1,2,0,1,Character,COMP_00434,Industrials
CAM_00435,4,1,2,0,0.0,1,2,0,1,Character,COMP_00435,Basic Materials
CAM_00436,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00436,Healthcare
CAM_00437,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00437,Consumer Cyclical
CAM_00438,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00438,Real Estate
CAM_00439,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00439,Financial Services
CAM_00440,4,1,2,0,0.0,1,2,0,1,Character,COMP_00440,Consumer Defensive
CAM_00441,4,1,2,0,0.0,1,2,0,1,Character,COMP_00441,Industrials
CAM_00442,4,1,2,0,0.0,1,2,0,1,Character,COMP_00442,Consumer Cyclical
CAM_00443,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00443,Financial Services
CAM_00444,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00444,Communication Services
CAM_00445,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00445,Financial Services
CAM_00446,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00446,Financial Services
CAM_00447,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00447,Financial Services
CAM_00448,4,1,2,0,0.0,1,2,0,1,Character,COMP_00448,Consumer Defensive
CAM_00449,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00449,Consumer Cyclical
CAM_00450,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00450,Industrials
CAM_00451,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00451,Financial Services
CAM_00452,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00452,Financial Services
CAM_00453,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00453,Technology
CAM_00454,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00454,Financial Services
CAM_00455,4,1,2,0,0.0,1,2,0,1,Character,COMP_00455,Basic Materials
CAM_00456,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00456,Industrials
CAM_00457,4,1,2,0,0.0,1,2,0,1,Character,COMP_00457,Consumer Defensive
CAM_00458,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00458,Technology
CAM_00459,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00459,Communication Services
CAM_00460,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00460,Technology
CAM_00461,4,1,2,0,0.0,1,2,0,1,Character,COMP_00461,Industrials
CAM_00462,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00462,Technology
CAM_00463,4,1,1,1,0.3999999999999999,1,2,0,1,Character,COMP_00463,Consumer Defensive
CAM_00464,4,1,2,0,0.0,1,2,0,1,Character,COMP_00464,Basic Materials
CAM_00465,4,1,2,0,0.0,1,2,0,1,Character,COMP_00465,Consumer Defensive
CAM_00466,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00466,Financial Services
CAM_00467,3,1,1,1,-0.10000000000000009,0,2,0,1,Character,COMP_00467,Consumer Cyclical
CAM_00468,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00468,Consumer Cyclical
CAM_00469,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00469,Technology
CAM_00470,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00470,Industrials
CAM_00471,4,1,2,0,0.0,1,2,0,1,Character,COMP_00471,Consumer Defensive
CAM_00472,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00472,Communication Services
CAM_00473,4,1,2,0,0.0,1,2,0,1,Character,COMP_00473,Industrials
CAM_00474,4,1,2,0,0.0,1,2,0,1,Character,COMP_00474,Industrials
CAM_00475,4,1,2,0,0.0,1,2,0,1,Character,COMP_00475,Consumer Defensive
CAM_00476,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00476,Real Estate
CAM_00477,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00477,Financial Services
CAM_00478,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00478,Healthcare
CAM_00479,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00479,Financial Services
CAM_00480,4,1,2,0,0.0,1,2,0,1,Character,COMP_00480,Technology
CAM_00481,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00481,Industrials
CAM_00482,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00482,Financial Services
CAM_00483,4,1,2,0,0.0,1,2,0,1,Character,COMP_00483,Consumer Cyclical
CAM_00484,4,1,2,0,0.0,1,2,0,1,Character,COMP_00484,Industrials
CAM_00485,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00485,Industrials
CAM_00486,4,1,2,0,0.0,1,2,0,1,Character,COMP_00486,Consumer Defensive
CAM_00487,4,1,2,0,0.0,1,2,0,1,Character,COMP_00487,Basic Materials
CAM_00488,4,1,2,0,0.0,1,2,0,1,Character,COMP_00488,Industrials
CAM_00489,4,1,2,0,0.0,1,2,0,1,Character,COMP_00489,Basic Materials
CAM_00490,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00490,Basic Materials
CAM_00491,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00491,Industrials
CAM_00492,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00492,Basic Materials
CAM_00493,4,1,2,0,0.0,1,2,0,1,Character,COMP_00493,Basic Materials
CAM_00494,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00494,Energy
CAM_00495,4,1,2,0,0.0,1,2,0,1,Character,COMP_00495,Industrials
CAM_00496,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00496,Financial Services
CAM_00497,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00497,Consumer Cyclical
CAM_00498,2,1,1,0,0.5,0,1,0,1,Character,COMP_00498,Consumer Cyclical
CAM_00499,4,1,2,0,0.0,1,2,0,1,Character,COMP_00499,Communication Services
CAM_00500,4,1,2,0,0.0,1,2,0,1,Character,COMP_00500,Industrials
CAM_00501,4,1,2,0,0.0,1,2,0,1,Character,COMP_00501,Industrials
CAM_00502,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00502,Technology
CAM_00503,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00503,Real Estate
CAM_00504,4,1,2,0,0.0,1,2,0,1,Character,COMP_00504,Consumer Cyclical
CAM_00505,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00505,Communication Services
CAM_00506,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00506,Consumer Defensive
CAM_00507,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00507,Financial Services
CAM_00508,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00508,Basic Materials
CAM_00509,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00509,Real Estate
CAM_00510,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00510,Basic Materials
CAM_00511,4,1,2,0,0.0,1,2,0,1,Character,COMP_00511,Industrials
CAM_00512,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00512,Financial Services
CAM_00513,4,1,2,0,0.0,1,2,0,1,Character,COMP_00513,Industrials
CAM_00514,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00514,Basic Materials
CAM_00515,4,1,2,0,0.0,1,2,0,1,Character,COMP_00515,Consumer Defensive
CAM_00516,4,1,2,0,0.0,1,2,0,1,Character,COMP_00516,Basic Materials
CAM_00517,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00517,Industrials
CAM_00518,4,1,2,0,0.0,1,2,0,1,Character,COMP_00518,Consumer Cyclical
CAM_00519,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00519,Financial Services
CAM_00520,4,1,2,0,0.0,1,2,0,1,Character,COMP_00520,Industrials
CAM_00521,4,1,2,0,0.0,1,2,0,1,Character,COMP_00521,Consumer Cyclical
CAM_00522,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00522,Communication Services
CAM_00523,4,1,2,0,0.0,1,2,0,1,Character,COMP_00523,Consumer Cyclical
CAM_00524,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00524,Healthcare
CAM_00525,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00525,Technology
CAM_00526,4,1,2,0,0.0,1,2,0,1,Character,COMP_00526,Industrials
CAM_00527,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00527,Real Estate
CAM_00528,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00528,Technology
CAM_00529,4,1,2,0,0.0,1,2,0,1,Character,COMP_00529,Consumer Defensive
CAM_00530,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00530,Basic Materials
CAM_00531,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00531,Communication Services
CAM_00532,4,1,2,0,0.0,1,2,0,1,Character,COMP_00532,Consumer Defensive
CAM_00533,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00533,Financial Services
CAM_00534,4,1,2,0,0.0,1,2,0,1,Character,COMP_00534,Consumer Cyclical
CAM_00535,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00535,Energy
CAM_00536,4,1,2,0,0.0,1,2,0,1,Character,COMP_00536,Industrials
CAM_00537,4,1,2,0,0.0,1,2,0,1,Character,COMP_00537,Consumer Cyclical
CAM_00538,4,1,2,0,0.0,1,2,0,1,Character,COMP_00538,Consumer Cyclical
CAM_00539,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00539,Utilities
CAM_00540,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00540,Industrials
CAM_00541,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00541,Technology
CAM_00542,4,1,2,0,0.0,1,2,0,1,Character,COMP_00542,Industrials
CAM_00543,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00543,Industrials
CAM_00544,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00544,Healthcare
CAM_00545,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00545,Basic Materials
CAM_00546,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00546,Technology
CAM_00547,4,1,2,0,0.0,1,2,0,1,Character,COMP_00547,Consumer Defensive
CAM_00548,4,1,2,0,0.0,1,2,0,1,Character,COMP_00548,Industrials
CAM_00549,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00549,Financial Services
CAM_00550,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00550,Consumer Defensive
CAM_00551,4,1,2,0,0.0,1,2,0,1,Character,COMP_00551,Industrials
CAM_00552,4,1,2,0,0.0,1,2,0,1,Character,COMP_00552,Consumer Cyclical
CAM_00553,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00553,Basic Materials
CAM_00554,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00554,Technology
CAM_00555,4,1,2,0,0.0,1,2,0,1,Character,COMP_00555,Consumer Cyclical
CAM_00556,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00556,Technology
CAM_00557,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00557,Technology
CAM_00558,4,1,2,0,0.0,1,2,0,1,Character,COMP_00558,Industrials
CAM_00559,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00559,Financial Services
CAM_00560,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00560,Real Estate
CAM_00561,4,1,2,0,0.0,1,2,0,1,Character,COMP_00561,Consumer Cyclical
CAM_00562,4,1,2,0,0.0,1,2,0,1,Character,COMP_00562,Basic Materials
CAM_00563,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00563,Industrials
CAM_00564,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00564,Consumer Defensive
CAM_00565,4,1,2,0,0.0,1,2,0,1,Character,COMP_00565,Consumer Cyclical
CAM_00566,4,1,2,0,0.0,1,2,0,1,Character,COMP_00566,Consumer Cyclical
CAM_00567,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00567,Industrials
CAM_00568,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00568,Industrials
CAM_00569,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00569,Real Estate
CAM_00570,4,1,2,0,0.0,1,2,0,1,Character,COMP_00570,Industrials
CAM_00571,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00571,Industrials
CAM_00572,4,1,2,0,0.0,1,2,0,1,Character,COMP_00572,Basic Materials
CAM_00573,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00573,Industrials
CAM_00574,4,1,2,0,0.0,1,2,0,1,Character,COMP_00574,Consumer Cyclical
CAM_00575,4,1,1,1,0.3999999999999999,1,2,0,1,Character,COMP_00575,Industrials
CAM_00576,4,1,2,0,0.0,1,2,0,1,Character,COMP_00576,Basic Materials
CAM_00577,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00577,Consumer Defensive
CAM_00578,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00578,Basic Materials
CAM_00579,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00579,Real Estate
CAM_00580,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00580,Real Estate
CAM_00581,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00581,Healthcare
CAM_00582,4,1,2,0,0.0,1,2,0,1,Character,COMP_00582,Consumer Cyclical
CAM_00583,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00583,Financial Services
CAM_00584,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00584,Consumer Cyclical
CAM_00585,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00585,Technology
CAM_00586,4,1,2,0,0.0,1,2,0,1,Character,COMP_00586,Industrials
CAM_00587,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00587,Technology
CAM_00588,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00588,Consumer Cyclical
CAM_00589,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00589,Utilities
CAM_00590,4,1,2,0,0.0,1,2,0,1,Character,COMP_00590,Industrials
CAM_00591,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00591,Communication Services
CAM_00592,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00592,Utilities
CAM_00593,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00593,Healthcare
CAM_00594,4,1,2,0,0.0,1,2,0,1,Character,COMP_00594,Consumer Cyclical
CAM_00595,4,1,2,0,0.0,1,2,0,1,Character,COMP_00595,Industrials
CAM_00596,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00596,Basic Materials
CAM_00597,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00597,Consumer Cyclical
CAM_00598,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00598,Technology
CAM_00599,4,1,3,0,-1.5,1,2,0,1,Character,COMP_00599,Financial Services
CAM_00600,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00600,Healthcare
CAM_00601,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00601,Industrials
CAM_00602,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00602,Financial Services
CAM_00603,4,1,2,0,0.0,1,2,0,1,Character,COMP_00603,Industrials
CAM_00604,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00604,Industrials
CAM_00605,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00605,Consumer Defensive
CAM_00606,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00606,Basic Materials
CAM_00607,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00607,Consumer Cyclical
CAM_00608,4,1,2,0,0.0,1,2,0,1,Character,COMP_00608,Consumer Cyclical
CAM_00609,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00609,Consumer Cyclical
CAM_00610,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00610,Industrials
CAM_00611,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00611,Basic Materials
CAM_00612,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00612,Real Estate
CAM_00613,4,1,2,0,0.0,1,2,0,1,Character,COMP_00613,Industrials
CAM_00614,4,1,1,1,0.3999999999999999,1,2,0,1,Character,COMP_00614,Industrials
CAM_00615,4,1,2,0,0.0,1,2,0,1,Character,COMP_00615,Industrials
CAM_00616,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00616,Basic Materials
CAM_00617,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00617,Technology
CAM_00618,4,1,2,0,0.0,1,2,0,1,Character,COMP_00618,Industrials
CAM_00619,4,1,2,0,0.0,1,2,0,1,Character,COMP_00619,Consumer Cyclical
CAM_00620,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00620,Technology
CAM_00621,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00621,Industrials
CAM_00622,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00622,Healthcare
CAM_00623,4,1,2,0,0.0,1,2,0,1,Character,COMP_00623,Basic Materials
CAM_00624,3,1,2,0,-0.5,0,2,0,1,Character,COMP_00624,Basic Materials
CAM_00625,4,1,2,0,0.0,1,2,0,1,Character,COMP_00625,Consumer Cyclical
CAM_00626,4,1,2,0,0.0,1,2,0,1,Character,COMP_00626,Basic Materials
