company_cin,company_name,graph_risk_score,company_inactive_flag,has_active_drt_case,has_active_nclt_case,has_live_charges,live_charges_total_inr,n_directors,avg_director_stress_score,contagion_risk_score,network_degree,risk_components,computed_timestamp
L25769KA2010PLC000502,DEV INFORMATION TECHNOLOGY LIM,3.0,False,False,False,True,669638666.22,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.574698
L20256MN2010PLC000503,DEV ACCELERATOR LIMITED,3.0,False,False,False,True,709890277.06,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.580549
L23829KA2010PLC000504,DEVYANI INTERNATIONAL LIMITED,3.0,False,False,False,True,291749632.55,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.586260
L99584KA2010PLC000505,DIGICONTENT LIMITED,3.0,False,False,False,True,648385599.36,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.592114
L91969DN2010PLC000506,DHAMPUR SUGAR MILLS LIMITED,3.0,False,False,False,True,319596206.48,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.597738
L36341AN2010PLC000507,DHANLAXMI BANK LIMITED,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.603274
L92383TS2010PLC000508,DHANUKA AGRITECH LIMITED,3.0,False,False,False,True,632483036.33,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.609140
L45008DD2010PLC000509,DHARAN INFRA-EPC LIMITED,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.614716
L33090TN2010PLC000510,DHARMAJ CROP GUARD LIMITED,3.0,False,False,False,True,1115600660.19,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.620212
L23414MZ2010PLC000511,DHRUV CONSULTANCY SERVICES LIM,3.0,False,False,False,True,200979472.75,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.625741
L93587MH2010PLC000512,DHUNSERI INVESTMENTS LIMITED,3.0,False,False,False,True,679353669.25,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.631416
L68331WB2010PLC000513,DIAMOND POWER INFRASTRUCTURE L,3.0,False,False,False,True,420435701.23,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.637061
L77529CG2010PLC000514,DIAMINES & CHEMICALS LIMITED,3.0,False,False,False,True,1250423767.65,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.642634
L75935MH2010PLC000515,PRATAAP SNACKS LIMITED,3.0,False,False,False,True,404080301.28,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.648072
L77400KL2010PLC000516,DIC INDIA LIMITED,3.0,False,False,False,True,463826968.97,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.653677
L63685JH2010PLC000517,DIFFUSION ENGINEERS LIMITED,3.0,False,False,False,True,137048148.62,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.659233
L98177DD2010PLC000518,DIGIDRIVE DISTRIBUTORS LIMITED,3.0,False,False,False,True,83796610.64,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.664665
L85002MP2010PLC000519,DIGISPICE TECHNOLOGIES LIMITED,3.0,False,False,False,True,1543186723.15,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.670084
L79903OR2010PLC000520,DIGITIDE SOLUTIONS LIMITED,3.0,False,False,False,True,568174974.76,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.675528
L19777AS2010PLC000521,DIGJAM LIMITED,3.0,False,False,False,True,103836809.11,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.681003
L22648AN2010PLC000522,DISH TV INDIA LIMITED,3.0,False,False,False,True,986752849.56,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.686422
L42585GJ2010PLC000523,DIVGI TORQTRANSFER SYSTEMS LIM,3.0,False,False,False,True,248719823.5,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.691913
L96011ML2010PLC000524,DIVI'S LABORATORIES LIMITED,3.0,False,False,False,True,779982556.29,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.697404
L68123MN2010PLC000525,DIXON TECHNOLOGIES (INDIA) LIM,3.0,False,False,False,True,149559428.59,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.702951
L70487KA2010PLC000526,DJ MEDIAPRINT & LOGISTICS LIMI,3.0,False,False,False,True,664612381.62,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.708763
L95111TS2010PLC000527,DLF LIMITED,3.0,False,False,False,True,878949656.73,3,10.0,0.0,6,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.714306
L24908MN2010PLC000528,D-LINK (INDIA) LIMITED,3.0,False,False,False,True,1587924560.01,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.719819
L20322SK2010PLC000529,AVENUE SUPERMARTS LIMITED,3.0,False,False,False,True,56272442.28,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.725278
L44146TS2010PLC000530,DMCC SPECIALITY CHEMICALS LIMI,3.0,False,False,False,True,664095484.32,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.730879
L36203SK2010PLC000531,DILIGENT MEDIA CORPORATION LIM,3.0,False,False,False,True,1511539130.29,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.736367
L77430ML2010PLC000532,DODLA DAIRY LIMITED,3.0,False,False,False,True,321329752.1,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.742873
L26872TN2010PLC000533,DOLAT ALGOTECH LIMITED,3.0,False,False,False,True,683721716.23,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.748670
L81935MZ2010PLC000534,DOLLAR INDUSTRIES LIMITED,3.0,False,False,False,True,560100506.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.754255
L79766GJ2010PLC000535,DOLPHIN OFFSHORE ENTERPRISES (,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.759701
L71533SK2010PLC000536,DOMS INDUSTRIES LIMITED,3.0,False,False,False,True,244313740.5,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.765086
L92353KL2010PLC000537,DONEAR INDUSTRIES LIMITED,3.0,False,False,False,True,52435675.98,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.770546
L61312AP2010PLC000538,D. P. ABHUSHAN LIMITED,3.0,False,False,False,True,88424449.14,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.776020
L45984GA2010PLC000539,DPSC LIMITED,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.781353
L58184GA2010PLC000540,D P WIRES LIMITED,3.0,False,False,False,True,109971940.76,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.786938
L83039NL2010PLC000541,DRC SYSTEMS INDIA LIMITED,3.0,False,False,False,True,314673903.14,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.792426
L75500LD2010PLC000542,DREAMFOLKS SERVICES LIMITED,3.0,False,False,False,True,326496191.58,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.797903
L27455TN2010PLC000543,DREDGING CORPORATION OF INDIA ,3.0,False,False,False,True,1264800119.0,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.803426
L75010KL2010PLC000544,DR. REDDY'S LABORATORIES LIMIT,3.0,False,False,False,True,366134359.7,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.809012
L75024KA2010PLC000545,DCM SHRIRAM FINE CHEMICALS LIM,3.0,False,False,False,True,705110537.18,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.814523
L66773TN2010PLC000546,DYNACONS SYSTEMS & SOLUTIONS L,3.0,False,False,False,True,799906195.45,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.820437
L18465JH2010PLC000547,DHUNSERI TEA & INDUSTRIES LIMI,3.0,False,False,False,True,79226130.27,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.826278
L96092TS2010PLC000548,DUCON INFRATECHNOLOGIES LIMITE,3.0,False,False,False,True,508181359.56,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.831970
L82344GA2010PLC000549,DHUNSERI VENTURES LIMITED,3.0,False,False,False,True,575365796.59,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.837533
L87786KL2010PLC000550,DWARIKESH SUGAR INDUSTRIES LIM,3.0,False,False,False,True,420649503.21,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.842979
L84191DN2010PLC000551,DYNAMIC CABLES LIMITED,3.0,False,False,False,True,1700241849.21,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.848429
L96997MH2010PLC000552,DYNAMATIC TECHNOLOGIES LIMITED,3.0,False,False,False,True,33968008.56,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.853942
L25287TR2010PLC000553,DYNEMIC PRODUCTS LIMITED,3.0,False,False,False,True,781565629.14,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.859403
L49926OR2010PLC000554,E2E NETWORKS LIMITED,3.0,False,False,False,True,651051078.1,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.864896
L33845WB2010PLC000555,EASY TRIP PLANNERS LIMITED,3.0,False,False,False,True,679048425.47,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.870284
L19459KA2010PLC000556,GNG ELECTRONICS LIMITED,3.0,False,False,False,True,385646578.06,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.876251
L52227LD2010PLC000557,ECLERX SERVICES LIMITED,3.0,False,False,False,True,355237408.92,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.881959
L39103AS2010PLC000558,ECOS (INDIA) MOBILITY & HOSPIT,3.0,False,False,False,True,1455383196.77,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.887451
L46262TR2010PLC000559,EDELWEISS FINANCIAL SERVICES L,3.0,False,False,False,True,320018786.96,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.893054
L45590PY2010PLC000560,EFC (I) LIMITED,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.898441
L85168AR2010PLC000561,EICHER MOTORS LIMITED,3.0,False,False,False,True,568043849.9,3,10.0,0.0,6,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.904138
L53761JH2010PLC000562,EID PARRY INDIA LIMITED,3.0,False,False,False,True,141899773.87,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.909939
L71830BR2010PLC000563,ENVIRO INFRA ENGINEERS LIMITED,3.0,False,False,False,True,421334703.65,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.916596
L55366AN2010PLC000564,EURO INDIA FRESH FOODS LIMITED,3.0,False,False,False,True,23832444.57,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.922142
L97424MH2010PLC000565,EIH ASSOCIATED HOTELS LIMITED,3.0,False,False,False,True,374069166.84,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.927649
L53970GA2010PLC000566,EIH LIMITED,3.0,False,False,False,True,300287461.62,3,10.0,0.0,6,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.932954
L89822AN2010PLC000567,EIMCO ELECON (INDIA) LIMITED,3.0,False,False,False,True,813559460.39,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.938226
L40627TS2010PLC000568,EVEREST KANTO CYLINDER LIMITED,3.0,False,False,False,True,698411069.35,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.943555
L92056KA2010PLC000569,ELDECO HOUSING AND INDUSTRIES ,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,6,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.949680
L25753BR2010PLC000570,ELECON ENGINEERING COMPANY LIM,3.0,False,False,False,True,1030402243.41,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.957043
L30417CG2010PLC000571,ELECTROSTEEL CASTINGS LIMITED,3.0,False,False,False,True,294343714.6,3,10.0,0.0,6,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.962742
L79200MH2010PLC000572,ELECTROTHERM (INDIA) LIMITED,3.0,False,False,False,True,634527629.31,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.967944
L83986PY2010PLC000573,ELGI EQUIPMENTS LIMITED,3.0,False,False,False,True,139921324.58,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.972732
L86308BR2010PLC000574,ELGI RUBBER COMPANY LIMITED,3.0,False,False,False,True,158829876.21,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.978358
L76520MZ2010PLC000575,ELIN ELECTRONICS LIMITED,3.0,False,False,False,True,55247393.09,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.983693
L56741OR2010PLC000576,ELLENBARRIE INDUSTRIAL GASES L,3.0,False,False,False,True,1425721495.88,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.989167
L13308AS2010PLC000577,EMAMI LIMITED,3.0,False,False,False,True,177671925.63,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:29.994933
L70382JH2010PLC000578,EMAMI PAPER MILLS LIMITED,3.0,False,False,False,True,262438407.57,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.000135
L73335MP2010PLC000579,EMAMI REALTY LIMITED,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.005421
L65216AS2010PLC000580,EMBASSY DEVELOPMENTS LIMITED,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.012866
L63019GA2010PLC000581,EMCURE PHARMACEUTICALS LIMITED,3.0,False,False,False,True,615584057.93,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.018523
L73722GJ2010PLC000582,ELECTRONICS MART INDIA LIMITED,3.0,False,False,False,True,242975830.46,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.023884
L93574ML2010PLC000583,EMKAY GLOBAL FINANCIAL SERVICE,3.0,False,False,False,True,455039970.17,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.029189
L33182AN2010PLC000584,EMMBI INDUSTRIES LIMITED,3.0,False,False,False,True,28591388.07,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.034645
L44351TN2010PLC000585,EMMVEE PHOTOVOLTAIC POWER LIMI,3.0,False,False,False,True,1748167052.79,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.040298
L37494GJ2010PLC000586,EMS LIMITED,3.0,False,False,False,True,958025671.33,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.045816
L48415DD2010PLC000587,EMUDHRA LIMITED,3.0,False,False,False,True,945661311.48,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.051342
L42848TR2010PLC000588,ENDURANCE TECHNOLOGIES LIMITED,3.0,False,False,False,True,301790618.26,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.056781
L60552BR2010PLC000589,ENERGY DEVELOPMENT COMPANY LIM,3.0,False,False,False,True,773247766.54,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.062150
L54680MN2010PLC000590,ENGINEERS INDIA LIMITED,3.0,False,False,False,True,712403709.29,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.069612
L61688MH2010PLC000591,ENTERTAINMENT NETWORK (INDIA) ,3.0,False,False,False,True,97002983.31,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.075323
L46312MN2010PLC000592,SIEMENS ENERGY INDIA LIMITED,3.0,False,False,False,True,764516015.37,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.081045
L87962TR2010PLC000593,ENTERO HEALTHCARE SOLUTIONS LI,3.0,False,False,False,True,1315348048.1,3,10.0,0.0,5,"{""inactive_company"": 0.0, ""drt_case"": 0.0, ""nclt_case"": 0.0, ""director_stress"": 3.0, ""contagion_risk"": 0.0}",2026-03-12T13:38:30.086536
