case_id,company_id,company_cin,sector,dscr,debt_to_equity,interest_coverage,current_ratio,ebitda_margin,pat_margin,revenue_cagr,alm_short_term_gap_pct,gross_npa_pct,net_npa_pct,pcr
CAM_00267,COMP_00267,L23279TS2010PLC000267,Industrials,,,,,,,,,,,
CAM_00268,COMP_00268,L25474TR2010PLC000268,Technology,,,,,,,,,,,
CAM_00269,COMP_00269,L26464ML2010PLC000269,Consumer Defensive,,,,,,,,,,,
CAM_00270,COMP_00270,L70065MP2010PLC000270,Consumer Cyclical,,,,,,,,,,,
CAM_00271,COMP_00271,L41636GJ2010PLC000271,Communication Services,,,,,,,,,,,
CAM_00272,COMP_00272,L83517AS2010PLC000272,Consumer Defensive,,,,,,,,,,,
CAM_00273,COMP_00273,L57862KA2010PLC000273,Consumer Cyclical,,,,,,,,,,,
CAM_00274,COMP_00274,L47876GJ2010PLC000274,Industrials,,,,,,,,,,,
CAM_00275,COMP_00275,L34016MP2010PLC000275,Industrials,,,,,,,,,,,
CAM_00276,COMP_00276,L61069GJ2010PLC000276,Consumer Defensive,,,,,,,,,,,
CAM_00277,COMP_00277,L43970MN2010PLC000277,Basic Materials,,,,,,,,,,,
CAM_00278,COMP_00278,L63351TR2010PLC000278,Industrials,,,,,,,,,,,
CAM_00279,COMP_00279,L48443PY2010PLC000279,Consumer Cyclical,,,,,,,,,,,
CAM_00280,COMP_00280,L25605TR2010PLC000280,Consumer Cyclical,,,,,,,,,,,
CAM_00281,COMP_00281,L49425DD2010PLC000281,Industrials,,,,,,,,,,,
CAM_00282,COMP_00282,L91320MN2010PLC000282,Basic Materials,,,,,,,,,,,
CAM_00283,COMP_00283,L38856AP2010PLC000283,Basic Materials,,,,,,,,,,,
CAM_00284,COMP_00284,L30685TS2010PLC000284,Basic Materials,,,,,,,,,,,
CAM_00285,COMP_00285,L78033BR2010PLC000285,Healthcare,,,,,,,,,,,
CAM_00286,COMP_00286,L32290CG2010PLC000286,Financial Services,,,,,,,,142075298.21,5.4799999999999995,1.42,74.1
CAM_00287,COMP_00287,L58124ML2010PLC000287,Industrials,,,,,,,,,,,
CAM_00288,COMP_00288,L72256PY2010PLC000288,Industrials,,,,,,,,,,,
CAM_00289,COMP_00289,L95496CG2010PLC000289,Basic Materials,,,,,,,,,,,
CAM_00290,COMP_00290,L56586GJ2010PLC000290,Basic Materials,,,,,,,,,,,
CAM_00291,COMP_00291,L63152MN2010PLC000291,Basic Materials,,,,,,,,,,,
CAM_00292,COMP_00292,L57051OR2010PLC000292,Consumer Cyclical,,,,,,,,,,,
CAM_00293,COMP_00293,L79676LD2010PLC000293,Basic Materials,,,,,,,,,,,
CAM_00294,COMP_00294,L65937OR2010PLC000294,Consumer Cyclical,,,,,,,,,,,
CAM_00295,COMP_00295,L76122ML2010PLC000295,Consumer Cyclical,,,,,,,,,,,
CAM_00296,COMP_00296,L61811DN2010PLC000296,Basic Materials,,,,,,,,,,,
CAM_00297,COMP_00297,L45656LD2010PLC000297,Consumer Cyclical,,,,,,,,,,,
CAM_00298,COMP_00298,L61621LD2010PLC000298,Basic Materials,,,,,,,,,,,
CAM_00299,COMP_00299,L21595AN2010PLC000299,Communication Services,,,,,,,,,,,
CAM_00300,COMP_00300,L64196MN2010PLC000300,Communication Services,,,,,,,,,,,
CAM_00301,COMP_00301,L94210KA2010PLC000301,Industrials,,,,,,,,,,,
CAM_00302,COMP_00302,L14209SK2010PLC000302,Industrials,,,,,,,,,,,
CAM_00303,COMP_00303,L17407MP2010PLC000303,Consumer Defensive,,,,,,,,,,,
CAM_00304,COMP_00304,L68281JH2010PLC000304,Consumer Cyclical,,,,,,,,,,,
CAM_00305,COMP_00305,L35263TN2010PLC000305,Basic Materials,,,,,,,,,,,
CAM_00306,COMP_00306,L39920MP2010PLC000306,Healthcare,,,,,,,,,,,
CAM_00307,COMP_00307,L54277JH2010PLC000307,Healthcare,,,,,,,,,,,
CAM_00308,COMP_00308,L97851AS2010PLC000308,Technology,,,,,,,,,,,
CAM_00309,COMP_00309,L32603TN2010PLC000309,Basic Materials,,,,,,,,,,,
CAM_00310,COMP_00310,L12916BR2010PLC000310,Financial Services,,,,,,,,-485111165.01,3.7885714285714287,0.5557142857142857,85.3
CAM_00311,COMP_00311,L81751AS2010PLC000311,Industrials,,,,,,,,,,,
CAM_00312,COMP_00312,L72001AN2010PLC000312,Technology,,,,,,,,,,,
CAM_00313,COMP_00313,L63907MZ2010PLC000313,Financial Services,,,,,,,,-149747768.0,4.4071428571428575,0.7814285714285714,82.3
CAM_00314,COMP_00314,L67501WB2010PLC000314,Financial Services,,,,,,,,-1380457362.72,4.954285714285715,1.0685714285714285,78.4
CAM_00315,COMP_00315,L31232SK2010PLC000315,Healthcare,,,,,,,,,,,
CAM_00316,COMP_00316,L19323AP2010PLC000316,Industrials,,,,,,,,,,,
CAM_00317,COMP_00317,L78100MN2010PLC000317,Industrials,,,,,,,,,,,
CAM_00318,COMP_00318,L25686BR2010PLC000318,Industrials,,,,,,,,,,,
CAM_00319,COMP_00319,L91673AR2010PLC000319,Consumer Cyclical,,,,,,,,,,,
CAM_00320,COMP_00320,L22823GJ2010PLC000320,Industrials,,,,,,,,,,,
CAM_00321,COMP_00321,L15395SK2010PLC000321,Healthcare,,,,,,,,,,,
CAM_00322,COMP_00322,L63627AS2010PLC000322,Industrials,,,,,,,,,,,
CAM_00323,COMP_00323,L93357MZ2010PLC000323,Consumer Cyclical,,,,,,,,,,,
CAM_00324,COMP_00324,L36982JH2010PLC000324,Industrials,,,,,,,,,,,
CAM_00325,COMP_00325,L16128GA2010PLC000325,Basic Materials,,,,,,,,,,,
CAM_00326,COMP_00326,L10575BR2010PLC000326,Basic Materials,,,,,,,,,,,
CAM_00327,COMP_00327,L87224MH2010PLC000327,Basic Materials,,,,,,,,,,,
CAM_00328,COMP_00328,L36918OR2010PLC000328,Consumer Cyclical,,,,,,,,,,,
CAM_00329,COMP_00329,L10361TS2010PLC000329,Basic Materials,,,,,,,,,,,
CAM_00330,COMP_00330,L84739TN2010PLC000330,Consumer Cyclical,,,,,,,,,,,
CAM_00331,COMP_00331,L33366BR2010PLC000331,Consumer Cyclical,,,,,,,,,,,
CAM_00332,COMP_00332,L34912CG2010PLC000332,Technology,,,,,,,,,,,
CAM_00333,COMP_00333,L45557TR2010PLC000333,Consumer Cyclical,,,,,,,,,,,
CAM_00334,COMP_00334,L41721GJ2010PLC000334,Consumer Cyclical,,,,,,,,,,,
CAM_00335,COMP_00335,L42671BR2010PLC000335,Consumer Cyclical,,,,,,,,,,,
CAM_00336,COMP_00336,L46876TN2010PLC000336,Energy,,,,,,,,,,,
CAM_00337,COMP_00337,L11913OR2010PLC000337,Technology,,,,,,,,,,,
CAM_00338,COMP_00338,L39004CG2010PLC000338,Real Estate,,,,,,,,,,,
CAM_00339,COMP_00339,L48125ML2010PLC000339,Consumer Cyclical,,,,,,,,,,,
CAM_00340,COMP_00340,L40518CG2010PLC000340,Consumer Defensive,,,,,,,,,,,
CAM_00341,COMP_00341,L11905ML2010PLC000341,Industrials,,,,,,,,,,,
CAM_00342,COMP_00342,L35522AN2010PLC000342,Healthcare,,,,,,,,,,,
CAM_00343,COMP_00343,L57077AN2010PLC000343,Financial Services,,,,,,,,-166536307.85,7.701428571428571,3.257142857142857,57.7
CAM_00344,COMP_00344,L50147DD2010PLC000344,Basic Materials,,,,,,,,,,,
CAM_00345,COMP_00345,L50013KL2010PLC000345,Consumer Cyclical,,,,,,,,,,,
CAM_00346,COMP_00346,L69114MN2010PLC000346,Technology,,,,,,,,,,,
CAM_00347,COMP_00347,L51215BR2010PLC000347,Communication Services,,,,,,,,,,,
CAM_00348,COMP_00348,L30103TR2010PLC000348,Consumer Cyclical,,,,,,,,,,,
CAM_00349,COMP_00349,L46745PY2010PLC000349,Consumer Cyclical,,,,,,,,,,,
CAM_00350,COMP_00350,L88200LD2010PLC000350,Basic Materials,,,,,,,,,,,
CAM_00351,COMP_00351,L56258OR2010PLC000351,Consumer Cyclical,,,,,,,,,,,
CAM_00352,COMP_00352,L62728ML2010PLC000352,Technology,,,,,,,,,,,
CAM_00353,COMP_00353,L99748TN2010PLC000353,Basic Materials,,,,,,,,,,,
CAM_00354,COMP_00354,L46029LD2010PLC000354,Consumer Cyclical,,,,,,,,,,,
CAM_00355,COMP_00355,L83724MP2010PLC000355,Technology,,,,,,,,,,,
CAM_00356,COMP_00356,L57335BR2010PLC000356,Financial Services,,,,,,,,128535220.45,5.444285714285714,1.7442857142857144,68.0
CAM_00357,COMP_00357,L36606LD2010PLC000357,Financial Services,,,,,,,,-299719566.26,6.645714285714285,1.2228571428571429,81.6
CAM_00358,COMP_00358,L54984BR2010PLC000358,Financial Services,,,,,,,,-280675804.83,4.984285714285714,1.5614285714285714,68.7
CAM_00359,COMP_00359,L53081OR2010PLC000359,Consumer Cyclical,,,,,,,,,,,
CAM_00360,COMP_00360,L48287TR2010PLC000360,Industrials,,,,,,,,,,,
CAM_00361,COMP_00361,L43984TN2010PLC000361,Technology,,,,,,,,,,,
CAM_00362,COMP_00362,L80937DN2010PLC000362,Financial Services,,,,,,,,-130474713.43,5.605714285714286,1.5471428571428572,72.4
CAM_00363,COMP_00363,L66375KL2010PLC000363,Healthcare,,,,,,,,,,,
CAM_00364,COMP_00364,L29262ML2010PLC000364,Financial Services,,,,,,,,-143671315.89,5.865714285714286,0.75,87.2
CAM_00365,COMP_00365,L48027CG2010PLC000365,Industrials,,,,,,,,,,,
CAM_00366,COMP_00366,L39667AS2010PLC000366,Financial Services,,,,,,,,-721077777.78,4.832857142857143,1.5114285714285713,68.7
CAM_00367,COMP_00367,L62587GA2010PLC000367,Consumer Cyclical,,,,,,,,,,,
CAM_00368,COMP_00368,L24504LD2010PLC000368,Consumer Cyclical,,,,,,,,,,,
CAM_00369,COMP_00369,L46141AS2010PLC000369,Consumer Cyclical,,,,,,,,,,,
CAM_00370,COMP_00370,L82972TR2010PLC000370,Energy,,,,,,,,,,,
CAM_00371,COMP_00371,L97117LD2010PLC000371,Technology,,,,,,,,,,,
CAM_00372,COMP_00372,L53623MN2010PLC000372,Industrials,,,,,,,,,,,
CAM_00373,COMP_00373,L61411KA2010PLC000373,Consumer Cyclical,,,,,,,,,,,
CAM_00374,COMP_00374,L24642KL2010PLC000374,Consumer Defensive,,,,,,,,,,,
CAM_00375,COMP_00375,L69300BR2010PLC000375,Financial Services,,,,,,,,-134046940.11,4.997142857142856,0.8957142857142857,82.1
CAM_00376,COMP_00376,L56003CG2010PLC000376,Consumer Cyclical,,,,,,,,,,,
CAM_00377,COMP_00377,L63527DD2010PLC000377,Industrials,,,,,,,,,,,
CAM_00378,COMP_00378,L96117BR2010PLC000378,Industrials,,,,,,,,,,,
CAM_00379,COMP_00379,L54934WB2010PLC000379,Consumer Cyclical,,,,,,,,,,,
CAM_00380,COMP_00380,L85607TN2010PLC000380,Consumer Cyclical,,,,,,,,,,,
CAM_00381,COMP_00381,L47778WB2010PLC000381,Industrials,,,,,,,,,,,
CAM_00382,COMP_00382,L16000AS2010PLC000382,Consumer Cyclical,,,,,,,,,,,
CAM_00383,COMP_00383,L10582WB2010PLC000383,Basic Materials,,,,,,,,,,,
CAM_00384,COMP_00384,L81195TN2010PLC000384,Financial Services,,,,,,,,-843357610.44,3.9585714285714286,0.9857142857142858,75.1
CAM_00385,COMP_00385,L97476MZ2010PLC000385,Financial Services,,,,,,,,178492020.12,2.87,0.5042857142857143,82.4
CAM_00386,COMP_00386,L64432KL2010PLC000386,Technology,,,,,,,,,,,
CAM_00387,COMP_00387,L21273MP2010PLC000387,Basic Materials,,,,,,,,,,,
CAM_00388,COMP_00388,L31656TN2010PLC000388,Industrials,,,,,,,,,,,
CAM_00389,COMP_00389,L78139ML2010PLC000389,Industrials,,,,,,,,,,,
CAM_00390,COMP_00390,L97538SK2010PLC000390,Utilities,,,,,,,,,,,
CAM_00391,COMP_00391,L21672KL2010PLC000391,Utilities,,,,,,,,,,,
CAM_00392,COMP_00392,L41219MP2010PLC000392,Financial Services,,,,,,,,88129687.49,5.32,1.5471428571428572,70.9
CAM_00393,COMP_00393,L42489MZ2010PLC000393,Industrials,,,,,,,,,,,
CAM_00394,COMP_00394,L89893MH2010PLC000394,Consumer Cyclical,,,,,,,,,,,
CAM_00395,COMP_00395,L82053AS2010PLC000395,Basic Materials,,,,,,,,,,,
CAM_00396,COMP_00396,L38609BR2010PLC000396,Basic Materials,,,,,,,,,,,
CAM_00397,COMP_00397,L70884SK2010PLC000397,Basic Materials,,,,,,,,,,,
CAM_00398,COMP_00398,L86025GJ2010PLC000398,Basic Materials,,,,,,,,,,,
CAM_00399,COMP_00399,L10116WB2010PLC000399,Basic Materials,,,,,,,,,,,
CAM_00400,COMP_00400,L82796OR2010PLC000400,Basic Materials,,,,,,,,,,,
CAM_00401,COMP_00401,L56774TN2010PLC000401,Energy,,,,,,,,,,,
CAM_00402,COMP_00402,L10076PY2010PLC000402,Consumer Cyclical,,,,,,,,,,,
CAM_00403,COMP_00403,L29086KL2010PLC000403,Financial Services,,,,,,,,-172005062.37,8.547142857142857,2.4614285714285713,71.2
CAM_00404,COMP_00404,L57000KL2010PLC000404,Financial Services,,,,,,,,84501562.51,7.277142857142857,3.0042857142857144,58.7
CAM_00405,COMP_00405,L35147AR2010PLC000405,Financial Services,,,,,,,,-200434267.85,4.281428571428571,0.66,84.6
CAM_00406,COMP_00406,L85865WB2010PLC000406,Consumer Cyclical,,,,,,,,,,,
CAM_00407,COMP_00407,L20567OR2010PLC000407,Financial Services,,,,,,,,-278429880.48,20.22714285714286,13.207142857142857,34.7
CAM_00408,COMP_00408,L96144AS2010PLC000408,Technology,,,,,,,,,,,
CAM_00409,COMP_00409,L73967AN2010PLC000409,Communication Services,,,,,,,,,,,
CAM_00410,COMP_00410,L16044ML2010PLC000410,Communication Services,,,,,,,,,,,
CAM_00411,COMP_00411,L12315NL2010PLC000411,Healthcare,,,,,,,,,,,
CAM_00412,COMP_00412,L83145MP2010PLC000412,Basic Materials,,,,,,,,,,,
CAM_00413,COMP_00413,L25516LD2010PLC000413,Utilities,,,,,,,,,,,
CAM_00414,COMP_00414,L30706GA2010PLC000414,Consumer Defensive,,,,,,,,,,,
CAM_00415,COMP_00415,L68910KA2010PLC000415,Consumer Defensive,,,,,,,,,,,
CAM_00416,COMP_00416,L92981AP2010PLC000416,Industrials,,,,,,,,,,,
CAM_00417,COMP_00417,L36580SK2010PLC000417,Technology,,,,,,,,,,,
CAM_00418,COMP_00418,L42912PY2010PLC000418,Energy,,,,,,,,,,,
CAM_00419,COMP_00419,L12479TN2010PLC000419,Consumer Defensive,,,,,,,,,,,
CAM_00420,COMP_00420,L59232PY2010PLC000420,Industrials,,,,,,,,,,,
CAM_00421,COMP_00421,L85808AN2010PLC000421,Consumer Cyclical,,,,,,,,,,,
CAM_00422,COMP_00422,L98476AN2010PLC000422,Technology,,,,,,,,,,,
CAM_00423,COMP_00423,L41133KA2010PLC000423,Healthcare,,,,,,,,,,,
CAM_00424,COMP_00424,L16453PY2010PLC000424,Consumer Defensive,,,,,,,,,,,
CAM_00425,COMP_00425,L56718TS2010PLC000425,Technology,,,,,,,,,,,
CAM_00426,COMP_00426,L18797BR2010PLC000426,Consumer Defensive,,,,,,,,,,,
CAM_00427,COMP_00427,L39100MN2010PLC000427,Consumer Cyclical,,,,,,,,,,,
CAM_00428,COMP_00428,L16284TR2010PLC000428,Industrials,,,,,,,,,,,
CAM_00429,COMP_00429,L99002MN2010PLC000429,Healthcare,,,,,,,,,,,
CAM_00430,COMP_00430,L30667MZ2010PLC000430,Energy,,,,,,,,,,,
CAM_00431,COMP_00431,L55080ML2010PLC000431,Financial Services,,,,,,,,-266984435.49,2.8985714285714286,0.5185714285714286,82.1
CAM_00432,COMP_00432,L79662AS2010PLC000432,Industrials,,,,,,,,,,,
CAM_00433,COMP_00433,L83733AP2010PLC000433,Real Estate,,,,,,,,,,,
CAM_00434,COMP_00434,L34916MN2010PLC000434,Industrials,,,,,,,,,,,
CAM_00435,COMP_00435,L63052JH2010PLC000435,Basic Materials,,,,,,,,,,,
CAM_00436,COMP_00436,L15144MP2010PLC000436,Healthcare,,,,,,,,,,,
CAM_00437,COMP_00437,L51780MH2010PLC000437,Consumer Cyclical,,,,,,,,,,,
CAM_00438,COMP_00438,L47501SK2010PLC000438,Real Estate,,,,,,,,,,,
CAM_00439,COMP_00439,L81262LD2010PLC000439,Financial Services,,,,,,,,-161444004.03,5.362857142857143,1.3957142857142857,74.0
CAM_00440,COMP_00440,L32686NL2010PLC000440,Consumer Defensive,,,,,,,,,,,
CAM_00441,COMP_00441,L59078AN2010PLC000441,Industrials,,,,,,,,,,,
CAM_00442,COMP_00442,L73259CG2010PLC000442,Consumer Cyclical,,,,,,,,,,,
CAM_00443,COMP_00443,L24308TS2010PLC000443,Financial Services,,,,,,,,-149815731.46,6.682857142857143,2.6771428571428575,59.9
CAM_00444,COMP_00444,L71707TS2010PLC000444,Communication Services,,,,,,,,,,,
CAM_00445,COMP_00445,L84679JH2010PLC000445,Financial Services,,,,,,,,-121669472.83,7.378571428571428,1.8814285714285715,74.5
CAM_00446,COMP_00446,L54135TS2010PLC000446,Financial Services,,,,,,,,-1086202983.86,5.624285714285714,2.1314285714285712,62.1
CAM_00447,COMP_00447,L28481NL2010PLC000447,Financial Services,,,,,,,,-423454285.71,4.21,0.6271428571428571,85.1
CAM_00448,COMP_00448,L19700TS2010PLC000448,Consumer Defensive,,,,,,,,,,,
CAM_00449,COMP_00449,L79783PY2010PLC000449,Consumer Cyclical,,,,,,,,,,,
CAM_00450,COMP_00450,L80042AR2010PLC000450,Industrials,,,,,,,,,,,
CAM_00451,COMP_00451,L73121KA2010PLC000451,Financial Services,,,,,,,,110428845.07,5.348571428571428,0.8557142857142858,84.0
CAM_00452,COMP_00452,L41646KA2010PLC000452,Financial Services,,,,,,,,-237183324.6,13.198571428571428,7.984285714285714,39.5
CAM_00453,COMP_00453,L97635GJ2010PLC000453,Technology,,,,,,,,,,,
CAM_00454,COMP_00454,L62119NL2010PLC000454,Financial Services,,,,,,,,-723921471.17,8.084285714285715,3.1028571428571428,61.6
CAM_00455,COMP_00455,L38795NL2010PLC000455,Basic Materials,,,,,,,,,,,
CAM_00456,COMP_00456,L86168AP2010PLC000456,Industrials,,,,,,,,,,,
CAM_00457,COMP_00457,L97091NL2010PLC000457,Consumer Defensive,,,,,,,,,,,
CAM_00458,COMP_00458,L20064AP2010PLC000458,Technology,,,,,,,,,,,
CAM_00459,COMP_00459,L40480KA2010PLC000459,Communication Services,,,,,,,,,,,
CAM_00460,COMP_00460,L91237TN2010PLC000460,Technology,,,,,,,,,,,
CAM_00461,COMP_00461,L46594PY2010PLC000461,Industrials,,,,,,,,,,,
CAM_00462,COMP_00462,L11464WB2010PLC000462,Technology,,,,,,,,,,,
CAM_00463,COMP_00463,L84919AR2010PLC000463,Consumer Defensive,,,,,,,,,,,
CAM_00464,COMP_00464,L47560NL2010PLC000464,Basic Materials,,,,,,,,,,,
CAM_00465,COMP_00465,L94011AS2010PLC000465,Consumer Defensive,,,,,,,,,,,
CAM_00466,COMP_00466,L50295MH2010PLC000466,Financial Services,,,,,,,,126454981.9,3.738571428571429,1.0414285714285714,72.1
CAM_00467,COMP_00467,L55185MP2010PLC000467,Consumer Cyclical,,,,,,,,,,,
CAM_00468,COMP_00468,L84033LD2010PLC000468,Consumer Cyclical,,,,,,,,,,,
CAM_00469,COMP_00469,L74865AN2010PLC000469,Technology,,,,,,,,,,,
CAM_00470,COMP_00470,L24138CG2010PLC000470,Industrials,,,,,,,,,,,
CAM_00471,COMP_00471,L47642TN2010PLC000471,Consumer Defensive,,,,,,,,,,,
CAM_00472,COMP_00472,L40281BR2010PLC000472,Communication Services,,,,,,,,,,,
CAM_00473,COMP_00473,L91539AR2010PLC000473,Industrials,,,,,,,,,,,
CAM_00474,COMP_00474,L32963OR2010PLC000474,Industrials,,,,,,,,,,,
CAM_00475,COMP_00475,L76041KA2010PLC000475,Consumer Defensive,,,,,,,,,,,
CAM_00476,COMP_00476,L68797AR2010PLC000476,Real Estate,,,,,,,,,,,
CAM_00477,COMP_00477,L86103TR2010PLC000477,Financial Services,,,,,,,,122741666.67,5.364285714285714,1.2328571428571427,77.0
CAM_00478,COMP_00478,L63576OR2010PLC000478,Healthcare,,,,,,,,,,,
CAM_00479,COMP_00479,L46599AN2010PLC000479,Financial Services,,,,,,,,-988333755.51,7.305714285714286,2.3299999999999996,68.1
CAM_00480,COMP_00480,L14996ML2010PLC000480,Technology,,,,,,,,,,,
CAM_00481,COMP_00481,L35070GA2010PLC000481,Industrials,,,,,,,,,,,
CAM_00482,COMP_00482,L78905KA2010PLC000482,Financial Services,,,,,,,,-1078124916.34,6.1814285714285715,1.6371428571428572,73.5
CAM_00483,COMP_00483,L61308MH2010PLC000483,Consumer Cyclical,,,,,,,,,,,
CAM_00484,COMP_00484,L65579KL2010PLC000484,Industrials,,,,,,,,,,,
CAM_00485,COMP_00485,L67240TS2010PLC000485,Industrials,,,,,,,,,,,
CAM_00486,COMP_00486,L21116JH2010PLC000486,Consumer Defensive,,,,,,,,,,,
CAM_00487,COMP_00487,L37953TR2010PLC000487,Basic Materials,,,,,,,,,,,
CAM_00488,COMP_00488,L27291SK2010PLC000488,Industrials,,,,,,,,,,,
CAM_00489,COMP_00489,L86504NL2010PLC000489,Basic Materials,,,,,,,,,,,
CAM_00490,COMP_00490,L79640PY2010PLC000490,Basic Materials,,,,,,,,,,,
CAM_00491,COMP_00491,L75092DN2010PLC000491,Industrials,,,,,,,,,,,
CAM_00492,COMP_00492,L36385AP2010PLC000492,Basic Materials,,,,,,,,,,,
CAM_00493,COMP_00493,L63563BR2010PLC000493,Basic Materials,,,,,,,,,,,
CAM_00494,COMP_00494,L64235MZ2010PLC000494,Energy,,,,,,,,,,,
CAM_00495,COMP_00495,L91594MZ2010PLC000495,Industrials,,,,,,,,,,,
CAM_00496,COMP_00496,L12164SK2010PLC000496,Financial Services,,,,,,,,-230485196.82,7.218571428571429,2.165714285714286,70.0
CAM_00497,COMP_00497,L80888OR2010PLC000497,Consumer Cyclical,,,,,,,,,,,
CAM_00498,COMP_00498,L22862NL2010PLC000498,Consumer Cyclical,,,,,,,,,,,
CAM_00499,COMP_00499,L91400AP2010PLC000499,Communication Services,,,,,,,,,,,
CAM_00500,COMP_00500,L98708MZ2010PLC000500,Industrials,,,,,,,,,,,
CAM_00501,COMP_00501,L27050WB2010PLC000501,Industrials,,,,,,,,,,,
CAM_00502,COMP_00502,L25769KA2010PLC000502,Technology,,,,,,,,,,,
CAM_00503,COMP_00503,L20256MN2010PLC000503,Real Estate,,,,,,,,,,,
CAM_00504,COMP_00504,L23829KA2010PLC000504,Consumer Cyclical,,,,,,,,,,,
CAM_00505,COMP_00505,L99584KA2010PLC000505,Communication Services,,,,,,,,,,,
CAM_00506,COMP_00506,L91969DN2010PLC000506,Consumer Defensive,,,,,,,,,,,
CAM_00507,COMP_00507,L36341AN2010PLC000507,Financial Services,,,,,,,,141209365.08,5.651428571428572,1.4642857142857142,74.1
CAM_00508,COMP_00508,L92383TS2010PLC000508,Basic Materials,,,,,,,,,,,
CAM_00509,COMP_00509,L45008DD2010PLC000509,Real Estate,,,,,,,,,,,
CAM_00510,COMP_00510,L33090TN2010PLC000510,Basic Materials,,,,,,,,,,,
CAM_00511,COMP_00511,L23414MZ2010PLC000511,Industrials,,,,,,,,,,,
CAM_00512,COMP_00512,L93587MH2010PLC000512,Financial Services,,,,,,,,-391225887.1,5.761428571428572,1.122857142857143,80.5
CAM_00513,COMP_00513,L68331WB2010PLC000513,Industrials,,,,,,,,,,,
CAM_00514,COMP_00514,L77529CG2010PLC000514,Basic Materials,,,,,,,,,,,
CAM_00515,COMP_00515,L75935MH2010PLC000515,Consumer Defensive,,,,,,,,,,,
CAM_00516,COMP_00516,L77400KL2010PLC000516,Basic Materials,,,,,,,,,,,
CAM_00517,COMP_00517,L63685JH2010PLC000517,Industrials,,,,,,,,,,,
CAM_00518,COMP_00518,L98177DD2010PLC000518,Consumer Cyclical,,,,,,,,,,,
CAM_00519,COMP_00519,L85002MP2010PLC000519,Financial Services,,,,,,,,-218100891.57,7.177142857142857,2.77,61.4
CAM_00520,COMP_00520,L79903OR2010PLC000520,Industrials,,,,,,,,,,,
CAM_00521,COMP_00521,L19777AS2010PLC000521,Consumer Cyclical,,,,,,,,,,,
CAM_00522,COMP_00522,L22648AN2010PLC000522,Communication Services,,,,,,,,,,,
CAM_00523,COMP_00523,L42585GJ2010PLC000523,Consumer Cyclical,,,,,,,,,,,
CAM_00524,COMP_00524,L96011ML2010PLC000524,Healthcare,,,,,,,,,,,
CAM_00525,COMP_00525,L68123MN2010PLC000525,Technology,,,,,,,,,,,
CAM_00526,COMP_00526,L70487KA2010PLC000526,Industrials,,,,,,,,,,,
CAM_00527,COMP_00527,L95111TS2010PLC000527,Real Estate,,,,,,,,,,,
CAM_00528,COMP_00528,L24908MN2010PLC000528,Technology,,,,,,,,,,,
CAM_00529,COMP_00529,L20322SK2010PLC000529,Consumer Defensive,,,,,,,,,,,
CAM_00530,COMP_00530,L44146TS2010PLC000530,Basic Materials,,,,,,,,,,,
CAM_00531,COMP_00531,L36203SK2010PLC000531,Communication Services,,,,,,,,,,,
CAM_00532,COMP_00532,L77430ML2010PLC000532,Consumer Defensive,,,,,,,,,,,
CAM_00533,COMP_00533,L26872TN2010PLC000533,Financial Services,,,,,,,,-88311836.7,5.457142857142857,0.7028571428571428,87.1
CAM_00534,COMP_00534,L81935MZ2010PLC000534,Consumer Cyclical,,,,,,,,,,,
CAM_00535,COMP_00535,L79766GJ2010PLC000535,Energy,,,,,,,,,,,
CAM_00536,COMP_00536,L71533SK2010PLC000536,Industrials,,,,,,,,,,,
CAM_00537,COMP_00537,L92353KL2010PLC000537,Consumer Cyclical,,,,,,,,,,,
CAM_00538,COMP_00538,L61312AP2010PLC000538,Consumer Cyclical,,,,,,,,,,,
CAM_00539,COMP_00539,L45984GA2010PLC000539,Utilities,,,,,,,,,,,
CAM_00540,COMP_00540,L58184GA2010PLC000540,Industrials,,,,,,,,,,,
CAM_00541,COMP_00541,L83039NL2010PLC000541,Technology,,,,,,,,,,,
CAM_00542,COMP_00542,L75500LD2010PLC000542,Industrials,,,,,,,,,,,
CAM_00543,COMP_00543,L27455TN2010PLC000543,Industrials,,,,,,,,,,,
CAM_00544,COMP_00544,L75010KL2010PLC000544,Healthcare,,,,,,,,,,,
CAM_00545,COMP_00545,L75024KA2010PLC000545,Basic Materials,,,,,,,,,,,
CAM_00546,COMP_00546,L66773TN2010PLC000546,Technology,,,,,,,,,,,
CAM_00547,COMP_00547,L18465JH2010PLC000547,Consumer Defensive,,,,,,,,,,,
CAM_00548,COMP_00548,L96092TS2010PLC000548,Industrials,,,,,,,,,,,
CAM_00549,COMP_00549,L82344GA2010PLC000549,Financial Services,,,,,,,,-333880674.61,5.9957142857142856,1.1485714285714284,80.8
CAM_00550,COMP_00550,L87786KL2010PLC000550,Consumer Defensive,,,,,,,,,,,
CAM_00551,COMP_00551,L84191DN2010PLC000551,Industrials,,,,,,,,,,,
CAM_00552,COMP_00552,L96997MH2010PLC000552,Consumer Cyclical,,,,,,,,,,,
CAM_00553,COMP_00553,L25287TR2010PLC000553,Basic Materials,,,,,,,,,,,
CAM_00554,COMP_00554,L49926OR2010PLC000554,Technology,,,,,,,,,,,
CAM_00555,COMP_00555,L33845WB2010PLC000555,Consumer Cyclical,,,,,,,,,,,
CAM_00556,COMP_00556,L19459KA2010PLC000556,Technology,,,,,,,,,,,
CAM_00557,COMP_00557,L52227LD2010PLC000557,Technology,,,,,,,,,,,
