case_id,company_id,company_cin,sector,character_score,capacity_score,capital_score,collateral_score,conditions_score,composite_score,decision,character_label,capacity_label,capital_label,collateral_label,conditions_label,computed_at
CAM_00581,COMP_00581,L63019GA2010PLC000581,Healthcare,8.01,4.45,5.0,5.88,5.5,5.88,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:42.556354
CAM_00582,COMP_00582,L73722GJ2010PLC000582,Consumer Cyclical,9.55,4.68,5.0,5.95,6.5,6.51,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:42.597369
CAM_00583,COMP_00583,L93574ML2010PLC000583,Financial Services,7.9,5.19,5.0,5.91,6.2,6.14,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:42.640089
CAM_00584,COMP_00584,L33182AN2010PLC000584,Consumer Cyclical,9.55,5.18,5.0,5.99,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:42.682704
CAM_00585,COMP_00585,L44351TN2010PLC000585,Technology,9.55,5.05,5.0,5.65,6.5,6.6,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:42.727201
CAM_00586,COMP_00586,L37494GJ2010PLC000586,Industrials,9.55,5.22,5.0,5.81,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:42.783916
CAM_00587,COMP_00587,L48415DD2010PLC000587,Technology,9.55,5.08,5.0,5.81,6.5,6.62,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:42.830717
CAM_00588,COMP_00588,L42848TR2010PLC000588,Consumer Cyclical,8.48,5.09,5.0,5.94,6.5,6.32,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:42.874481
CAM_00589,COMP_00589,L60552BR2010PLC000589,Utilities,9.55,5.15,5.0,5.85,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:42.918572
CAM_00590,COMP_00590,L54680MN2010PLC000590,Industrials,8.03,5.24,5.0,5.86,6.5,6.22,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:42.963967
CAM_00591,COMP_00591,L61688MH2010PLC000591,Communication Services,9.55,5.27,5.0,5.98,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.009225
CAM_00592,COMP_00592,L46312MN2010PLC000592,Utilities,9.55,4.23,5.0,5.85,5.5,6.27,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.053002
CAM_00593,COMP_00593,L87962TR2010PLC000593,Healthcare,8.42,4.59,5.0,5.74,6.5,6.13,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.096315
CAM_00594,COMP_00594,L13108SK2010PLC000594,Consumer Cyclical,9.55,5.17,5.0,5.97,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.138870
CAM_00595,COMP_00595,L52551TR2010PLC000595,Industrials,9.55,4.42,5.0,5.85,6.5,6.43,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.182175
CAM_00596,COMP_00596,L31922BR2010PLC000596,Basic Materials,9.55,5.28,5.0,5.84,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.226454
CAM_00597,COMP_00597,L33836KL2010PLC000597,Consumer Cyclical,9.55,4.87,5.0,5.93,6.5,6.57,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.270027
CAM_00598,COMP_00598,L47066TS2010PLC000598,Technology,7.58,4.6,5.0,5.95,5.5,5.8,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.315478
CAM_00599,COMP_00599,L54426AR2010PLC000599,Financial Services,9.55,5.15,5.0,5.74,6.5,6.63,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.357855
CAM_00600,COMP_00600,L76729MN2010PLC000600,Healthcare,8.02,5.27,5.0,5.69,6.5,6.21,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.400114
CAM_00601,COMP_00601,L41269MZ2010PLC000601,Industrials,9.55,5.01,5.0,5.93,6.5,6.61,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.442652
CAM_00602,COMP_00602,L44334MN2010PLC000602,Financial Services,9.55,4.69,5.0,5.88,6.5,6.51,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.485454
CAM_00603,COMP_00603,L18773GJ2010PLC000603,Industrials,7.58,5.06,5.0,5.95,5.5,5.94,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.527712
CAM_00604,COMP_00604,L11368AR2010PLC000604,Industrials,9.55,4.57,5.0,5.85,5.5,6.37,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.570743
CAM_00605,COMP_00605,L82609TR2010PLC000605,Consumer Defensive,9.55,5.18,5.0,5.98,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.615371
CAM_00606,COMP_00606,L58850SK2010PLC000606,Basic Materials,9.55,4.27,5.0,5.72,6.5,6.37,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.655977
CAM_00607,COMP_00607,L11689DD2010PLC000607,Consumer Cyclical,7.92,5.0,5.0,5.94,6.5,6.12,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.694955
CAM_00608,COMP_00608,L56857AP2010PLC000608,Consumer Cyclical,9.55,5.29,5.0,5.91,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.742720
CAM_00609,COMP_00609,L38758TR2010PLC000609,Consumer Cyclical,9.55,5.16,5.0,5.92,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.782133
CAM_00610,COMP_00610,L81803LD2010PLC000610,Industrials,9.55,5.1,5.0,5.99,6.5,6.64,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.824178
CAM_00611,COMP_00611,L74781OR2010PLC000611,Basic Materials,9.55,5.29,5.0,5.89,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.874586
CAM_00612,COMP_00612,L62998DD2010PLC000612,Real Estate,9.55,4.92,5.0,5.65,6.5,6.56,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.918808
CAM_00613,COMP_00613,L67812OR2010PLC000613,Industrials,7.61,5.26,5.0,5.98,6.5,6.11,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:43.961063
CAM_00614,COMP_00614,L50164AN2010PLC000614,Industrials,9.55,4.7,5.0,5.99,6.5,6.52,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.003137
CAM_00615,COMP_00615,L11444MP2010PLC000615,Industrials,8.05,4.98,5.0,5.93,5.5,6.05,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.047526
CAM_00616,COMP_00616,L45157PY2010PLC000616,Basic Materials,7.58,4.99,5.0,5.95,6.5,6.02,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.091008
CAM_00617,COMP_00617,L76015WB2010PLC000617,Technology,9.55,4.9,5.0,5.94,6.5,6.58,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.131919
CAM_00618,COMP_00618,L59291AR2010PLC000618,Industrials,9.55,4.33,5.0,5.98,6.5,6.41,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.171969
CAM_00619,COMP_00619,L88384KA2010PLC000619,Consumer Cyclical,9.55,5.23,5.0,5.95,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.215713
CAM_00620,COMP_00620,L38265WB2010PLC000620,Technology,9.55,4.59,5.0,5.96,6.5,6.49,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.259512
CAM_00621,COMP_00621,L42774ML2010PLC000621,Industrials,9.55,4.8,5.0,5.9,6.5,6.54,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.301728
CAM_00622,COMP_00622,L79192MZ2010PLC000622,Healthcare,7.66,4.67,5.0,5.91,6.5,5.94,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.347293
CAM_00623,COMP_00623,L74040KA2010PLC000623,Basic Materials,8.19,4.82,5.0,5.9,4.7,5.96,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Adverse,2026-03-12T15:06:44.390296
CAM_00624,COMP_00624,L84738AN2010PLC000624,Basic Materials,8.99,5.12,5.0,5.98,6.5,6.48,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.429224
CAM_00625,COMP_00625,L81087MN2010PLC000625,Consumer Cyclical,9.55,4.57,5.0,5.86,5.5,6.37,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.471917
CAM_00626,COMP_00626,L83299AR2010PLC000626,Basic Materials,9.55,5.22,5.0,5.95,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.514010
CAM_00627,COMP_00627,L77282WB2010PLC000627,Technology,9.55,4.24,5.0,5.82,6.5,6.37,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.558581
CAM_00628,COMP_00628,L21033AR2010PLC000628,Healthcare,8.07,4.8,5.0,5.84,6.5,6.09,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.600354
CAM_00629,COMP_00629,L62460DN2010PLC000629,Financial Services,9.55,4.45,5.0,5.94,6.5,6.44,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.645479
CAM_00630,COMP_00630,L53643ML2010PLC000630,Financial Services,9.55,5.09,5.0,5.66,6.5,6.61,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.687596
CAM_00631,COMP_00631,L74594SK2010PLC000631,Consumer Cyclical,9.55,5.01,5.0,5.94,6.5,6.61,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.740533
CAM_00632,COMP_00632,L20147ML2010PLC000632,Consumer Cyclical,9.55,5.24,5.0,5.87,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.784392
CAM_00633,COMP_00633,L48097DN2010PLC000633,Consumer Cyclical,9.55,4.77,5.0,5.98,6.5,6.54,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.827989
CAM_00634,COMP_00634,L29089KL2010PLC000634,Consumer Cyclical,9.55,5.08,5.0,5.86,6.5,6.63,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.862274
CAM_00635,COMP_00635,L12857CG2010PLC000635,Consumer Cyclical,9.55,5.27,5.0,5.98,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.891135
CAM_00636,COMP_00636,L50350TS2010PLC000636,Consumer Cyclical,9.55,4.41,5.0,5.98,5.5,6.34,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.931063
CAM_00637,COMP_00637,L51224GJ2010PLC000637,Industrials,9.06,5.26,5.0,5.94,6.5,6.54,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.953972
CAM_00638,COMP_00638,L70379MN2010PLC000638,Basic Materials,9.55,5.04,5.0,5.94,6.5,6.62,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.977316
CAM_00639,COMP_00639,L49236NL2010PLC000639,Financial Services,7.57,5.37,5.0,5.91,6.5,6.12,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:44.999749
CAM_00640,COMP_00640,L13982ML2010PLC000640,Financial Services,7.59,5.44,5.0,5.79,6.5,6.14,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.024350
CAM_00641,COMP_00641,L65361KL2010PLC000641,Industrials,9.55,4.8,5.0,5.97,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.048572
CAM_00642,COMP_00642,L82099TN2010PLC000642,Consumer Cyclical,9.55,5.21,5.0,5.93,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.071018
CAM_00643,COMP_00643,L30847TR2010PLC000643,Healthcare,7.95,5.13,5.0,5.88,6.2,6.13,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.093787
CAM_00644,COMP_00644,L46294AP2010PLC000644,Financial Services,9.55,4.88,5.0,5.72,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.116690
CAM_00645,COMP_00645,L34281MN2010PLC000645,Industrials,8.33,5.14,5.0,5.86,6.5,6.28,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.140219
CAM_00646,COMP_00646,L40765AN2010PLC000646,Consumer Cyclical,9.55,5.09,5.0,5.94,6.5,6.64,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.162901
CAM_00647,COMP_00647,L51840GA2010PLC000647,Consumer Cyclical,9.55,5.25,5.0,5.97,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.185331
CAM_00648,COMP_00648,L43366WB2010PLC000648,Basic Materials,9.55,4.81,5.0,5.95,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.208372
CAM_00649,COMP_00649,L46941KL2010PLC000649,Consumer Cyclical,9.55,5.22,5.0,5.93,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.231337
CAM_00650,COMP_00650,L72639ML2010PLC000650,Real Estate,9.55,4.58,5.0,5.92,6.5,6.48,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.253625
CAM_00651,COMP_00651,L28448GJ2010PLC000651,Consumer Cyclical,7.99,4.77,5.0,5.95,4.7,5.89,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Adverse,2026-03-12T15:06:45.276224
CAM_00652,COMP_00652,L28656MP2010PLC000652,Consumer Defensive,9.55,5.23,5.0,5.94,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.298579
CAM_00653,COMP_00653,L87474JH2010PLC000653,Consumer Cyclical,9.55,5.0,5.0,5.94,6.5,6.61,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.322646
CAM_00654,COMP_00654,L60454AN2010PLC000654,Healthcare,7.61,4.55,5.0,5.81,6.5,5.88,REFER TO SENIOR CREDIT COMMITTEE,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.345446
CAM_00655,COMP_00655,L50521SK2010PLC000655,Basic Materials,9.55,4.86,5.0,5.99,6.5,6.57,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.368231
CAM_00656,COMP_00656,L88646AN2010PLC000656,Technology,9.55,5.01,5.0,5.95,6.5,6.61,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.391611
CAM_00657,COMP_00657,L14128PY2010PLC000657,Technology,9.55,4.83,5.0,5.69,6.5,6.53,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.414418
CAM_00658,COMP_00658,L67519CG2010PLC000658,Financial Services,8.47,5.38,5.0,5.65,6.5,6.37,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.437117
CAM_00659,COMP_00659,L77107WB2010PLC000659,Consumer Cyclical,8.25,4.87,5.0,5.94,6.5,6.18,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.461627
CAM_00660,COMP_00660,L81933MN2010PLC000660,Consumer Defensive,7.85,5.25,5.0,5.93,6.5,6.17,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.484819
CAM_00661,COMP_00661,L85173AN2010PLC000661,Utilities,8.0,5.25,5.0,5.68,6.5,6.19,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.508876
CAM_00662,COMP_00662,L60111AN2010PLC000662,Industrials,8.92,5.27,5.0,5.93,6.5,6.5,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.531580
CAM_00663,COMP_00663,L86090LD2010PLC000663,Basic Materials,9.55,4.8,5.0,5.94,5.5,6.45,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.554272
CAM_00664,COMP_00664,L42669AS2010PLC000664,Basic Materials,7.64,5.28,5.0,5.91,6.5,6.12,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.576588
CAM_00665,COMP_00665,L10578TR2010PLC000665,Energy,9.55,5.11,5.0,5.68,6.5,6.62,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.599332
CAM_00666,COMP_00666,L12900AN2010PLC000666,Industrials,9.55,4.81,5.0,5.96,6.5,6.55,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.625399
CAM_00667,COMP_00667,L72527TS2010PLC000667,Consumer Cyclical,9.55,4.78,5.0,5.9,6.5,6.54,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.650528
CAM_00668,COMP_00668,L37383MH2010PLC000668,Basic Materials,9.55,5.24,5.0,5.84,6.5,6.67,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.674414
CAM_00669,COMP_00669,L33933MZ2010PLC000669,Consumer Defensive,9.55,5.07,5.0,5.92,6.5,6.63,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.700550
CAM_00670,COMP_00670,L97082MP2010PLC000670,Real Estate,9.55,5.19,5.0,5.79,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.728866
CAM_00671,COMP_00671,L54655AP2010PLC000671,Industrials,7.59,4.98,5.0,5.92,6.5,6.01,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.755909
CAM_00672,COMP_00672,L95973WB2010PLC000672,Consumer Defensive,9.55,5.25,5.0,5.96,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.781971
CAM_00673,COMP_00673,L66132AR2010PLC000673,Consumer Cyclical,9.55,4.63,5.0,5.9,6.5,6.49,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.807448
CAM_00674,COMP_00674,L82487AP2010PLC000674,Industrials,9.55,5.26,5.0,5.99,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.830657
CAM_00675,COMP_00675,L13571TR2010PLC000675,Financial Services,9.55,4.64,5.0,5.89,5.5,6.4,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.855240
CAM_00676,COMP_00676,L63856AP2010PLC000676,Financial Services,9.55,5.23,5.0,5.74,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.878850
CAM_00677,COMP_00677,L74858AP2010PLC000677,Industrials,8.16,5.28,5.0,5.81,6.5,6.26,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.902421
CAM_00678,COMP_00678,L26813MZ2010PLC000678,Healthcare,8.51,4.66,5.0,5.88,6.5,6.19,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.926643
CAM_00679,COMP_00679,L89650AS2010PLC000679,Industrials,9.55,5.22,5.0,5.94,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.963981
CAM_00680,COMP_00680,L41862DD2010PLC000680,Financial Services,9.55,5.23,5.0,5.65,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:45.987846
CAM_00681,COMP_00681,L34934SK2010PLC000681,Real Estate,9.55,4.31,5.0,5.79,6.5,6.39,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.010753
CAM_00682,COMP_00682,L29171KL2010PLC000682,Industrials,8.03,4.81,5.0,5.98,6.5,6.1,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.034927
CAM_00683,COMP_00683,L45231KL2010PLC000683,Basic Materials,9.55,4.43,5.0,5.94,6.5,6.44,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.057861
CAM_00684,COMP_00684,L24184DD2010PLC000684,Industrials,9.55,4.58,5.0,5.88,6.5,6.48,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.080539
CAM_00685,COMP_00685,L92952BR2010PLC000685,Technology,9.55,5.19,5.0,5.78,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.103915
CAM_00686,COMP_00686,L72159ML2010PLC000686,Basic Materials,8.52,4.57,5.0,5.87,5.5,6.06,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.130603
CAM_00687,COMP_00687,L94204PY2010PLC000687,Industrials,9.55,4.71,5.0,5.8,6.5,6.51,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.155882
CAM_00688,COMP_00688,L70258TN2010PLC000688,Financial Services,9.55,4.78,5.0,5.76,6.5,6.53,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.179540
CAM_00689,COMP_00689,L46144BR2010PLC000689,Industrials,9.55,5.25,5.0,5.98,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.203331
CAM_00690,COMP_00690,L25092TS2010PLC000690,Financial Services,9.55,5.27,5.0,5.9,6.5,6.69,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.225990
CAM_00691,COMP_00691,L32892DN2010PLC000691,Basic Materials,9.55,4.85,5.0,5.85,6.5,6.56,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.248550
CAM_00692,COMP_00692,L25313AS2010PLC000692,Consumer Cyclical,9.55,5.27,5.0,5.87,6.5,6.68,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.270830
CAM_00693,COMP_00693,L34937TR2010PLC000693,Financial Services,9.55,5.35,5.0,5.94,6.5,6.71,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.292891
CAM_00694,COMP_00694,L82732AR2010PLC000694,Industrials,9.55,5.28,5.0,5.97,6.5,6.7,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.314634
CAM_00695,COMP_00695,L75177AR2010PLC000695,Financial Services,9.55,4.93,5.0,5.74,6.5,6.57,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.340053
CAM_00696,COMP_00696,L55148KA2010PLC000696,Consumer Defensive,9.55,5.16,5.0,5.98,6.5,6.66,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.362664
CAM_00697,COMP_00697,L68878AN2010PLC000697,Consumer Defensive,9.55,4.84,5.0,5.96,6.5,6.56,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.385629
CAM_00698,COMP_00698,L31439CG2010PLC000698,Consumer Cyclical,9.55,5.11,5.0,5.99,6.5,6.65,APPROVE WITH CONDITIONS,Low Risk,Stressed,Moderate,Insufficient,Neutral,2026-03-12T15:06:46.408214
