case_id,company_id,company_cin,sector,anomaly_score_raw,anomaly_score_normalized,isolation_forest_label,anomaly_classification,feature_percentile_ranks,n_sector_peers,model_n_estimators,processed_timestamp
CAM_01555,COMP_01555,L69635OR2010PLC001555,Basic Materials,-0.454188,0.8647,normal,normal,"{""dscr"": 35.9, ""debt_to_equity"": 55.7, ""interest_coverage"": 42.7, ""ebitda_margin"": 11.9, ""pat_margin"": 18.1}",370,200,2026-03-12T13:20:09.062081
CAM_01563,COMP_01563,L25126TN2010PLC001563,Basic Materials,-0.443252,0.9057,normal,normal,"{""dscr"": 64.9, ""debt_to_equity"": 20.0, ""interest_coverage"": 66.8, ""ebitda_margin"": 19.5, ""pat_margin"": 31.9}",370,200,2026-03-12T13:20:09.062289
CAM_01582,COMP_01582,L58154GJ2010PLC001582,Basic Materials,-0.429643,0.9568,normal,normal,"{""dscr"": 41.1, ""debt_to_equity"": 51.4, ""interest_coverage"": 39.5, ""ebitda_margin"": 22.4, ""pat_margin"": 25.9}",370,200,2026-03-12T13:20:09.062465
CAM_01585,COMP_01585,L25781PY2010PLC001585,Basic Materials,-0.448626,0.8856,normal,normal,"{""dscr"": 68.1, ""debt_to_equity"": 68.6, ""interest_coverage"": 74.6, ""ebitda_margin"": 65.1, ""pat_margin"": 70.8}",370,200,2026-03-12T13:20:09.062682
CAM_01587,COMP_01587,L56310GA2010PLC001587,Basic Materials,-0.658737,0.0979,outlier,extreme_outlier,"{""dscr"": 98.9, ""debt_to_equity"": 4.3, ""interest_coverage"": 98.1, ""ebitda_margin"": 77.8, ""pat_margin"": 99.5}",370,200,2026-03-12T13:20:09.062892
CAM_01591,COMP_01591,L62810AR2010PLC001591,Basic Materials,-0.460075,0.8427,normal,normal,"{""dscr"": 32.7, ""debt_to_equity"": 74.1, ""interest_coverage"": 28.6, ""ebitda_margin"": 93.2, ""pat_margin"": 74.3}",370,200,2026-03-12T13:20:09.063072
CAM_01593,COMP_01593,L16728GA2010PLC001593,Basic Materials,-0.444177,0.9023,normal,normal,"{""dscr"": 17.6, ""debt_to_equity"": 77.0, ""interest_coverage"": 46.2, ""ebitda_margin"": 57.8, ""pat_margin"": 56.2}",370,200,2026-03-12T13:20:09.063243
CAM_01594,COMP_01594,L43114AN2010PLC001594,Basic Materials,-0.478749,0.7727,normal,normal,"{""dscr"": 13.2, ""debt_to_equity"": 97.6, ""interest_coverage"": 24.6, ""ebitda_margin"": 89.5, ""pat_margin"": 68.9}",370,200,2026-03-12T13:20:09.063414
CAM_01595,COMP_01595,L48752TS2010PLC001595,Basic Materials,-0.443798,0.9037,normal,normal,"{""dscr"": 71.1, ""debt_to_equity"": 48.6, ""interest_coverage"": 82.4, ""ebitda_margin"": 73.5, ""pat_margin"": 84.1}",370,200,2026-03-12T13:20:09.063604
CAM_01603,COMP_01603,L27939AN2010PLC001603,Basic Materials,-0.482919,0.757,normal,normal,"{""dscr"": 82.4, ""debt_to_equity"": 26.2, ""interest_coverage"": 88.4, ""ebitda_margin"": 80.5, ""pat_margin"": 93.0}",370,200,2026-03-12T13:20:09.063793
CAM_01604,COMP_01604,L29477MP2010PLC001604,Basic Materials,-0.68151,0.0125,outlier,extreme_outlier,"{""dscr"": 99.7, ""debt_to_equity"": 2.2, ""interest_coverage"": 98.9, ""ebitda_margin"": 62.2, ""pat_margin"": 85.7}",370,200,2026-03-12T13:20:09.063969
CAM_01611,COMP_01611,L94882MN2010PLC001611,Basic Materials,-0.433878,0.9409,normal,normal,"{""dscr"": 24.9, ""debt_to_equity"": 63.2, ""interest_coverage"": 13.0, ""ebitda_margin"": 31.9, ""pat_margin"": 20.3}",370,200,2026-03-12T13:20:09.064160
CAM_01631,COMP_01631,L51421DN2010PLC001631,Basic Materials,-0.491889,0.7234,normal,normal,"{""dscr"": 26.2, ""debt_to_equity"": 28.6, ""interest_coverage"": 13.2, ""ebitda_margin"": 8.9, ""pat_margin"": 3.8}",370,200,2026-03-12T13:20:09.064341
CAM_01634,COMP_01634,L79324MZ2010PLC001634,Basic Materials,-0.462696,0.8328,normal,normal,"{""dscr"": 4.3, ""debt_to_equity"": 69.5, ""interest_coverage"": 4.6, ""ebitda_margin"": 32.4, ""pat_margin"": 13.5}",370,200,2026-03-12T13:20:09.064543
CAM_01654,COMP_01654,L65121MH2010PLC001654,Basic Materials,-0.470671,0.8029,normal,normal,"{""dscr"": 76.5, ""debt_to_equity"": 29.2, ""interest_coverage"": 62.2, ""ebitda_margin"": 4.3, ""pat_margin"": 13.8}",370,200,2026-03-12T13:20:09.064905
CAM_01659,COMP_01659,L68177AP2010PLC001659,Basic Materials,-0.532494,0.5712,outlier,anomalous,"{""dscr"": 27.8, ""debt_to_equity"": 94.6, ""interest_coverage"": 32.4, ""ebitda_margin"": 98.9, ""pat_margin"": 92.4}",370,200,2026-03-12T13:20:09.065229
CAM_01672,COMP_01672,L70911BR2010PLC001672,Basic Materials,-0.498092,0.7001,normal,normal,"{""dscr"": 3.0, ""debt_to_equity"": 88.9, ""interest_coverage"": 1.1, ""ebitda_margin"": 34.1, ""pat_margin"": 3.0}",370,200,2026-03-12T13:20:09.065448
CAM_01676,COMP_01676,L18075JH2010PLC001676,Basic Materials,-0.457497,0.8523,normal,normal,"{""dscr"": 22.2, ""debt_to_equity"": 90.5, ""interest_coverage"": 21.1, ""ebitda_margin"": 26.8, ""pat_margin"": 21.1}",370,200,2026-03-12T13:20:09.065706
CAM_01677,COMP_01677,L83172NL2010PLC001677,Basic Materials,-0.444956,0.8993,normal,normal,"{""dscr"": 15.4, ""debt_to_equity"": 88.4, ""interest_coverage"": 30.3, ""ebitda_margin"": 55.7, ""pat_margin"": 46.8}",370,200,2026-03-12T13:20:09.065918
CAM_01689,COMP_01689,L70193AP2010PLC001689,Basic Materials,-0.556071,0.4828,outlier,anomalous,"{""dscr"": 97.0, ""debt_to_equity"": 3.2, ""interest_coverage"": 92.2, ""ebitda_margin"": 23.8, ""pat_margin"": 45.9}",370,200,2026-03-12T13:20:09.066116
CAM_01691,COMP_01691,L88489ML2010PLC001691,Basic Materials,-0.445631,0.8968,normal,normal,"{""dscr"": 65.1, ""debt_to_equity"": 57.3, ""interest_coverage"": 69.5, ""ebitda_margin"": 83.0, ""pat_margin"": 85.1}",370,200,2026-03-12T13:20:09.066314
CAM_01692,COMP_01692,L84024AP2010PLC001692,Basic Materials,-0.492052,0.7228,normal,normal,"{""dscr"": 8.4, ""debt_to_equity"": 99.7, ""interest_coverage"": 32.7, ""ebitda_margin"": 81.4, ""pat_margin"": 65.7}",370,200,2026-03-12T13:20:09.066610
CAM_01695,COMP_01695,L94513MH2010PLC001695,Basic Materials,-0.471566,0.7996,normal,normal,"{""dscr"": 52.7, ""debt_to_equity"": 51.6, ""interest_coverage"": 53.8, ""ebitda_margin"": 94.1, ""pat_margin"": 91.9}",370,200,2026-03-12T13:20:09.066850
CAM_01701,COMP_01701,L42743AS2010PLC001701,Basic Materials,-0.445623,0.8968,normal,normal,"{""dscr"": 60.8, ""debt_to_equity"": 24.6, ""interest_coverage"": 34.9, ""ebitda_margin"": 18.9, ""pat_margin"": 22.2}",370,200,2026-03-12T13:20:09.067044
CAM_01703,COMP_01703,L59307OR2010PLC001703,Basic Materials,-0.436494,0.9311,normal,normal,"{""dscr"": 69.2, ""debt_to_equity"": 54.3, ""interest_coverage"": 67.8, ""ebitda_margin"": 29.7, ""pat_margin"": 41.9}",370,200,2026-03-12T13:20:09.067228
CAM_01706,COMP_01706,L34435KL2010PLC001706,Basic Materials,-0.480875,0.7647,normal,normal,"{""dscr"": 38.6, ""debt_to_equity"": 80.3, ""interest_coverage"": 48.6, ""ebitda_margin"": 95.9, ""pat_margin"": 93.5}",370,200,2026-03-12T13:20:09.067411
CAM_01709,COMP_01709,L81231AP2010PLC001709,Basic Materials,-0.46798,0.813,normal,normal,"{""dscr"": 89.7, ""debt_to_equity"": 24.9, ""interest_coverage"": 85.1, ""ebitda_margin"": 32.7, ""pat_margin"": 52.4}",370,200,2026-03-12T13:20:09.067630
CAM_01714,COMP_01714,L42061AR2010PLC001714,Basic Materials,-0.492272,0.722,normal,normal,"{""dscr"": 17.8, ""debt_to_equity"": 79.2, ""interest_coverage"": 25.9, ""ebitda_margin"": 6.5, ""pat_margin"": 8.4}",370,200,2026-03-12T13:20:09.067828
CAM_01716,COMP_01716,L63241MZ2010PLC001716,Basic Materials,-0.47579,0.7837,normal,normal,"{""dscr"": 4.9, ""debt_to_equity"": 93.5, ""interest_coverage"": 3.5, ""ebitda_margin"": 40.3, ""pat_margin"": 15.9}",370,200,2026-03-12T13:20:09.068018
CAM_01718,COMP_01718,L55422AR2010PLC001718,Basic Materials,-0.537102,0.5539,outlier,anomalous,"{""dscr"": 87.8, ""debt_to_equity"": 31.9, ""interest_coverage"": 96.2, ""ebitda_margin"": 70.3, ""pat_margin"": 89.2}",370,200,2026-03-12T13:20:09.068201
CAM_01722,COMP_01722,L92043AR2010PLC001722,Basic Materials,-0.431154,0.9511,normal,normal,"{""dscr"": 19.7, ""debt_to_equity"": 52.7, ""interest_coverage"": 21.9, ""ebitda_margin"": 31.6, ""pat_margin"": 26.5}",370,200,2026-03-12T13:20:09.068445
CAM_01725,COMP_01725,L52268AS2010PLC001725,Basic Materials,-0.435106,0.9363,normal,normal,"{""dscr"": 33.0, ""debt_to_equity"": 49.5, ""interest_coverage"": 23.5, ""ebitda_margin"": 65.7, ""pat_margin"": 49.7}",370,200,2026-03-12T13:20:09.068682
CAM_01731,COMP_01731,L91893MH2010PLC001731,Basic Materials,-0.45716,0.8536,normal,normal,"{""dscr"": 58.9, ""debt_to_equity"": 32.7, ""interest_coverage"": 28.4, ""ebitda_margin"": 10.0, ""pat_margin"": 11.6}",370,200,2026-03-12T13:20:09.068878
CAM_01733,COMP_01733,L44965SK2010PLC001733,Basic Materials,-0.442747,0.9076,normal,normal,"{""dscr"": 54.9, ""debt_to_equity"": 72.2, ""interest_coverage"": 58.4, ""ebitda_margin"": 84.1, ""pat_margin"": 80.5}",370,200,2026-03-12T13:20:09.069060
CAM_01746,COMP_01746,L34991GA2010PLC001746,Basic Materials,-0.44386,0.9035,normal,normal,"{""dscr"": 34.3, ""debt_to_equity"": 61.6, ""interest_coverage"": 39.7, ""ebitda_margin"": 19.7, ""pat_margin"": 23.2}",370,200,2026-03-12T13:20:09.069240
CAM_01759,COMP_01759,L56132MZ2010PLC001759,Basic Materials,-0.421195,0.9884,normal,normal,"{""dscr"": 68.9, ""debt_to_equity"": 40.0, ""interest_coverage"": 61.1, ""ebitda_margin"": 51.9, ""pat_margin"": 58.1}",370,200,2026-03-12T13:20:09.069424
CAM_01763,COMP_01763,L95648TR2010PLC001763,Basic Materials,-0.511434,0.6501,normal,normal,"{""dscr"": 70.8, ""debt_to_equity"": 36.8, ""interest_coverage"": 73.5, ""ebitda_margin"": 92.7, ""pat_margin"": 100.0}",370,200,2026-03-12T13:20:09.069645
CAM_01770,COMP_01770,L81686JH2010PLC001770,Basic Materials,-0.444219,0.9021,normal,normal,"{""dscr"": 37.8, ""debt_to_equity"": 53.2, ""interest_coverage"": 41.1, ""ebitda_margin"": 83.8, ""pat_margin"": 71.4}",370,200,2026-03-12T13:20:09.069841
CAM_01771,COMP_01771,L54874JH2010PLC001771,Basic Materials,-0.443811,0.9036,normal,normal,"{""dscr"": 80.0, ""debt_to_equity"": 43.8, ""interest_coverage"": 74.9, ""ebitda_margin"": 77.3, ""pat_margin"": 83.8}",370,200,2026-03-12T13:20:09.070023
CAM_01772,COMP_01772,L25551TR2010PLC001772,Basic Materials,-0.452499,0.8711,normal,normal,"{""dscr"": 56.5, ""debt_to_equity"": 76.8, ""interest_coverage"": 54.1, ""ebitda_margin"": 68.4, ""pat_margin"": 64.9}",370,200,2026-03-12T13:20:09.070200
CAM_01775,COMP_01775,L23479CG2010PLC001775,Basic Materials,-0.426324,0.9692,normal,normal,"{""dscr"": 38.4, ""debt_to_equity"": 51.9, ""interest_coverage"": 37.6, ""ebitda_margin"": 28.6, ""pat_margin"": 29.5}",370,200,2026-03-12T13:20:09.070375
CAM_01780,COMP_01780,L54589TN2010PLC001780,Basic Materials,-0.464973,0.8243,normal,normal,"{""dscr"": 30.8, ""debt_to_equity"": 93.2, ""interest_coverage"": 27.8, ""ebitda_margin"": 91.9, ""pat_margin"": 72.4}",370,200,2026-03-12T13:20:09.070583
CAM_01787,COMP_01787,L29703MN2010PLC001787,Basic Materials,-0.423324,0.9804,normal,normal,"{""dscr"": 30.3, ""debt_to_equity"": 45.1, ""interest_coverage"": 23.2, ""ebitda_margin"": 53.8, ""pat_margin"": 42.4}",370,200,2026-03-12T13:20:09.070773
CAM_01791,COMP_01791,L15522MP2010PLC001791,Basic Materials,-0.505925,0.6708,normal,normal,"{""dscr"": 90.5, ""debt_to_equity"": 30.8, ""interest_coverage"": 93.0, ""ebitda_margin"": 69.2, ""pat_margin"": 84.9}",370,200,2026-03-12T13:20:09.070953
CAM_01792,COMP_01792,L48758MP2010PLC001792,Basic Materials,-0.501746,0.6864,normal,normal,"{""dscr"": 31.4, ""debt_to_equity"": 73.8, ""interest_coverage"": 35.1, ""ebitda_margin"": 97.8, ""pat_margin"": 91.1}",370,200,2026-03-12T13:20:09.071131
CAM_01795,COMP_01795,L69246TS2010PLC001795,Basic Materials,-0.485858,0.746,normal,normal,"{""dscr"": 57.0, ""debt_to_equity"": 32.2, ""interest_coverage"": 58.9, ""ebitda_margin"": 92.4, ""pat_margin"": 90.5}",370,200,2026-03-12T13:20:09.071307
CAM_01796,COMP_01796,L66959MZ2010PLC001796,Basic Materials,-0.455206,0.8609,normal,normal,"{""dscr"": 15.1, ""debt_to_equity"": 58.9, ""interest_coverage"": 19.7, ""ebitda_margin"": 12.7, ""pat_margin"": 10.3}",370,200,2026-03-12T13:20:09.071481
CAM_01798,COMP_01798,L42782TS2010PLC001798,Basic Materials,-0.491175,0.7261,normal,normal,"{""dscr"": 49.2, ""debt_to_equity"": 47.3, ""interest_coverage"": 52.4, ""ebitda_margin"": 96.2, ""pat_margin"": 96.5}",370,200,2026-03-12T13:20:09.071876
CAM_01800,COMP_01800,L83858SK2010PLC001800,Basic Materials,-0.424903,0.9745,normal,normal,"{""dscr"": 47.6, ""debt_to_equity"": 56.2, ""interest_coverage"": 47.3, ""ebitda_margin"": 64.1, ""pat_margin"": 60.3}",370,200,2026-03-12T13:20:09.072078
CAM_01801,COMP_01801,L38354BR2010PLC001801,Basic Materials,-0.472031,0.7978,normal,normal,"{""dscr"": 34.6, ""debt_to_equity"": 56.5, ""interest_coverage"": 40.0, ""ebitda_margin"": 95.1, ""pat_margin"": 86.8}",370,200,2026-03-12T13:20:09.072262
CAM_01806,COMP_01806,L33810TS2010PLC001806,Basic Materials,-0.483217,0.7559,normal,normal,"{""dscr"": 5.1, ""debt_to_equity"": 64.6, ""interest_coverage"": 1.9, ""ebitda_margin"": 39.5, ""pat_margin"": 9.7}",370,200,2026-03-12T13:20:09.072437
CAM_01807,COMP_01807,L60620TS2010PLC001807,Basic Materials,-0.428786,0.96,normal,normal,"{""dscr"": 66.5, ""debt_to_equity"": 31.1, ""interest_coverage"": 59.5, ""ebitda_margin"": 59.7, ""pat_margin"": 61.4}",370,200,2026-03-12T13:20:09.072652
CAM_01817,COMP_01817,L26839SK2010PLC001817,Basic Materials,-0.494362,0.7141,normal,normal,"{""dscr"": 22.7, ""debt_to_equity"": 67.6, ""interest_coverage"": 17.0, ""ebitda_margin"": 5.1, ""pat_margin"": 2.2}",370,200,2026-03-12T13:20:09.072840
CAM_01828,COMP_01828,L84251AN2010PLC001828,Basic Materials,-0.462464,0.8337,normal,normal,"{""dscr"": 84.3, ""debt_to_equity"": 13.0, ""interest_coverage"": 75.9, ""ebitda_margin"": 14.9, ""pat_margin"": 30.3}",370,200,2026-03-12T13:20:09.073030
CAM_01849,COMP_01849,L38569AR2010PLC001849,Basic Materials,-0.450898,0.8771,normal,normal,"{""dscr"": 61.4, ""debt_to_equity"": 76.2, ""interest_coverage"": 67.3, ""ebitda_margin"": 71.6, ""pat_margin"": 75.4}",370,200,2026-03-12T13:20:09.073211
CAM_01858,COMP_01858,L28132GJ2010PLC001858,Basic Materials,-0.441647,0.9118,normal,normal,"{""dscr"": 61.1, ""debt_to_equity"": 44.6, ""interest_coverage"": 56.5, ""ebitda_margin"": 18.1, ""pat_margin"": 27.3}",370,200,2026-03-12T13:20:09.073382
CAM_01868,COMP_01868,L97610MZ2010PLC001868,Basic Materials,-0.481249,0.7633,normal,normal,"{""dscr"": 35.4, ""debt_to_equity"": 65.9, ""interest_coverage"": 50.5, ""ebitda_margin"": 96.5, ""pat_margin"": 95.4}",370,200,2026-03-12T13:20:09.073588
CAM_01870,COMP_01870,L36943AR2010PLC001870,Basic Materials,-0.455587,0.8595,normal,normal,"{""dscr"": 71.6, ""debt_to_equity"": 27.6, ""interest_coverage"": 48.4, ""ebitda_margin"": 6.8, ""pat_margin"": 15.1}",370,200,2026-03-12T13:20:09.073775
CAM_01873,COMP_01873,L51292KA2010PLC001873,Basic Materials,-0.463667,0.8292,normal,normal,"{""dscr"": 20.0, ""debt_to_equity"": 62.2, ""interest_coverage"": 14.3, ""ebitda_margin"": 76.5, ""pat_margin"": 50.5}",370,200,2026-03-12T13:20:09.073955
CAM_01877,COMP_01877,L37226AP2010PLC001877,Basic Materials,-0.466705,0.8178,normal,normal,"{""dscr"": 47.3, ""debt_to_equity"": 22.7, ""interest_coverage"": 22.2, ""ebitda_margin"": 8.1, ""pat_margin"": 8.6}",370,200,2026-03-12T13:20:09.074129
CAM_01882,COMP_01882,L34318ML2010PLC001882,Basic Materials,-0.43291,0.9445,normal,normal,"{""dscr"": 60.3, ""debt_to_equity"": 54.6, ""interest_coverage"": 51.4, ""ebitda_margin"": 27.0, ""pat_margin"": 33.5}",370,200,2026-03-12T13:20:09.074303
CAM_01885,COMP_01885,L34717MN2010PLC001885,Basic Materials,-0.514367,0.6391,normal,normal,"{""dscr"": 93.8, ""debt_to_equity"": 8.6, ""interest_coverage"": 95.4, ""ebitda_margin"": 42.4, ""pat_margin"": 63.8}",370,200,2026-03-12T13:20:09.074479
CAM_01887,COMP_01887,L85493GJ2010PLC001887,Basic Materials,-0.527819,0.5887,normal,normal,"{""dscr"": 92.7, ""debt_to_equity"": 16.8, ""interest_coverage"": 94.6, ""ebitda_margin"": 79.2, ""pat_margin"": 95.1}",370,200,2026-03-12T13:20:09.074692
CAM_01890,COMP_01890,L26697AP2010PLC001890,Basic Materials,-0.592147,0.3475,outlier,anomalous,"{""dscr"": 0.5, ""debt_to_equity"": 96.5, ""interest_coverage"": 1.4, ""ebitda_margin"": 94.9, ""pat_margin"": 37.0}",370,200,2026-03-12T13:20:09.074878
CAM_01892,COMP_01892,L20218PY2010PLC001892,Basic Materials,-0.429103,0.9588,normal,normal,"{""dscr"": 23.8, ""debt_to_equity"": 44.9, ""interest_coverage"": 18.4, ""ebitda_margin"": 48.9, ""pat_margin"": 35.1}",370,200,2026-03-12T13:20:09.075051
CAM_01902,COMP_01902,L89717SK2010PLC001902,Basic Materials,-0.481735,0.7615,normal,normal,"{""dscr"": 85.1, ""debt_to_equity"": 21.4, ""interest_coverage"": 85.9, ""ebitda_margin"": 13.0, ""pat_margin"": 31.1}",370,200,2026-03-12T13:20:09.075226
CAM_01905,COMP_01905,L85480MZ2010PLC001905,Basic Materials,-0.429243,0.9583,normal,normal,"{""dscr"": 18.4, ""debt_to_equity"": 60.0, ""interest_coverage"": 18.6, ""ebitda_margin"": 35.4, ""pat_margin"": 26.8}",370,200,2026-03-12T13:20:09.075398
CAM_01906,COMP_01906,L18121GA2010PLC001906,Basic Materials,-0.462386,0.834,normal,normal,"{""dscr"": 83.8, ""debt_to_equity"": 38.6, ""interest_coverage"": 82.7, ""ebitda_margin"": 78.4, ""pat_margin"": 86.5}",370,200,2026-03-12T13:20:09.075692
CAM_01908,COMP_01908,L88483GJ2010PLC001908,Basic Materials,-0.482787,0.7575,normal,normal,"{""dscr"": 54.1, ""debt_to_equity"": 87.8, ""interest_coverage"": 59.7, ""ebitda_margin"": 90.3, ""pat_margin"": 88.9}",370,200,2026-03-12T13:20:09.075906
CAM_01911,COMP_01911,L98958SK2010PLC001911,Basic Materials,-0.457969,0.8506,normal,normal,"{""dscr"": 63.5, ""debt_to_equity"": 71.4, ""interest_coverage"": 81.1, ""ebitda_margin"": 71.4, ""pat_margin"": 81.4}",370,200,2026-03-12T13:20:09.076086
CAM_01915,COMP_01915,L37202MZ2010PLC001915,Basic Materials,-0.428671,0.9604,normal,normal,"{""dscr"": 67.0, ""debt_to_equity"": 45.4, ""interest_coverage"": 51.1, ""ebitda_margin"": 34.6, ""pat_margin"": 41.6}",370,200,2026-03-12T13:20:09.076264
CAM_01920,COMP_01920,L23397AP2010PLC001920,Basic Materials,-0.461356,0.8379,normal,normal,"{""dscr"": 78.4, ""debt_to_equity"": 28.1, ""interest_coverage"": 83.5, ""ebitda_margin"": 77.0, ""pat_margin"": 86.2}",370,200,2026-03-12T13:20:09.076439
CAM_01928,COMP_01928,L67932TR2010PLC001928,Basic Materials,-0.497744,0.7014,normal,normal,"{""dscr"": 5.4, ""debt_to_equity"": 78.6, ""interest_coverage"": 7.3, ""ebitda_margin"": 85.7, ""pat_margin"": 47.6}",370,200,2026-03-12T13:20:09.076652
CAM_01933,COMP_01933,L15967OR2010PLC001933,Basic Materials,-0.469879,0.8059,normal,normal,"{""dscr"": 90.0, ""debt_to_equity"": 7.8, ""interest_coverage"": 80.3, ""ebitda_margin"": 46.8, ""pat_margin"": 60.5}",370,200,2026-03-12T13:20:09.076839
CAM_01938,COMP_01938,L37495DD2010PLC001938,Basic Materials,-0.491264,0.7257,normal,normal,"{""dscr"": 7.0, ""debt_to_equity"": 96.8, ""interest_coverage"": 20.0, ""ebitda_margin"": 81.6, ""pat_margin"": 58.6}",370,200,2026-03-12T13:20:09.077016
CAM_01958,COMP_01958,L66639TS2010PLC001958,Basic Materials,-0.479875,0.7684,normal,normal,"{""dscr"": 2.7, ""debt_to_equity"": 91.6, ""interest_coverage"": 4.9, ""ebitda_margin"": 56.8, ""pat_margin"": 25.7}",370,200,2026-03-12T13:20:09.077188
CAM_01971,COMP_01971,L21856AP2010PLC001971,Basic Materials,-0.488388,0.7365,normal,normal,"{""dscr"": 86.8, ""debt_to_equity"": 17.8, ""interest_coverage"": 73.8, ""ebitda_margin"": 7.8, ""pat_margin"": 21.4}",370,200,2026-03-12T13:20:09.077358
CAM_01977,COMP_01977,L26151KL2010PLC001977,Basic Materials,-0.438929,0.9219,normal,normal,"{""dscr"": 55.1, ""debt_to_equity"": 22.2, ""interest_coverage"": 53.5, ""ebitda_margin"": 17.6, ""pat_margin"": 24.9}",370,200,2026-03-12T13:20:09.077564
CAM_01979,COMP_01979,L92789ML2010PLC001979,Basic Materials,-0.440315,0.9167,normal,normal,"{""dscr"": 26.5, ""debt_to_equity"": 73.2, ""interest_coverage"": 37.3, ""ebitda_margin"": 73.0, ""pat_margin"": 63.2}",370,200,2026-03-12T13:20:09.077842
CAM_02022,COMP_02022,L60338JH2010PLC002022,Basic Materials,-0.508938,0.6595,normal,normal,"{""dscr"": 38.9, ""debt_to_equity"": 92.2, ""interest_coverage"": 70.0, ""ebitda_margin"": 86.8, ""pat_margin"": 91.4}",370,200,2026-03-12T13:20:09.078055
CAM_02025,COMP_02025,L44160MZ2010PLC002025,Basic Materials,-0.520504,0.6161,normal,normal,"{""dscr"": 0.8, ""debt_to_equity"": 84.1, ""interest_coverage"": 0.3, ""ebitda_margin"": 40.5, ""pat_margin"": 4.3}",370,200,2026-03-12T13:20:09.078237
CAM_02032,COMP_02032,L17890GJ2010PLC002032,Basic Materials,-0.472573,0.7958,normal,normal,"{""dscr"": 86.5, ""debt_to_equity"": 29.5, ""interest_coverage"": 91.4, ""ebitda_margin"": 68.1, ""pat_margin"": 83.0}",370,200,2026-03-12T13:20:09.078413
CAM_02033,COMP_02033,L67542NL2010PLC002033,Basic Materials,-0.439644,0.9193,normal,normal,"{""dscr"": 16.5, ""debt_to_equity"": 68.1, ""interest_coverage"": 31.1, ""ebitda_margin"": 43.0, ""pat_margin"": 39.5}",370,200,2026-03-12T13:20:09.078623
CAM_02081,COMP_02081,L54667TN2010PLC002081,Basic Materials,-0.505148,0.6737,normal,normal,"{""dscr"": 73.8, ""debt_to_equity"": 43.5, ""interest_coverage"": 82.2, ""ebitda_margin"": 88.4, ""pat_margin"": 99.7}",370,200,2026-03-12T13:20:09.078806
CAM_02088,COMP_02088,L36911NL2010PLC002088,Basic Materials,-0.47816,0.7749,normal,normal,"{""dscr"": 8.1, ""debt_to_equity"": 55.4, ""interest_coverage"": 3.0, ""ebitda_margin"": 25.1, ""pat_margin"": 5.7}",370,200,2026-03-12T13:20:09.078982
CAM_02101,COMP_02101,L88007GA2010PLC002101,Basic Materials,-0.565899,0.4459,outlier,anomalous,"{""dscr"": 95.7, ""debt_to_equity"": 5.1, ""interest_coverage"": 89.7, ""ebitda_margin"": 5.7, ""pat_margin"": 21.9}",370,200,2026-03-12T13:20:09.079174
CAM_02105,COMP_02105,L49287KA2010PLC002105,Basic Materials,-0.465666,0.8217,normal,normal,"{""dscr"": 9.7, ""debt_to_equity"": 65.7, ""interest_coverage"": 3.2, ""ebitda_margin"": 42.7, ""pat_margin"": 15.4}",370,200,2026-03-12T13:20:09.079348
CAM_02118,COMP_02118,L45841OR2010PLC002118,Basic Materials,-0.424378,0.9765,normal,normal,"{""dscr"": 44.6, ""debt_to_equity"": 60.3, ""interest_coverage"": 61.6, ""ebitda_margin"": 47.0, ""pat_margin"": 53.2}",370,200,2026-03-12T13:20:09.079548
CAM_02123,COMP_02123,L58248MZ2010PLC002123,Basic Materials,-0.464124,0.8275,normal,normal,"{""dscr"": 16.8, ""debt_to_equity"": 67.0, ""interest_coverage"": 4.1, ""ebitda_margin"": 21.6, ""pat_margin"": 6.8}",370,200,2026-03-12T13:20:09.079732
CAM_02126,COMP_02126,L95094DD2010PLC002126,Basic Materials,-0.489417,0.7327,normal,normal,"{""dscr"": 91.6, ""debt_to_equity"": 5.9, ""interest_coverage"": 87.6, ""ebitda_margin"": 33.2, ""pat_margin"": 53.0}",370,200,2026-03-12T13:20:09.079907
CAM_02127,COMP_02127,L39093MP2010PLC002127,Basic Materials,-0.474953,0.7869,normal,normal,"{""dscr"": 77.3, ""debt_to_equity"": 13.5, ""interest_coverage"": 64.3, ""ebitda_margin"": 3.8, ""pat_margin"": 13.0}",370,200,2026-03-12T13:20:09.080080
CAM_02130,COMP_02130,L97005MP2010PLC002130,Basic Materials,-0.443416,0.9051,normal,normal,"{""dscr"": 33.8, ""debt_to_equity"": 72.4, ""interest_coverage"": 25.7, ""ebitda_margin"": 72.4, ""pat_margin"": 57.8}",370,200,2026-03-12T13:20:09.080252
CAM_02140,COMP_02140,L74164OR2010PLC002140,Basic Materials,-0.446967,0.8918,normal,normal,"{""dscr"": 70.3, ""debt_to_equity"": 21.6, ""interest_coverage"": 79.2, ""ebitda_margin"": 24.1, ""pat_margin"": 42.2}",370,200,2026-03-12T13:20:09.080424
CAM_02144,COMP_02144,L35564SK2010PLC002144,Basic Materials,-0.507656,0.6643,normal,normal,"{""dscr"": 40.5, ""debt_to_equity"": 96.2, ""interest_coverage"": 68.6, ""ebitda_margin"": 85.1, ""pat_margin"": 87.0}",370,200,2026-03-12T13:20:09.080652
CAM_02149,COMP_02149,L70261JH2010PLC002149,Basic Materials,-0.505944,0.6707,normal,normal,"{""dscr"": 4.6, ""debt_to_equity"": 89.7, ""interest_coverage"": 8.6, ""ebitda_margin"": 89.7, ""pat_margin"": 53.5}",370,200,2026-03-12T13:20:09.080843
