SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,sector,project_sector,company_id,case_id,gstin,revenue_cr,profit_cr,debt_cr,equity_cr,interest_expense_cr,scenario_type,trend_type
DEEDEV,DEE Development Engineers Limited,EQ,26-JUN-2024,10,1,INE841L01016,10,Industrials,Manufacturing,COMP_00491,CAM_00491,25TITIB8017W1Z7,82.3003843198093,9.877134672064589,39.60897917203315,45.18135826198995,3.552474594890605,moderate_anomaly,stable
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,17-JAN-2003,10,1,INE501A01019,10,Basic Materials,Manufacturing,COMP_00492,CAM_00492,28TMUJY9804V1Z8,69.83499336556801,8.320251203878724,34.284746931317585,42.24784209375319,2.758620001082861,normal,declining
DEEPAKNTR,Deepak Nitrite Limited,EQ,29-SEP-2010,2,1,INE288B01029,2,Basic Materials,Manufacturing,COMP_00493,CAM_00493,10NSDIN0855T1Z8,88.18014278668261,4.626563028816129,63.27726685662244,51.67590587116298,4.376450427555555,normal,stable
DEEPINDS,Deep Industries Limited,EQ,27-APR-2021,5,1,INE0FHS01024,5,Energy,Infrastructure,COMP_00494,CAM_00494,15WOTUM3641Z1Z1,696.9377542500708,99.71310861244086,413.49519654620417,359.71929591388994,32.49794820964784,normal,volatile
DELHIVERY,Delhivery Limited,EQ,24-MAY-2022,1,1,INE148O01028,1,Industrials,Manufacturing,COMP_00495,CAM_00495,15ERGGT2835C1Z7,224.49384760377072,32.79890594135033,140.13920059123834,94.166724311764,7.908531582785295,normal,stable
DELPHIFX,DELPHI WORLD MONEY LIMITED,EQ,28-JUN-2011,2,1,INE726L01027,2,Financial Services,NBFC,COMP_00496,CAM_00496,11DMIZE2557M1Z5,781.3150458958588,92.71696121145676,446.2120405948631,371.65168156209256,39.30807057452182,normal,declining
DELTACORP,Delta Corp Limited,EQ,02-NOV-2007,1,1,INE124G01033,1,Consumer Cyclical,Retail,COMP_00497,CAM_00497,21SMZUX8658X1Z3,184.37644872698425,26.50780505445197,111.52188726713337,140.40271715373174,8.610043125401683,moderate_anomaly,stable
DELTAMAGNT,Delta Manufacturing Limited,EQ,18-OCT-1995,10,1,INE393A01011,10,Consumer Cyclical,Retail,COMP_00498,CAM_00498,13BIIIH8160E1Z4,20.18237773396276,1.5747278459865983,4.732868224761405,14.441517960884832,0.3983854491093527,normal,stable
DEN,Den Networks Limited,EQ,24-NOV-2009,10,1,INE947J01015,10,Communication Services,IT,COMP_00499,CAM_00499,28LQXEE6646Y1Z4,761.019642461355,51.2803647028746,315.4054266617221,510.3726623987719,28.917755774995264,normal,stable
DENORA,De Nora India Limited,EQ,07-AUG-1997,10,1,INE244A01016,10,Industrials,Manufacturing,COMP_00500,CAM_00500,15MSUOJ3156B1Z9,378.10344094337495,63.43396807786126,352.9033349353504,250.20850677330264,21.523332673245807,normal,growing
DENTA,Denta Water and Infra Solutions Limited,EQ,29-JAN-2025,10,1,INE0R4L01018,10,Industrials,Manufacturing,COMP_00501,CAM_00501,19EDTIO9966R1Z6,425.6586084910881,52.85705134272509,270.0509728495576,298.5004795732129,27.936770797463502,normal,stable
DEVIT,Dev Information Technology Limited,EQ,15-FEB-2022,2,1,INE060X01034,2,Technology,IT,COMP_00502,CAM_00502,29CWTAS2498I1Z2,343.42603304616483,59.87558052745348,191.3253332053832,234.6294244496938,21.95593145264184,normal,growing
DEVX,Dev Accelerator Limited,EQ,17-SEP-2025,2,1,INE0VOV01021,2,Real Estate,Infrastructure,COMP_00503,CAM_00503,14AKKDG6229U1Z4,466.18327246846593,66.10846084186963,202.82579344478063,263.5961668273508,14.301418900222147,normal,volatile
DEVYANI,Devyani International Limited,EQ,16-AUG-2021,1,1,INE872J01023,1,Consumer Cyclical,Retail,COMP_00504,CAM_00504,29YVMOH7193K1Z6,96.6129832467266,10.538891869152852,83.35703787063876,68.67495662840655,7.459558695553855,moderate_anomaly,growing
DGCONTENT,Digicontent Limited,EQ,18-JUN-2019,2,1,INE03JI01017,2,Communication Services,IT,COMP_00505,CAM_00505,29FLHXD2701Y1Z2,184.2846451485683,24.60345842964625,185.2530283898749,132.10931854598428,9.459590090910384,normal,declining
DHAMPURSUG,Dhampur Sugar Mills Limited,EQ,29-MAR-1995,10,1,INE041A01016,10,Consumer Defensive,Retail,COMP_00506,CAM_00506,25ADCER1940X1Z2,133.62526395179975,15.813842110946654,91.31320185135829,76.84482520388701,10.573119183454557,normal,declining
DHANBANK,Dhanlaxmi Bank Limited,EQ,01-APR-2004,10,1,INE680A01011,10,Financial Services,NBFC,COMP_00507,CAM_00507,35FLJRY3513N1Z2,541.7636575779238,47.52124987000021,499.47630079790105,375.16343216970034,32.15770996700312,normal,stable
DHANUKA,Dhanuka Agritech Limited,EQ,29-JUN-2011,2,1,INE435G01025,2,Basic Materials,Manufacturing,COMP_00508,CAM_00508,36TIXVP4733U1Z7,291.42234041474484,43.35895886598561,180.7094389504969,147.22001858050308,19.02186507317579,normal,declining
DHARAN,DHARAN INFRA-EPC LIMITED,BZ,02-APR-2018,1,1,INE278R01034,1,Real Estate,Infrastructure,COMP_00509,CAM_00509,26CMCFU0677C1Z9,873.77723666848,99.71310861244086,499.47630079790105,510.3726623987719,39.30807057452182,normal,declining
DHARMAJ,Dharmaj Crop Guard Limited,EQ,08-DEC-2022,10,1,INE00OQ01016,10,Basic Materials,Manufacturing,COMP_00510,CAM_00510,33ZOSYB1924T1Z9,389.0667217136946,59.62179174626728,318.74304576997224,249.04785592092904,30.53554171293649,normal,stable
DHRUV,Dhruv Consultancy Services Limited,EQ,25-NOV-2021,10,1,INE506Z01015,10,Industrials,Manufacturing,COMP_00511,CAM_00511,15YFNYD3923T1Z8,268.77545249720464,23.37948364690247,57.422706500675424,141.3741091210791,3.675872221109695,normal,growing
DHUNINV,Dhunseri Investments Limited,EQ,18-MAR-2011,10,1,INE320L01011,10,Financial Services,NBFC,COMP_00512,CAM_00512,27IINHL7119K1Z4,289.7871670459284,49.94397751877524,194.10104835802107,130.54334325065815,13.8855723423167,normal,growing
DIACABS,Diamond Power Infrastructure Limited,EQ,15-SEP-2023,1,1,INE989C01038,1,Industrials,Manufacturing,COMP_00513,CAM_00513,19KQOGL8164I1Z5,357.4512838692282,34.414475074232136,120.12448606587527,261.3503563485047,11.88830988307514,normal,stable
DIAMINESQ,Diamines & Chemicals Limited,EQ,25-SEP-2023,10,1,INE591D01014,10,Basic Materials,Manufacturing,COMP_00514,CAM_00514,22AVSOH9448T1Z7,405.81304262562,36.59635144307413,357.2639336154536,304.8287957806114,25.2331739786156,normal,declining
DIAMONDYD,Prataap Snacks Limited,EQ,05-OCT-2017,5,1,INE393P01035,5,Consumer Defensive,Retail,COMP_00515,CAM_00515,27YTLUV7747I1Z3,248.8235636842348,38.64413906203763,115.4515146521366,190.9450191296027,11.472159454457053,normal,growing
DICIND,DIC India Limited,EQ,30-AUG-1995,10,1,INE303A01010,10,Basic Materials,Manufacturing,COMP_00516,CAM_00516,32UZMMV3828F1Z5,487.9390238129464,70.63400047696919,132.52199113458536,333.55929326414594,12.69085779288125,normal,stable
DIFFNKG,Diffusion Engineers Limited,EQ,04-OCT-2024,10,1,INE184O01015,10,Industrials,Manufacturing,COMP_00517,CAM_00517,20QWUEJ9358P1Z3,109.1882693591156,12.16354263714932,39.1566138920648,59.51355904871167,4.529918555318306,extreme_anomaly,stable
DIGIDRIVE,Digidrive Distributors Limited,EQ,10-JAN-2024,10,1,INE0PSC01024,10,Consumer Cyclical,Retail,COMP_00518,CAM_00518,26ZVYIE0011X1Z5,128.52811629062825,13.457489853787717,23.94188875424848,72.8891834633556,2.354637783203933,normal,stable
DIGISPICE,DiGiSPICE Technologies Limited,EQ,27-MAY-2008,3,1,INE927C01020,3,Financial Services,NBFC,COMP_00519,CAM_00519,23GKBQB4013J1Z8,680.3750828295696,99.71310861244086,440.9104923284577,293.9403282189718,30.68953200072168,normal,declining
DIGITIDE,Digitide Solutions Limited,EQ,11-JUN-2025,10,1,INE0U4701011,10,Industrials,Manufacturing,COMP_00520,CAM_00520,21RLREY1318T1Z4,228.25864922565867,20.22045753974418,162.33570707501707,140.0817541662753,8.387741186171993,moderate_anomaly,declining
DIGJAMLMTD,Digjam Limited,EQ,18-OCT-2021,10,1,INE731U01028,10,Consumer Cyclical,Retail,COMP_00521,CAM_00521,18WCHTU8429L1Z8,70.70790521213277,6.623222527250917,29.667659744753585,45.83860200661981,1.9005050952206577,normal,growing
DISHTV,Dish TV India Limited,EQ,18-APR-2007,1,1,INE836F01026,1,Communication Services,IT,COMP_00522,CAM_00522,35QVQAX9653C1Z4,503.9643836536586,61.08283683260054,281.92938558970314,302.83523052733466,30.86758052776115,normal,stable
DIVGIITTS,Divgi Torqtransfer Systems Limited,EQ,14-MAR-2023,5,1,INE753U01022,5,Consumer Cyclical,Retail,COMP_00523,CAM_00523,24MDVGD1842A1Z9,133.74810528195704,21.34484029947011,71.06280671409493,85.5102361079195,6.534624482712945,normal,stable
DIVISLAB,Divi's Laboratories Limited,EQ,12-MAR-2003,2,1,INE361B01024,2,Healthcare,Pharma,COMP_00524,CAM_00524,17TAVFX2128W1Z1,628.9613583231624,75.42311568891793,222.8521589395674,261.8829906615588,17.79648510314563,normal,growing
DIXON,Dixon Technologies (India) Limited,EQ,18-SEP-2017,2,1,INE935N01020,2,Technology,IT,COMP_00525,CAM_00525,14RLXDP7811Z1Z3,94.44434293392256,13.153893939931164,42.731265312832825,61.70378616973699,3.661759683034885,normal,volatile
DJML,DJ Mediaprint & Logistics Limited,BE,05-DEC-2022,10,1,INE0B1K01014,10,Industrials,Manufacturing,COMP_00526,CAM_00526,29CKCAR5816S1Z6,315.9257074877623,51.73821574367777,189.8892518925753,160.52233870396992,15.508531680134295,normal,stable
DLF,DLF Limited,EQ,05-JUL-2007,2,1,INE271C01023,2,Real Estate,Infrastructure,COMP_00527,CAM_00527,36WZIRX1116T1Z5,873.77723666848,99.71310861244086,251.1284733509101,510.3726623987719,15.637514325233452,normal,stable
DLINKINDIA,D-Link (India) Limited,EQ,18-DEC-2009,2,1,INE250K01012,2,Technology,IT,COMP_00528,CAM_00528,14UWLHC2465S1Z5,833.9199141956526,99.71310861244086,453.6927314319887,510.1907417469705,39.30807057452182,normal,stable
DMART,Avenue Supermarts Limited,EQ,21-MAR-2017,10,1,INE192R01011,10,Consumer Defensive,Retail,COMP_00529,CAM_00529,11NZNCG6969I1Z9,52.64067115576514,5.992281676216058,16.077840650448746,40.14143644861453,1.2567857589792382,normal,growing
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,EQ,01-DEC-2021,10,1,INE505A01010,10,Basic Materials,Manufacturing,COMP_00530,CAM_00530,36ZLHQZ5169H1Z5,465.3724508554811,47.34951389985577,189.7415669482659,345.70574902517177,15.348107201856385,normal,declining
DNAMEDIA,Diligent Media Corporation Limited,EQ,11-DEC-2017,1,1,INE016M01021,1,Communication Services,IT,COMP_00531,CAM_00531,11LOKIF2841T1Z3,774.7427657338558,58.90245357359375,431.8683229401414,357.87231622625404,36.96913461881657,normal,growing
DODLA,Dodla Dairy Limited,EQ,28-JUN-2021,10,1,INE021O01019,10,Consumer Defensive,Retail,COMP_00532,CAM_00532,17ZKPVN9604E1Z7,115.78435560215698,10.396418623422075,91.8085005986739,68.67000212226097,5.366529306289257,normal,stable
DOLATALGO,Dolat Algotech Limited,EQ,12-JAN-2024,1,1,INE966A01022,1,Financial Services,NBFC,COMP_00533,CAM_00533,33QVFQC6132T1Z7,168.56138026567325,15.088388905732144,195.3490617795824,130.23270785305493,10.50398313739315,normal,stable
DOLLAR,Dollar Industries Limited,EQ,21-APR-2017,2,1,INE325C01035,2,Consumer Cyclical,Retail,COMP_00534,CAM_00534,15NUFSY7069N1Z8,196.34809777442285,22.681124191273515,160.0287162267505,128.45512168352087,16.75627104876893,normal,stable
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,EQ,21-AUG-2023,1,1,INE920A01037,1,Energy,Infrastructure,COMP_00535,CAM_00535,24GWPAA3605I1Z3,873.77723666848,99.71310861244086,499.47630079790105,510.3726623987719,39.30807057452182,normal,declining
DOMS,DOMS Industries Limited,EQ,20-DEC-2023,10,1,INE321T01012,10,Industrials,Manufacturing,COMP_00536,CAM_00536,11ITBTO0783K1Z1,210.87398854450268,15.628054948602829,69.80392585606744,120.07852742375768,7.197706092787459,normal,growing
DONEAR,Donear Industries Limited,EQ,20-DEC-2006,2,1,INE668D01028,2,Consumer Cyclical,Retail,COMP_00537,CAM_00537,32FFPCM2124M1Z9,13.822107141134916,2.0218842304375686,14.981621709917382,10.09441736826807,1.2503131903074802,moderate_anomaly,growing
DPABHUSHAN,D. P. Abhushan Limited,EQ,03-NOV-2020,10,1,INE266Y01019,10,Consumer Cyclical,Retail,COMP_00538,CAM_00538,28YGQRX0103E1Z4,50.41000917332699,7.737403291711447,25.26412832648792,36.2339114385772,2.3147244559438,normal,stable
DPSCLTD,DPSC Limited,EQ,21-APR-2008,1,1,INE360C01024,1,Utilities,Infrastructure,COMP_00539,CAM_00539,30CAWTU9256Z1Z3,873.77723666848,99.71310861244086,499.47630079790105,510.3726623987719,39.30807057452182,moderate_anomaly,declining
DPWIRES,D P Wires Limited,EQ,17-JAN-2020,10,1,INE864X01013,10,Industrials,Manufacturing,COMP_00540,CAM_00540,30HBIUE7857L1Z7,192.1724707685315,34.13960783112805,31.420554502650468,86.51541277194433,2.093831366226549,normal,growing
DRCSYSTEMS,DRC Systems India Limited,EQ,10-MAR-2021,1,1,INE03RS01027,1,Technology,IT,COMP_00541,CAM_00541,13BCLGI0967E1Z7,394.660945554519,21.53075346343091,89.9068294677441,278.37001895587446,6.925945542040186,normal,declining
DREAMFOLKS,Dreamfolks Services Limited,EQ,06-SEP-2022,2,1,INE0JS101016,2,Industrials,Manufacturing,COMP_00542,CAM_00542,31EQNQX9237S1Z2,232.18655449055552,31.212070060625297,93.2846261655796,136.82975685858557,10.005605150284069,normal,declining
DREDGECORP,Dredging Corporation of India Limited,EQ,15-JAN-2004,10,1,INE506A01018,10,Industrials,Manufacturing,COMP_00543,CAM_00543,33URSGK9692U1Z6,355.0205494939464,17.77075953602872,361.3714625722241,256.65891704646003,27.68589376096914,normal,stable
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,30-MAY-2003,1,1,INE089A01031,1,Healthcare,Pharma,COMP_00544,CAM_00544,32MMGGR4585C1Z7,336.7162361238241,41.66883758494088,104.6098170562854,173.91811139567173,9.632841266279348,normal,growing
DSFCL,DCM Shriram Fine Chemicals Limited,EQ,17-FEB-2026,2,1,INE0OFM01015,2,Basic Materials,Manufacturing,COMP_00545,CAM_00545,29HSUJF9884V1Z3,461.6917128936505,56.8757552812603,201.4601534790742,277.98902361845944,20.08166122261047,normal,stable
DSSL,Dynacons Systems & Solutions Limited,EQ,01-DEC-2011,10,1,INE417B01040,10,Technology,IT,COMP_00546,CAM_00546,33GVEKI8214Q1Z2,526.2488532029494,48.42103986662598,228.5446272712514,219.90907440307035,21.286382991508017,moderate_anomaly,growing
DTIL,Dhunseri Tea & Industries Limited,EQ,20-JAN-2015,10,1,INE341R01014,10,Consumer Defensive,Retail,COMP_00547,CAM_00547,20SXIFL0285X1Z3,123.96897276976976,16.404126134952772,22.63603721888994,64.64338647697693,2.4847057885782404,normal,declining
DUCON,Ducon Infratechnologies Limited,EQ,09-OCT-2012,1,1,INE741L01018,1,Industrials,Manufacturing,COMP_00548,CAM_00548,36SOYYZ4702F1Z7,316.25748916135205,47.970276896237934,145.1946741603653,217.23806706227475,14.850098253286207,moderate_anomaly,stable
DVL,Dhunseri Ventures Limited,EQ,11-JAN-2008,10,1,INE477B01010,10,Financial Services,NBFC,COMP_00549,CAM_00549,30OEWDO9185J1Z4,219.8480880841882,13.341208194300728,164.3902275957695,109.59348506384632,8.395577588698469,normal,growing
DWARKESH,Dwarikesh Sugar Industries Limited,EQ,31-DEC-2004,1,1,INE366A01041,1,Consumer Defensive,Retail,COMP_00550,CAM_00550,32IKIPH1613N1Z2,164.3376636434636,18.53348442774011,120.18557234676555,120.4804856090868,7.953117556553201,normal,stable
DYCL,Dynamic Cables Limited,EQ,27-JUL-2022,10,1,INE600Y01019,10,Industrials,Manufacturing,COMP_00551,CAM_00551,25SLPMP2377V1Z5,466.69068992375855,35.78321624624573,485.78338548801423,328.6786428617928,38.05074241630942,normal,growing
DYNAMATECH,Dynamatic Technologies Limited,EQ,14-SEP-2006,10,1,INE221B01012,10,Consumer Cyclical,Retail,COMP_00552,CAM_00552,27HJACA9604B1Z3,46.70882127014379,2.6796378168369523,9.705145304265802,24.11982696796964,0.864508081473948,normal,declining
DYNPRO,Dynemic Products Limited,EQ,19-JUL-2017,10,1,INE256H01015,10,Basic Materials,Manufacturing,COMP_00553,CAM_00553,16INKBK2906G1Z2,331.3806037238982,26.715122461199872,223.30446546797333,150.07878686681588,26.3244647555705,normal,stable
E2E,E2E Networks Limited,BE,12-APR-2022,10,1,INE255Z01019,10,Technology,IT,COMP_00554,CAM_00554,21WRUSS2271R1Z5,639.8856103037449,83.40132111739545,186.0145937436181,342.41014170735895,16.00148253801392,normal,growing
EASEMYTRIP,Easy Trip Planners Limited,EQ,19-MAR-2021,1,1,INE07O001026,1,Consumer Cyclical,Retail,COMP_00555,CAM_00555,19EMTNM3135S1Z9,231.01898221949804,13.04514863768389,194.01383584991905,139.6783186474525,15.568834834228593,normal,declining
EBGNG,GNG Electronics Limited,EQ,30-JUL-2025,2,1,INE18JU01028,2,Technology,IT,COMP_00556,CAM_00556,29HDGMQ4225D1Z7,157.94879401198148,25.25103408894776,110.18473658822904,106.32919791607816,8.1584224107817,normal,stable
ECLERX,eClerx Services Limited,EQ,31-DEC-2007,10,1,INE738I01010,10,Technology,IT,COMP_00557,CAM_00557,31JXGLM8121Q1Z7,186.01973299809728,23.55817702363076,101.49640254796748,99.654646378853,7.811458780279875,moderate_anomaly,growing
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,EQ,04-SEP-2024,2,1,INE06HJ01020,2,Industrials,Manufacturing,COMP_00558,CAM_00558,18LHNYT6710N1Z1,458.2907503182509,47.88096173023677,415.82377050592993,333.3641851079157,39.30807057452182,normal,stable
EDELWEISS,Edelweiss Financial Services Limited,EQ,12-DEC-2007,1,1,INE532F01054,1,Financial Services,NBFC,COMP_00559,CAM_00559,16WYQGX2804Q1Z1,146.11912893203277,10.212488926397452,91.43393913082183,60.955959420547885,2.5328539230908427,extreme_anomaly,declining
EFCIL,EFC (I) Limited,EQ,20-AUG-2025,2,1,INE886D01026,2,Real Estate,Infrastructure,COMP_00560,CAM_00560,34OKUPW4105Z1Z2,873.77723666848,97.32899792855903,499.47630079790105,510.3726623987719,39.30807057452182,normal,stable
EICHERMOT,Eicher Motors Limited,EQ,07-SEP-2004,1,1,INE066A01021,1,Consumer Cyclical,Retail,COMP_00561,CAM_00561,12MSLDL9444O1Z9,226.5372769143205,33.86739852236594,162.29824282944017,132.24638513547652,12.387310737405002,normal,volatile
EIDPARRY,EID Parry India Limited,EQ,10-MAY-1995,1,1,INE126A01031,1,Basic Materials,Manufacturing,COMP_00562,CAM_00562,20TWVCE5163S1Z4,122.47697216319132,11.498922327950067,40.54279253528627,69.48762568554407,2.307793118877509,normal,declining
EIEL,Enviro Infra Engineers Limited,EQ,29-NOV-2024,10,1,INE0LLY01014,10,Industrials,Manufacturing,COMP_00563,CAM_00563,10DSBKJ3158E1Z5,378.2382020852066,55.06813342270577,120.38134390139793,251.64103361282548,7.216091580856401,normal,stable
EIFFL,Euro India Fresh Foods Limited,EQ,12-OCT-2021,10,1,INE546V01010,10,Consumer Defensive,Retail,COMP_00564,CAM_00564,35GRKLX1794A1Z2,35.48554834673941,5.063785703242428,6.809269877312756,18.493949743561323,0.6144620569861939,normal,stable
EIHAHOTELS,EIH Associated Hotels Limited,EQ,08-APR-2008,10,1,INE276C01014,10,Consumer Cyclical,Retail,COMP_00565,CAM_00565,27ASCMQ0805I1Z7,257.17390809194933,26.49449127989821,106.87690481085708,143.98006216044712,8.653349336630763,extreme_anomaly,declining
EIHOTEL,EIH Limited,EQ,08-FEB-1995,2,1,INE230A01023,2,Consumer Cyclical,Retail,COMP_00566,CAM_00566,30IYSBN8390R1Z3,216.5703624731537,33.95324340632555,85.79641760429298,120.28838705457628,10.053424707705531,normal,stable
EIMCOELECO,Eimco Elecon (India) Limited,EQ,17-APR-1996,10,1,INE158B01016,10,Industrials,Manufacturing,COMP_00567,CAM_00567,35YBFYR5094E1Z7,229.7892054222823,12.08649614489856,232.4455601115276,162.42087712086766,25.90587016071734,moderate_anomaly,stable
EKC,Everest Kanto Cylinder Limited,EQ,15-DEC-2005,2,1,INE184H01027,2,Industrials,Manufacturing,COMP_00568,CAM_00568,36LOWJV3412Y1Z5,362.2013196886983,29.6244889827713,199.54601981482773,265.95836557212044,11.170233286355174,normal,growing
ELDEHSG,Eldeco Housing And Industries Limited,EQ,12-APR-2022,2,1,INE668G01021,2,Real Estate,Infrastructure,COMP_00569,CAM_00569,29TILAP9683T1Z7,783.8173962274501,61.5492261575386,499.47630079790105,510.3726623987719,39.30807057452182,normal,growing
ELECON,Elecon Engineering Company Limited,EQ,29-SEP-2006,1,1,INE205B01031,1,Industrials,Manufacturing,COMP_00570,CAM_00570,10GXRAL9371Z1Z5,385.2983134652101,47.28122682147618,294.40064097323057,266.81911685639966,26.53532791363117,normal,declining
ELECTCAST,Electrosteel Castings Limited,EQ,20-JUN-2003,1,1,INE086A01029,1,Industrials,Manufacturing,COMP_00571,CAM_00571,22YYZAZ7185P1Z5,168.7233937549661,18.20618345280496,84.09820417038217,98.65839611601706,6.177049802898838,normal,declining
ELECTHERM,Electrotherm (India) Limited,EQ,20-AUG-2007,10,1,INE822G01016,10,Basic Materials,Manufacturing,COMP_00572,CAM_00572,27KVPNC1689D1Z4,251.8915405812737,28.878924626257685,181.29360837366383,191.8662280268649,18.76733174579676,normal,growing
ELGIEQUIP,Elgi Equipments Limited,EQ,22-NOV-1995,1,1,INE285A01027,1,Industrials,Manufacturing,COMP_00573,CAM_00573,34XECZC1078S1Z4,152.85781600529646,13.203296766086876,39.97752130767487,97.54557111305252,4.265735083469866,normal,volatile
ELGIRUBCO,Elgi Rubber Company Limited,EQ,10-AUG-2011,1,1,INE819L01012,1,Consumer Cyclical,Retail,COMP_00574,CAM_00574,10SLBEB0423J1Z1,71.00021561280829,12.345012792609475,45.37996463018571,45.17352781551112,4.859191431434812,normal,volatile
ELIN,Elin Electronics Limited,EQ,30-DEC-2022,5,1,INE050401020,5,Industrials,Manufacturing,COMP_00575,CAM_00575,15VSCVN3809D1Z7,49.19784351670064,7.438920210182684,15.784969454693735,32.227232306295775,1.244237626305542,normal,volatile
ELLEN,Ellenbarrie Industrial Gases Limited,EQ,01-JUL-2025,2,1,INE236E01022,2,Basic Materials,Manufacturing,COMP_00576,CAM_00576,21XOBNJ4607U1Z4,444.939455310285,53.61208069087112,407.34899882389226,316.91344843088046,25.79520870351295,normal,growing
EMAMILTD,Emami Limited,EQ,03-AUG-2006,1,1,INE548C01032,1,Consumer Defensive,Retail,COMP_00577,CAM_00577,18BTHSS5280B1Z6,102.74150950231277,7.766402696080914,50.76340732150578,73.19533914745078,4.191101932119575,normal,growing
EMAMIPAP,Emami Paper Mills Limited,EQ,30-MAY-2019,2,1,INE830C01026,2,Basic Materials,Manufacturing,COMP_00578,CAM_00578,20EOCVV7362A1Z9,174.4774126090037,20.83769143769464,74.98240216307236,71.13739311939523,7.09398395017677,normal,growing
EMAMIREAL,Emami Realty Limited,EQ,28-JUL-2010,2,1,INE778K01012,2,Real Estate,Infrastructure,COMP_00579,CAM_00579,23EHCHG3975M1Z2,873.77723666848,99.71310861244086,499.47630079790105,510.3726623987719,39.30807057452182,normal,growing
EMBDL,Embassy Developments Limited,BE,23-MAR-2007,2,1,INE069I01010,2,Real Estate,Infrastructure,COMP_00580,CAM_00580,18XLKWG8861H1Z4,873.77723666848,99.71310861244086,499.47630079790105,510.3726623987719,39.30807057452182,normal,stable
EMCURE,Emcure Pharmaceuticals Limited,EQ,10-JUL-2024,10,1,INE168P01015,10,Healthcare,Pharma,COMP_00581,CAM_00581,30COLFR0229C1Z3,194.01059190364805,14.038804013515472,175.88115940794074,117.99793668651482,16.093621887481063,normal,stable
EMIL,Electronics Mart India Limited,EQ,17-OCT-2022,10,1,INE02YR01019,10,Consumer Cyclical,Retail,COMP_00582,CAM_00582,24RQHTF6255S1Z7,233.9106150631745,12.138066538801112,69.42166584664213,142.14033629462017,6.744909709232622,normal,stable
EMKAY,Emkay Global Financial Services Limited,EQ,28-APR-2006,10,1,INE296H01011,10,Financial Services,NBFC,COMP_00583,CAM_00583,17HYSQK1476J1Z6,251.6843821140721,23.4238538926102,130.01142004836123,101.31574394829494,13.526740584377617,normal,growing
EMMBI,Emmbi Industries Limited,EQ,24-FEB-2010,10,1,INE753K01015,10,Consumer Cyclical,Retail,COMP_00584,CAM_00584,35JMZXR6635J1Z4,11.722010204882858,2.0039560710632744,8.168968020731588,6.096397131621712,0.6415210922932627,moderate_anomaly,declining
EMMVEE,Emmvee Photovoltaic Power Limited,EQ,18-NOV-2025,2,1,INE1C6T01020,2,Technology,IT,COMP_00585,CAM_00585,33PPBJH6571N1Z7,690.8298760234878,78.64721728743423,499.47630079790105,489.884269135864,39.30807057452182,normal,declining
EMSLIMITED,EMS Limited,EQ,21-SEP-2023,10,1,INE0OV601013,10,Industrials,Manufacturing,COMP_00586,CAM_00586,24BHIDS0472R1Z3,440.4470583550483,68.79722104852992,273.7216203788892,249.856595069346,19.956010602797257,normal,stable
EMUDHRA,eMudhra Limited,EQ,01-JUN-2022,5,1,INE01QM01018,5,Technology,IT,COMP_00587,CAM_00587,26FZYGQ5877R1Z9,312.14306088782223,50.0734994660073,270.1889461358256,185.1238122887555,15.32877566454262,moderate_anomaly,declining
ENDURANCE,Endurance Technologies Limited,EQ,19-OCT-2016,10,1,INE913H01037,10,Consumer Cyclical,Retail,COMP_00588,CAM_00588,16BFDHF0192E1Z8,230.26058251198552,40.0904309894536,86.22589093187338,173.72638627128546,9.075458740988513,normal,stable
ENERGYDEV,Energy Development Company Limited,EQ,02-NOV-2007,10,1,INE306C01019,10,Utilities,Infrastructure,COMP_00589,CAM_00589,10LIRKP7769Z1Z5,796.6760076737507,88.57856809863183,220.92793329786696,510.3726623987719,13.96568837167641,normal,stable
ENGINERSIN,Engineers India Limited,EQ,20-AUG-1997,5,1,INE510A01028,5,Industrials,Manufacturing,COMP_00590,CAM_00590,14RFWBH7893S1Z6,415.5596081505166,45.05709157846473,203.54391694110845,213.1058119585048,11.907436056865585,normal,stable
ENIL,Entertainment Network (India) Limited,EQ,15-FEB-2006,10,1,INE265F01028,10,Communication Services,IT,COMP_00591,CAM_00591,27DAJXM9299N1Z9,95.64981698536384,11.309764368982943,27.71513808729976,38.47543168698575,2.830263670134165,normal,stable
ENRIN,Siemens Energy India Limited,EQ,19-JUN-2025,2,1,INE1NPP01017,2,Utilities,Infrastructure,COMP_00592,CAM_00592,14VDADA9116H1Z1,293.0747067901996,19.01115539576296,218.4331472489316,158.87904337703222,20.573782156450527,normal,volatile
ENTERO,Entero Healthcare Solutions Limited,EQ,16-FEB-2024,10,1,INE010601016,10,Healthcare,Pharma,COMP_00593,CAM_00593,16MFGHT5900P1Z8,626.7973303031571,46.774151363798566,375.8137280275024,261.20053303224165,34.53652165563342,normal,declining
