case_id,company_id,assessment_year,financial_year,declared_gross_income,declared_net_income,total_tax_paid,depreciation_claimed,director_remuneration_total,itr_vs_financials_profit_divergence,cross_verification_flag,extraction_confidence_score,source_document_id,processed_timestamp
CAM_00183,COMP_00183,AY2024-25,FY2023-24,2291209696.77,377637974.88,89300317.4,143225340.75,6272683.26,18150290.6,False,86.53,ITR_DOC_COMP_00183,2026-03-09 14:54:07.526345
CAM_00184,COMP_00184,AY2022-23,FY2021-22,112892637.15,8724923.41,2048871.67,12120655.01,405755.1,0.0,False,90.53,ITR_DOC_COMP_00184,2026-03-09 14:54:07.526345
CAM_00184,COMP_00184,AY2023-24,FY2022-23,114520477.2,8961549.58,2131655.33,12298258.5,228807.85,0.0,False,89.34,ITR_DOC_COMP_00184,2026-03-09 14:54:07.526345
CAM_00184,COMP_00184,AY2024-25,FY2023-24,113735772.82,10279409.12,2079715.03,10806405.87,470002.1,52918.39,False,90.04,ITR_DOC_COMP_00184,2026-03-09 14:54:07.526345
CAM_00185,COMP_00185,AY2022-23,FY2021-22,484640343.65,85515319.88,18520839.8,47725309.05,3499029.29,0.0,False,91.19,ITR_DOC_COMP_00185,2026-03-09 14:54:07.526345
CAM_00185,COMP_00185,AY2023-24,FY2022-23,438730339.96,82022236.34,16826475.68,37387196.54,4071904.09,0.0,False,86.13,ITR_DOC_COMP_00185,2026-03-09 14:54:07.526345
CAM_00185,COMP_00185,AY2024-25,FY2023-24,460237402.95,78806597.97,16678645.8,53426642.18,3646898.76,0.0,False,86.52,ITR_DOC_COMP_00185,2026-03-09 14:54:07.526345
CAM_00186,COMP_00186,AY2022-23,FY2021-22,1676992498.06,255357160.2,56304446.34,124171670.62,10576734.28,0.0,False,88.68,ITR_DOC_COMP_00186,2026-03-09 14:54:07.526345
CAM_00186,COMP_00186,AY2023-24,FY2022-23,1749811649.06,238127372.45,49633750.38,75679798.49,9987088.12,-3559814.46,False,90.99,ITR_DOC_COMP_00186,2026-03-09 14:54:07.526345
CAM_00186,COMP_00186,AY2024-25,FY2023-24,1656542754.26,240267957.55,55240424.11,91841629.78,9060784.85,0.0,False,88.56,ITR_DOC_COMP_00186,2026-03-09 14:54:07.526345
CAM_00187,COMP_00187,AY2022-23,FY2021-22,5418731148.57,812064959.96,171684237.55,512842019.43,27908177.08,169675761.61,True,87.54,ITR_DOC_COMP_00187,2026-03-09 14:54:07.526345
CAM_00187,COMP_00187,AY2023-24,FY2022-23,5072582570.87,558872522.61,122768377.4,426625074.74,18563822.63,-33637760.14,False,98.34,ITR_DOC_COMP_00187,2026-03-09 14:54:07.526345
CAM_00187,COMP_00187,AY2024-25,FY2023-24,5252294336.74,726649802.73,170648491.34,497124641.92,30002052.43,159228527.88,True,95.83,ITR_DOC_COMP_00187,2026-03-09 14:54:07.526345
CAM_00188,COMP_00188,AY2022-23,FY2021-22,1800775151.29,206193531.41,51100236.66,154780923.02,10108328.31,-66907985.37,True,94.35,ITR_DOC_COMP_00188,2026-03-09 14:54:07.526345
CAM_00188,COMP_00188,AY2023-24,FY2022-23,1735965101.48,283464350.35,62557443.99,148234252.88,3602429.53,-11331895.83,False,86.06,ITR_DOC_COMP_00188,2026-03-09 14:54:07.526345
CAM_00188,COMP_00188,AY2024-25,FY2023-24,1846856259.24,282040096.45,58485455.8,123685783.52,12965340.88,2940524.77,False,88.47,ITR_DOC_COMP_00188,2026-03-09 14:54:07.526345
CAM_00189,COMP_00189,AY2022-23,FY2021-22,2022372087.25,121304015.85,25223257.32,175519106.91,1568547.87,0.0,False,95.88,ITR_DOC_COMP_00189,2026-03-09 14:54:07.526345
CAM_00189,COMP_00189,AY2023-24,FY2022-23,2100611296.45,139649119.62,33069037.53,142929009.5,4209414.57,0.0,False,91.67,ITR_DOC_COMP_00189,2026-03-09 14:54:07.526345
CAM_00189,COMP_00189,AY2024-25,FY2023-24,2227867412.28,129976982.37,29894106.49,106863975.29,5862359.81,7739310.0,False,94.36,ITR_DOC_COMP_00189,2026-03-09 14:54:07.542141
CAM_00190,COMP_00190,AY2022-23,FY2021-22,4994306459.31,1011140629.68,234063142.27,511049438.89,36775380.26,0.0,False,86.03,ITR_DOC_COMP_00190,2026-03-09 14:54:07.542141
CAM_00190,COMP_00190,AY2023-24,FY2022-23,5546884675.54,1038401652.22,210740282.65,464146593.7,36092560.1,-12624813.01,False,88.86,ITR_DOC_COMP_00190,2026-03-09 14:54:07.542141
CAM_00190,COMP_00190,AY2024-25,FY2023-24,4993594740.01,1005699518.4,238683457.43,396831376.48,22747652.74,-5181940.45,False,96.57,ITR_DOC_COMP_00190,2026-03-09 14:54:07.542141
CAM_00191,COMP_00191,AY2022-23,FY2021-22,4956713101.39,717122643.97,163117099.94,479241824.29,13520238.04,0.0,False,97.51,ITR_DOC_COMP_00191,2026-03-09 14:54:07.542141
CAM_00191,COMP_00191,AY2023-24,FY2022-23,4729786477.55,790439025.4,174091214.65,287751992.03,26834514.95,0.0,False,97.02,ITR_DOC_COMP_00191,2026-03-09 14:54:07.542141
CAM_00191,COMP_00191,AY2024-25,FY2023-24,4589763150.56,725612904.32,148152885.87,322698017.63,21814017.44,0.0,False,97.33,ITR_DOC_COMP_00191,2026-03-09 14:54:07.542141
CAM_00192,COMP_00192,AY2022-23,FY2021-22,4459128250.88,897796584.22,183717362.5,191626498.62,60524934.3,169339354.94,True,97.87,ITR_DOC_COMP_00192,2026-03-09 14:54:07.542141
CAM_00192,COMP_00192,AY2023-24,FY2022-23,4560607014.65,726097593.79,173543631.87,501789986.61,80315288.43,79771444.73,True,85.21,ITR_DOC_COMP_00192,2026-03-09 14:54:07.542141
CAM_00192,COMP_00192,AY2024-25,FY2023-24,4830636532.46,660625332.73,164078183.42,447604053.23,61877097.79,19470805.14,False,95.68,ITR_DOC_COMP_00192,2026-03-09 14:54:07.542141
CAM_00193,COMP_00193,AY2022-23,FY2021-22,1906729800.6,249324016.29,60242765.04,99831876.36,9214590.3,0.0,False,93.29,ITR_DOC_COMP_00193,2026-03-09 14:54:07.542141
CAM_00193,COMP_00193,AY2023-24,FY2022-23,1667608744.48,228110538.63,56155100.89,74636268.17,4976590.09,0.0,False,89.57,ITR_DOC_COMP_00193,2026-03-09 14:54:07.542141
CAM_00193,COMP_00193,AY2024-25,FY2023-24,1509064836.05,249022035.98,55278582.71,101633205.46,8657382.49,0.0,False,98.48,ITR_DOC_COMP_00193,2026-03-09 14:54:07.542141
CAM_00194,COMP_00194,AY2022-23,FY2021-22,2627325718.74,362321215.99,81261596.66,294814591.21,11022173.75,0.0,False,86.9,ITR_DOC_COMP_00194,2026-03-09 14:54:07.542141
CAM_00194,COMP_00194,AY2023-24,FY2022-23,2659182203.91,383503041.58,95563520.72,212678640.97,15306222.97,0.0,False,97.12,ITR_DOC_COMP_00194,2026-03-09 14:54:07.542141
CAM_00194,COMP_00194,AY2024-25,FY2023-24,2434556148.12,326489312.03,78121918.7,197466023.1,13435517.02,0.0,False,95.64,ITR_DOC_COMP_00194,2026-03-09 14:54:07.542141
CAM_00195,COMP_00195,AY2022-23,FY2021-22,9186852431.73,787805394.55,166386605.54,797873356.5,8557760.62,0.0,False,86.22,ITR_DOC_COMP_00195,2026-03-09 14:54:07.542141
CAM_00195,COMP_00195,AY2023-24,FY2022-23,8200532582.4,766049865.17,190711919.37,372950609.0,25756986.94,-11812213.69,False,88.5,ITR_DOC_COMP_00195,2026-03-09 14:54:07.542141
CAM_00195,COMP_00195,AY2024-25,FY2023-24,9103889018.75,878906653.66,213755454.34,1037875648.09,31798663.12,0.0,False,97.03,ITR_DOC_COMP_00195,2026-03-09 14:54:07.542141
CAM_00196,COMP_00196,AY2022-23,FY2021-22,810046136.75,153029712.72,37051301.63,78431603.44,7649231.7,-11711574.98,False,95.14,ITR_DOC_COMP_00196,2026-03-09 14:54:07.542141
CAM_00196,COMP_00196,AY2023-24,FY2022-23,722471243.99,151785690.49,32657108.56,37722966.81,6165077.77,-5472338.29,False,93.06,ITR_DOC_COMP_00196,2026-03-09 14:54:07.542141
CAM_00196,COMP_00196,AY2024-25,FY2023-24,777844443.96,131739045.67,27734425.95,40771251.35,4088583.95,-8971980.21,False,91.07,ITR_DOC_COMP_00196,2026-03-09 14:54:07.542141
CAM_00197,COMP_00197,AY2022-23,FY2021-22,2019451871.5,331412463.34,68970678.97,170797169.39,5083799.96,-174240.62,False,92.14,ITR_DOC_COMP_00197,2026-03-09 14:54:07.542141
CAM_00197,COMP_00197,AY2023-24,FY2022-23,2277435298.01,320833754.95,65536836.79,201226229.5,6505634.54,-18268263.01,False,92.44,ITR_DOC_COMP_00197,2026-03-09 14:54:07.542141
CAM_00197,COMP_00197,AY2024-25,FY2023-24,2213385039.09,347317644.65,76312503.57,148825256.21,7477782.49,0.0,False,88.47,ITR_DOC_COMP_00197,2026-03-09 14:54:07.542141
CAM_00198,COMP_00198,AY2022-23,FY2021-22,2300871131.89,288178155.68,62608673.25,217974459.51,4726408.62,0.0,False,91.61,ITR_DOC_COMP_00198,2026-03-09 14:54:07.542141
CAM_00198,COMP_00198,AY2023-24,FY2022-23,2428397194.76,256739777.21,61485877.02,195383632.68,7882179.53,0.0,False,92.1,ITR_DOC_COMP_00198,2026-03-09 14:54:07.542141
CAM_00198,COMP_00198,AY2024-25,FY2023-24,2322608472.44,276990869.25,61930991.67,108114981.59,5188002.38,0.0,False,97.91,ITR_DOC_COMP_00198,2026-03-09 14:54:07.542141
CAM_00199,COMP_00199,AY2022-23,FY2021-22,3598302328.11,421667965.43,86887030.44,414944616.68,5939064.78,0.0,False,85.62,ITR_DOC_COMP_00199,2026-03-09 14:54:07.542141
CAM_00199,COMP_00199,AY2023-24,FY2022-23,3309846807.06,450988802.95,90305933.42,147225625.24,11987468.32,0.0,False,93.3,ITR_DOC_COMP_00199,2026-03-09 14:54:07.542141
CAM_00199,COMP_00199,AY2024-25,FY2023-24,3537887638.66,424681246.93,88933143.52,351594444.65,4494879.62,0.0,False,92.3,ITR_DOC_COMP_00199,2026-03-09 14:54:07.542141
CAM_00200,COMP_00200,AY2022-23,FY2021-22,1317369791.62,120782445.82,30036789.96,70349565.62,3575519.18,0.0,False,86.01,ITR_DOC_COMP_00200,2026-03-09 14:54:07.542141
CAM_00200,COMP_00200,AY2023-24,FY2022-23,1360146533.96,115662212.16,28490149.75,68277372.47,5308698.49,0.0,False,95.71,ITR_DOC_COMP_00200,2026-03-09 14:54:07.542141
CAM_00200,COMP_00200,AY2024-25,FY2023-24,1341046892.93,114889103.82,27114351.4,119715225.93,4748015.18,-3488627.3,False,98.55,ITR_DOC_COMP_00200,2026-03-09 14:54:07.542141
CAM_00201,COMP_00201,AY2022-23,FY2021-22,3389117685.01,337846002.69,69643754.74,334010070.46,15714495.67,32686983.98,True,90.73,ITR_DOC_COMP_00201,2026-03-09 14:54:07.542141
CAM_00201,COMP_00201,AY2023-24,FY2022-23,3512965996.13,300071926.04,61409761.15,239795120.64,8137429.72,17352850.2,False,92.84,ITR_DOC_COMP_00201,2026-03-09 14:54:07.542141
CAM_00201,COMP_00201,AY2024-25,FY2023-24,3620733305.85,327008716.28,67741839.16,362241174.91,4838625.05,17522744.33,False,95.61,ITR_DOC_COMP_00201,2026-03-09 14:54:07.542141
CAM_00202,COMP_00202,AY2022-23,FY2021-22,2539418649.59,133881223.22,30741821.0,236438176.87,5482982.59,0.0,False,94.49,ITR_DOC_COMP_00202,2026-03-09 14:54:07.542141
CAM_00202,COMP_00202,AY2023-24,FY2022-23,2518034258.18,129713914.26,28912487.54,242615611.66,1763258.26,0.0,False,88.17,ITR_DOC_COMP_00202,2026-03-09 14:54:07.542141
CAM_00202,COMP_00202,AY2024-25,FY2023-24,2482460500.19,154542693.08,37543989.02,190171985.4,2865904.3,0.0,False,94.78,ITR_DOC_COMP_00202,2026-03-09 14:54:07.542141
CAM_00203,COMP_00203,AY2022-23,FY2021-22,7388498807.71,999518340.0,203853685.6,755409640.43,27378606.3,0.0,False,91.95,ITR_DOC_COMP_00203,2026-03-09 14:54:07.542141
CAM_00203,COMP_00203,AY2023-24,FY2022-23,9036406237.04,1022577534.16,209838690.78,947215075.99,45278948.9,0.0,False,92.52,ITR_DOC_COMP_00203,2026-03-09 14:54:07.542141
CAM_00203,COMP_00203,AY2024-25,FY2023-24,7980268599.58,973313828.78,203207467.48,509023334.35,35657209.66,0.0,False,86.35,ITR_DOC_COMP_00203,2026-03-09 14:54:07.542141
CAM_00204,COMP_00204,AY2022-23,FY2021-22,958268538.77,69140440.51,15160300.92,55355496.46,942231.09,0.0,False,91.6,ITR_DOC_COMP_00204,2026-03-09 14:54:07.542141
CAM_00204,COMP_00204,AY2023-24,FY2022-23,1039731288.01,67267172.43,16225088.89,63110887.13,2710795.48,0.0,False,88.29,ITR_DOC_COMP_00204,2026-03-09 14:54:07.542141
CAM_00204,COMP_00204,AY2024-25,FY2023-24,895334256.38,65979461.53,15581117.84,49434629.07,2998465.26,0.0,False,92.18,ITR_DOC_COMP_00204,2026-03-09 14:54:07.542141
CAM_00205,COMP_00205,AY2022-23,FY2021-22,6421647479.7,995839148.51,227421740.88,284842541.31,31401623.83,0.0,False,85.58,ITR_DOC_COMP_00205,2026-03-09 14:54:07.542141
CAM_00205,COMP_00205,AY2023-24,FY2022-23,6868141725.9,936360471.31,215506826.64,278863060.6,20904391.65,0.0,False,88.76,ITR_DOC_COMP_00205,2026-03-09 14:54:07.542141
CAM_00205,COMP_00205,AY2024-25,FY2023-24,6352913212.5,894839920.88,202738674.13,601883771.18,20652146.36,0.0,False,86.98,ITR_DOC_COMP_00205,2026-03-09 14:54:07.542141
CAM_00206,COMP_00206,AY2022-23,FY2021-22,4861910482.24,365504261.62,83917950.5,243473514.97,13275142.82,0.0,False,95.71,ITR_DOC_COMP_00206,2026-03-09 14:54:07.542141
CAM_00206,COMP_00206,AY2023-24,FY2022-23,4833727448.37,405781091.01,94551433.19,399614149.7,7668698.63,0.0,False,98.78,ITR_DOC_COMP_00206,2026-03-09 14:54:07.542141
CAM_00206,COMP_00206,AY2024-25,FY2023-24,4938957784.75,407442561.53,100415732.12,586960060.93,4968644.37,0.0,False,87.45,ITR_DOC_COMP_00206,2026-03-09 14:54:07.542141
CAM_00207,COMP_00207,AY2022-23,FY2021-22,8343515118.74,951726614.4,230563692.36,571429388.21,11831348.67,0.0,False,98.11,ITR_DOC_COMP_00207,2026-03-09 14:54:07.542141
CAM_00207,COMP_00207,AY2023-24,FY2022-23,9016690907.58,1024962774.82,242330549.77,789220256.97,46068500.48,0.0,False,97.12,ITR_DOC_COMP_00207,2026-03-09 14:54:07.542141
CAM_00207,COMP_00207,AY2024-25,FY2023-24,9101731916.94,944330063.54,194225290.5,667500977.22,44264936.14,0.0,False,94.3,ITR_DOC_COMP_00207,2026-03-09 14:54:07.542141
CAM_00208,COMP_00208,AY2022-23,FY2021-22,6362753610.42,1088593651.94,243281233.85,551328033.3,20020697.72,0.0,False,87.97,ITR_DOC_COMP_00208,2026-03-09 14:54:07.542141
CAM_00208,COMP_00208,AY2023-24,FY2022-23,6189634579.32,975549483.69,215185811.94,386183243.78,40580685.61,0.0,False,86.91,ITR_DOC_COMP_00208,2026-03-09 14:54:07.542141
CAM_00208,COMP_00208,AY2024-25,FY2023-24,6514196293.34,900826502.17,190425253.43,271631411.62,29642876.83,0.0,False,98.74,ITR_DOC_COMP_00208,2026-03-09 14:54:07.542141
CAM_00209,COMP_00209,AY2022-23,FY2021-22,1957247339.05,180308809.09,40401271.99,147890774.02,6823881.87,-11494958.17,False,91.06,ITR_DOC_COMP_00209,2026-03-09 14:54:07.542141
CAM_00209,COMP_00209,AY2023-24,FY2022-23,2014604129.3,134971413.9,32215935.61,97191350.95,3281874.04,-55950095.72,True,89.62,ITR_DOC_COMP_00209,2026-03-09 14:54:07.542141
CAM_00209,COMP_00209,AY2024-25,FY2023-24,2007599037.17,184587157.77,40397306.23,164620495.0,6107326.45,13103805.39,False,91.04,ITR_DOC_COMP_00209,2026-03-09 14:54:07.542141
CAM_00210,COMP_00210,AY2022-23,FY2021-22,2448630772.79,302804749.34,69668884.99,156969390.45,4629296.17,-13164916.29,False,98.98,ITR_DOC_COMP_00210,2026-03-09 14:54:07.542141
CAM_00210,COMP_00210,AY2023-24,FY2022-23,2338886707.39,309113200.69,62788268.72,155330528.06,13677695.99,-1731320.56,False,90.2,ITR_DOC_COMP_00210,2026-03-09 14:54:07.542141
CAM_00210,COMP_00210,AY2024-25,FY2023-24,2552030178.1,346213712.01,76663471.1,157433039.03,4837343.42,14842219.38,False,96.97,ITR_DOC_COMP_00210,2026-03-09 14:54:07.542141
CAM_00211,COMP_00211,AY2022-23,FY2021-22,984496585.52,110302171.1,22978145.72,83473250.87,1277958.35,0.0,False,98.73,ITR_DOC_COMP_00211,2026-03-09 14:54:07.542141
CAM_00211,COMP_00211,AY2023-24,FY2022-23,995254701.3,130743771.38,27763201.26,60392343.1,3000707.42,4937529.08,False,88.99,ITR_DOC_COMP_00211,2026-03-09 14:54:07.542141
CAM_00211,COMP_00211,AY2024-25,FY2023-24,987956632.03,117712314.21,24756411.18,54166126.96,5075819.34,0.0,False,92.23,ITR_DOC_COMP_00211,2026-03-09 14:54:07.542141
CAM_00212,COMP_00212,AY2022-23,FY2021-22,4152169586.45,568903981.81,128649802.12,338645745.42,12906409.3,0.0,False,98.05,ITR_DOC_COMP_00212,2026-03-09 14:54:07.542141
CAM_00212,COMP_00212,AY2023-24,FY2022-23,4042907526.19,604395028.27,138288205.84,399132487.3,21027054.87,0.0,False,95.01,ITR_DOC_COMP_00212,2026-03-09 14:54:07.542141
CAM_00212,COMP_00212,AY2024-25,FY2023-24,4128658576.09,632402050.42,148633028.93,324393862.66,23808924.44,41190053.47,False,85.31,ITR_DOC_COMP_00212,2026-03-09 14:54:07.542141
CAM_00213,COMP_00213,AY2022-23,FY2021-22,2944221435.22,299160359.61,73690426.34,190403578.7,10779523.96,0.0,False,85.76,ITR_DOC_COMP_00213,2026-03-09 14:54:07.542141
CAM_00213,COMP_00213,AY2023-24,FY2022-23,2733510012.28,256007329.4,59475719.65,181459086.95,7431949.97,0.0,False,97.93,ITR_DOC_COMP_00213,2026-03-09 14:54:07.542141
CAM_00213,COMP_00213,AY2024-25,FY2023-24,2852175273.81,292691978.12,63911296.14,296953952.49,13195164.81,0.0,False,93.55,ITR_DOC_COMP_00213,2026-03-09 14:54:07.542141
CAM_00214,COMP_00214,AY2022-23,FY2021-22,497395556.58,38926954.92,8178798.27,22725725.32,1653061.86,0.0,False,93.63,ITR_DOC_COMP_00214,2026-03-09 14:54:07.542141
CAM_00214,COMP_00214,AY2023-24,FY2022-23,504524288.7,42197612.02,10073006.32,30948051.87,1447121.72,0.0,False,92.36,ITR_DOC_COMP_00214,2026-03-09 14:54:07.542141
CAM_00214,COMP_00214,AY2024-25,FY2023-24,467920951.2,37477298.19,9096239.72,53955223.21,1666162.91,0.0,False,89.05,ITR_DOC_COMP_00214,2026-03-09 14:54:07.542141
CAM_00215,COMP_00215,AY2022-23,FY2021-22,2515363447.54,277466649.01,64623203.38,226411451.19,9054851.36,0.0,False,85.67,ITR_DOC_COMP_00215,2026-03-09 14:54:07.542141
CAM_00215,COMP_00215,AY2023-24,FY2022-23,2524086474.65,274833069.84,66341018.11,248698714.17,9891280.77,0.0,False,92.62,ITR_DOC_COMP_00215,2026-03-09 14:54:07.542141
CAM_00215,COMP_00215,AY2024-25,FY2023-24,2373534432.51,262847763.14,57195611.43,148615091.69,3328711.81,0.0,False,98.76,ITR_DOC_COMP_00215,2026-03-09 14:54:07.542141
CAM_00216,COMP_00216,AY2022-23,FY2021-22,1705812834.98,279389269.99,62836127.64,172239790.57,13246583.76,0.0,False,92.38,ITR_DOC_COMP_00216,2026-03-09 14:54:07.542141
CAM_00216,COMP_00216,AY2023-24,FY2022-23,1707863096.01,297081826.53,63107502.38,196593902.59,12385020.77,0.0,False,85.34,ITR_DOC_COMP_00216,2026-03-09 14:54:07.542141
CAM_00216,COMP_00216,AY2024-25,FY2023-24,1801349118.98,288417077.63,69298840.2,154828277.17,3818569.24,0.0,False,94.02,ITR_DOC_COMP_00216,2026-03-09 14:54:07.542141
CAM_00217,COMP_00217,AY2022-23,FY2021-22,6016558501.47,768541068.83,160204541.24,610326367.72,25963788.37,0.0,False,93.09,ITR_DOC_COMP_00217,2026-03-09 14:54:07.542141
CAM_00217,COMP_00217,AY2023-24,FY2022-23,4810673519.44,722124015.49,172093670.23,490357730.75,27346531.68,0.0,False,89.43,ITR_DOC_COMP_00217,2026-03-09 14:54:07.542141
CAM_00217,COMP_00217,AY2024-25,FY2023-24,3903251625.49,709602656.76,165514042.04,200677555.0,27984136.34,0.0,False,86.42,ITR_DOC_COMP_00217,2026-03-09 14:54:07.542141
CAM_00218,COMP_00218,AY2022-23,FY2021-22,2470040689.13,285422781.64,67351668.13,180287527.86,6254798.44,0.0,False,96.63,ITR_DOC_COMP_00218,2026-03-09 14:54:07.542141
CAM_00218,COMP_00218,AY2023-24,FY2022-23,2320314808.55,327083797.07,69012731.46,268322948.85,16172839.62,0.0,False,93.38,ITR_DOC_COMP_00218,2026-03-09 14:54:07.542141
CAM_00218,COMP_00218,AY2024-25,FY2023-24,2433995399.93,294624190.12,63450886.26,223231775.8,9349644.74,0.0,False,87.22,ITR_DOC_COMP_00218,2026-03-09 14:54:07.542141
CAM_00219,COMP_00219,AY2022-23,FY2021-22,2325920675.4,330032308.08,71860996.26,152385794.4,12355916.34,9595554.64,False,93.21,ITR_DOC_COMP_00219,2026-03-09 14:54:07.542141
CAM_00219,COMP_00219,AY2023-24,FY2022-23,2238804584.11,316790918.23,65912702.36,144310059.8,8309324.1,0.0,False,93.35,ITR_DOC_COMP_00219,2026-03-09 14:54:07.542141
CAM_00219,COMP_00219,AY2024-25,FY2023-24,2723320959.99,280247428.77,64500722.42,251784154.11,8711373.4,0.0,False,87.74,ITR_DOC_COMP_00219,2026-03-09 14:54:07.542141
CAM_00220,COMP_00220,AY2022-23,FY2021-22,3346888157.25,395128268.0,95541212.19,331999210.69,9686457.95,4513837.97,False,95.69,ITR_DOC_COMP_00220,2026-03-09 14:54:07.542141
CAM_00220,COMP_00220,AY2023-24,FY2022-23,3358316128.7,389107367.85,78462126.53,199276244.24,18905039.98,0.0,False,94.44,ITR_DOC_COMP_00220,2026-03-09 14:54:07.542141
CAM_00220,COMP_00220,AY2024-25,FY2023-24,3436772765.77,366680922.83,86816130.97,161507252.17,10211641.9,0.0,False,89.36,ITR_DOC_COMP_00220,2026-03-09 14:54:07.542141
CAM_00221,COMP_00221,AY2022-23,FY2021-22,1243938274.92,63652058.07,14096885.34,132543153.47,2243266.43,0.0,False,94.27,ITR_DOC_COMP_00221,2026-03-09 14:54:07.542141
CAM_00221,COMP_00221,AY2023-24,FY2022-23,1311981230.88,73424162.62,16597939.46,96380786.16,3187103.12,0.0,False,93.23,ITR_DOC_COMP_00221,2026-03-09 14:54:07.542141
CAM_00221,COMP_00221,AY2024-25,FY2023-24,1246759660.42,66026510.91,15425741.36,111546260.0,1173782.94,0.0,False,95.81,ITR_DOC_COMP_00221,2026-03-09 14:54:07.542141
CAM_00222,COMP_00222,AY2022-23,FY2021-22,694820747.94,55042876.96,12928522.7,67544823.77,1466058.99,0.0,False,97.32,ITR_DOC_COMP_00222,2026-03-09 14:54:07.542141
CAM_00222,COMP_00222,AY2023-24,FY2022-23,638817198.35,57849751.15,11839979.37,40385193.16,901103.19,0.0,False,87.73,ITR_DOC_COMP_00222,2026-03-09 14:54:07.542141
CAM_00222,COMP_00222,AY2024-25,FY2023-24,673050140.93,58400303.1,12476584.51,69696940.41,1617731.44,0.0,False,95.25,ITR_DOC_COMP_00222,2026-03-09 14:54:07.542141
CAM_00223,COMP_00223,AY2022-23,FY2021-22,4208039790.83,490236105.17,116670531.88,181076486.46,17619112.47,0.0,False,94.95,ITR_DOC_COMP_00223,2026-03-09 14:54:07.542141
CAM_00223,COMP_00223,AY2023-24,FY2022-23,4385164267.56,462990163.3,99783777.92,512267967.02,17674855.58,0.0,False,95.5,ITR_DOC_COMP_00223,2026-03-09 14:54:07.542141
CAM_00223,COMP_00223,AY2024-25,FY2023-24,4059938025.06,506634793.51,113484969.59,336971363.02,15707804.98,0.0,False,92.47,ITR_DOC_COMP_00223,2026-03-09 14:54:07.542141
CAM_00224,COMP_00224,AY2022-23,FY2021-22,5100331436.21,841939048.51,169807457.52,575689053.45,24206907.34,0.0,False,91.63,ITR_DOC_COMP_00224,2026-03-09 14:54:07.542141
CAM_00224,COMP_00224,AY2023-24,FY2022-23,5135102813.7,715235516.02,149848536.38,614643085.06,16990773.99,0.0,False,94.39,ITR_DOC_COMP_00224,2026-03-09 14:54:07.542141
CAM_00224,COMP_00224,AY2024-25,FY2023-24,4981304041.1,730851422.91,163809330.26,248165804.44,30633022.61,0.0,False,87.1,ITR_DOC_COMP_00224,2026-03-09 14:54:07.542141
CAM_00225,COMP_00225,AY2022-23,FY2021-22,1061195492.66,186074981.37,44841467.67,116987981.97,7281724.3,0.0,False,98.5,ITR_DOC_COMP_00225,2026-03-09 14:54:07.542141
CAM_00225,COMP_00225,AY2023-24,FY2022-23,1073463207.78,168495435.12,37358689.24,101531046.25,6407207.15,0.0,False,97.41,ITR_DOC_COMP_00225,2026-03-09 14:54:07.542141
CAM_00225,COMP_00225,AY2024-25,FY2023-24,1131488687.39,172655895.85,35051051.58,106170309.33,6295331.94,0.0,False,95.87,ITR_DOC_COMP_00225,2026-03-09 14:54:07.542141
CAM_00226,COMP_00226,AY2022-23,FY2021-22,5728815080.81,938066478.35,189995966.93,391691336.16,9900406.45,-28180399.29,False,89.37,ITR_DOC_COMP_00226,2026-03-09 14:54:07.542141
CAM_00226,COMP_00226,AY2023-24,FY2022-23,5986361675.79,986655650.23,234816463.06,572015013.29,33136965.72,-65959432.5,False,92.56,ITR_DOC_COMP_00226,2026-03-09 14:54:07.542141
CAM_00226,COMP_00226,AY2024-25,FY2023-24,6166447485.53,1081094749.1,223968532.56,525693375.78,43345551.94,122841323.03,True,93.49,ITR_DOC_COMP_00226,2026-03-09 14:54:07.542141
CAM_00227,COMP_00227,AY2022-23,FY2021-22,2439385244.79,370531507.95,90868489.22,252313054.29,4697387.77,25873023.02,False,89.52,ITR_DOC_COMP_00227,2026-03-09 14:54:07.542141
CAM_00227,COMP_00227,AY2023-24,FY2022-23,2410444466.15,333603321.46,80149913.3,117242502.9,6270284.37,0.0,False,88.3,ITR_DOC_COMP_00227,2026-03-09 14:54:07.542141
CAM_00227,COMP_00227,AY2024-25,FY2023-24,2445715159.23,319124107.99,65089534.61,129165165.94,5845517.39,0.0,False,94.19,ITR_DOC_COMP_00227,2026-03-09 14:54:07.542141
CAM_00228,COMP_00228,AY2022-23,FY2021-22,3793039539.12,445974313.38,109838367.76,444975162.89,14359709.87,0.0,False,94.1,ITR_DOC_COMP_00228,2026-03-09 14:54:07.542141
CAM_00228,COMP_00228,AY2023-24,FY2022-23,3558569402.68,403170020.54,100461379.01,305319299.47,17205368.96,0.0,False,89.29,ITR_DOC_COMP_00228,2026-03-09 14:54:07.542141
CAM_00228,COMP_00228,AY2024-25,FY2023-24,3778825126.33,447537027.43,110830958.53,211039345.55,7533401.14,2897823.88,False,86.87,ITR_DOC_COMP_00228,2026-03-09 14:54:07.542141
CAM_00229,COMP_00229,AY2022-23,FY2021-22,7046636942.72,732300846.53,152530178.68,311309564.7,22276586.58,0.0,False,96.55,ITR_DOC_COMP_00229,2026-03-09 14:54:07.542141
CAM_00229,COMP_00229,AY2023-24,FY2022-23,7197760650.09,682576190.7,165948625.18,369781504.38,29050634.0,0.0,False,87.8,ITR_DOC_COMP_00229,2026-03-09 14:54:07.542141
